Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4554.4 at 16:36 2/8/2010  Report at 19:05 Monday 2/8/2010. Processed 19:25 Monday 2/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
ANZ Banking Grp pref,ANZPA,104.45,104.3,104.3,,,,,,,,
Aphrodite Gold opt dec13,AQQO,0.035,0.03,0.031,,,,,,,,
Ausgold Ltd,AUC,0.27,0.235,0.235,,,,,,,,
  opt mar13,AUCO,0.098,0.09,0.09,,,,,,,,
Equinox Min Ltd cdi,EQN,5.12,5.11,5.11,,,,,,,,
FFI Hldgs,FFI,5.5,5.4,5.4,,,,,,,,
Gloucester Coal,GCL,12.53,12.46,12.46,,,,,,,,
Guildford Coal,GUF,0.25,0.245,0.245,,,,,,,,
Headline Grp Ltd,HLD,0.4,0.395,0.395,,,,,,,,
Heemskirk Cons 8% cn11,HSKG,2.65,2.6,2.6,,,,,,,,
Intrepid Mines,IAU,0.68,0.63,0.64,,,,,,,,
Linq Res Fund unt,LRF,0.8,0.775,0.775,,,,,,,,
Lonrho Min Ltd,LOM,0.029,0.024,0.025,,,,,,,,
  opt nov10,LOMOA,0.018,0.013,0.014,,,,,,,,
M2 Telecommun,MTU,2.05,1.95,1.95,,,,,,,,
Magellan Fin Grp,MFG,1.2,1.19,1.19,,,,,,,,
McMillan Shakespeare,MMS,5.5,5.48,5.48,,,,,,,,
Noble Min Res opt jul13,NMGOA,0.076,0.075,0.075,,,,,,,,
Pac Niugini Ltd,PNR,0.2,0.185,0.19,,,,,,,,
Pac Ore Ltd opt sep12,PSFO,0.035,0.02,0.02,,,,,,,,
Reckon Ltd,RKN,2.16,2.15,2.15,,,,,,,,
Resource And Invest,RNI,0.56,0.51,0.51,,,,,,,,
Royal Res opt oct13,ROYOA,0.15,0.12,0.12,,,,,,,,
Seymour Whyte Ltd,SWL,1.175,1.165,1.165,,,,,,,,
Territory Res,TTY,0.32,0.285,0.285,,,,,,,,
Thorn Grp Ltd,TGA,1.4,1.345,1.345,,,,,,,,
Thundelarra Explor,THX,0.94,0.675,0.675,,,,,,,,
  opt mar13,THXOA,0.7,0.485,0.485,,,,,,,,
Viagold Capital,VIA,0.97,0.95,0.95,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Cbio Ltd,CBZ,0.24,0.25,0.25,,,,,,,,
Compumedics Ltd,CMP,0.115,0.12,0.12,,,,,,,,
Dominion Min,DOM,2.13,2.2,2.15,,,,,,,,
Equity Tr,EQT,14.67,14.8,14.8,,,,,,,,
Ferrowest Ltd,FWL,0.074,0.076,0.075,,,,,,,,
Genetic Tech,GTG,0.031,0.034,0.034,,,,,,,,
Krucible Metals,KRB,0.24,0.28,0.25,,,,,,,,
Modena Res Ltd,MDA,0.025,0.029,0.028,,,,,,,,
Oceania Capital,OCP,1.49,1.51,1.5,,,,,,,,
Panax Geothermal,PAX,0.037,0.045,0.045,,,,,,,,
Photo-Me Aust,PTO,0.002,0.005,0.005,,,,,,,,
Poseidon Nick Ltd,POS,0.175,0.18,0.18,,,,,,,,
Soilsub Tech,SOI,0.008,0.009,0.009,,,,,,,,
Souls Private Equity,SOE,0.08,0.085,0.081,,,,,,,,
Treasury Grp,TRG,4.74,4.91,4.8,,,,,,,,
Wilson Htm Invest,WIG,0.99,1,1,,,,,,,,
