Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4981.2 at 16:34 11/1/2010  Report at 19:05 Monday 11/1/2010. Processed 20:09 Monday 11/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
3D Oil Ltd,TDO,0.39,0.37,0.375,,,,,,,,
Alumina Ltd,AWC,2.06,2.01,1.85,,,,,,,,
Amcom Telecomm,AMM,0.295,0.29,0.28,,,,,,,,
Antares Energy,AZZ,0.77,0.7,0.65,,,,,,,,
Anvil Min cdi,AVM,3.68,3.62,3.51,,,,,,,,
Aquarius Platinum,AQP,7.95,7.93,7.45,,,,,,,,
Argo Invest,ARG,7,6.9,6.81,,,,,,,,
ASG Grp Ltd,ASZ,1.225,1.185,1.16,,,,,,,,
Atlas Iron Ltd,AGO,2.34,2.27,1.945,,,,,,,,
Augur Res Ltd opt jun10,AUKO,0.03,0.02,0.012,,,,,,,,
Aurora Min Ltd,ARM,1.01,0.97,0.79,,,,,,,,
Aust Foundation,AFI,5.4,5.35,5.25,,,,,,,,
Base Iron Ltd,BSE,0.155,0.099,0.125,,,,,,,,
Bassari Res,BSR,0.43,0.4,0.375,,,,,,,,
BHP Billiton Ltd,BHP,44.49,44.14,43.32,,,,,,,,
Blackham Res opt oct11,BLKO,0.14,0.12,0.12,,,,,,,,
Brockman Res,BRM,2.86,2.84,2.5,,,,,,,,
Buru Energy,BRU,0.275,0.235,0.24,,,,,,,,
Campbell Brothers,CPB,31.99,31.91,30.09,,,,,,,,
Cape Lambert Res,CFE,0.62,0.59,0.565,,,,,,,,
Castle Min,CDT,0.34,0.32,0.31,,,,,,,,
Centennial Coal,CEY,4.24,4.17,4.11,,,,,,,,
Clover Corp,CLV,0.31,0.29,0.26,,,,,,,,
Coal of Africa,CZA,2.45,2.38,1.96,,,,,,,,
Colonial Res,CLN,0.395,0.35,0.26,,,,,,,,
  opt dec10,CLNO,0.12,0.07,0.06,,,,,,,,
