ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5648.9 at 2014-08-27T16:38:36. Report at Wednesday, August 27, 2014. Processed Thursday at 2014-08-28T01:00:04+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
360 Capital Grp stp,TGP,.92,.895,.91,,
Actinogen,ACW,.047,.026,.024,,
Amcor,AMC,11.55,11.30,10.55,,
APA Fin Services,APP,.047,.042,.031,,
ARB Corp,ARP,13.29,13.16,12.49,,
Ariadne Aust,ARA,.41,.40,.355,,
Asaleo Care,AHY,2.10,1.95,1.81,,
Asciano,AIO,6.61,6.405,6.17,,
Astro Japan Prop Grp forus,AJA,4.49,4.24,4.30,,
Spur Ventures cdi,AGB,.36,-,-,,
Audio Pixels,AKP,13.25,9.40,6.50,,
AusNet Services stp,AST,1.42,1.41,1.37,,
Aust United Invest,AUI,9.24,9.21,8.68,,
AusTex Oil,AOK,.28,.27,.26,,
AXG Mining,AXC,.013,.012,.011,,
BetaShares Financials etf unt,QFN,11.73,11.67,11.60,,
BetaShares FTSE RAFI etf unt,QOZ,12.85,12.84,12.78,,
Blackmores,BKL,30.21,28.30,28.60,,
Bluechiip,BCT,.215,.073,.063,,
Cabcharge Aust,CAB,5.44,5.39,4.66,,
Calliden Grp,CIX,.48,.37,.375,,
Caltex Aust,CTX,28.54,26.80,24.91,,
Cassini Res,CZI,.29,.275,.28,,
Clinuvel Pharmac,CUV,2.65,2.51,2.20,,
Coal FE Resources,CES,.021,.017,.011,,
Cochlear,COH,71.99,70.76,64.65,,
Continuation Invest,COT,.15,.12,.12,,
CSL,CSL,74.85,73.66,69.05,,
Diversified United Inv,DUI,3.93,3.92,3.75,,
Elanor Investors stp,ENN,1.43,1.40,1.35,,
ENV Clean Tech opt jul17,ESIOA,.006,.004,-,,
  opt jul17,ESIOB,.005,.003,.001,,
ETFS Physical Palladium,ETPMPD,92.90,92.00,92.53,,
Fiducian Portfolio,FPS,1.89,1.74,1.71,,
Genworth Mortgage Ins,GMA,3.90,3.74,3.60,,
Globe Int'l,GLB,.49,.455,.46,,
Heemskirk Cons,HSK,.18,.145,.087,,
Heron Res,HRR,.18,.155,.16,,
Hotel Property Inv stp,HPI,2.40,2.39,2.15,,
Hunter Hall Global,HHV,1.115,1.095,1.06,,
Infomedia,IFM,1.06,.98,.885,,
Insurance Aust Grp,IAG,6.53,6.49,6.32,,
Intueri Edu Grp,IQE,2.82,2.60,2.63,,
Ironbark Zinc,IBG,.145,.14,.125,,
Isentia Grp,ISD,2.65,2.60,2.60,,
Katana Capital,KAT,1.005,1.00,.98,,
Kresta Hldgs,KRS,.24,.23,.23,,
Leaf Energy,LER,.065,.063,.052,,
Lend Lease Grp stp,LLC,14.29,14.10,13.62,,
M2 Grp,MTU,7.42,6.85,6.08,,
Market Vectors Eq Weight etf unt,MVW,21.45,21.35,21.18,,
Norton Gold Fields,NGF,.175,.14,.14,,
NSL Consolidated opt dec16,NSLO,.006,.004,.002,,
Orora,ORA,1.695,1.495,1.515,,
Panorama Synergy,PSY,.305,.155,.115,,
QV Equities opt mar16,QVEO,.046,.042,-,,
Roc Oil Co,ROC,.687,.685,.62,,
Saunders Int'l,SND,1.05,.98,.96,,
Servcorp,SRV,5.40,4.94,5.07,,
Sheffield Res,SFX,1.105,1.04,.93,,
Sirtex Medical,SRX,21.77,21.065,19.38,,
Slater & Gordon,SGH,6.39,6.075,5.47,,
Spark New Zealand,SPK,2.73,2.65,2.70,,
SPDR Emerging Mkts,WEMG,17.01,16.96,16.70,,
Stockland stp,SGP,4.28,4.27,4.105,,
Tower,TWR,1.80,1.75,1.73,,
Vita Grp,VTG,1.04,.95,.83,,
Vngd MSCI Aust Large Co etf unt,VLC,64.30,64.17,63.86,,
WAM Active,WAA,1.445,1.43,1.335,,
Wilson HTM Inv,WIG,.785,.75,.62,,
YPB Grp,YPB,.29,.20,-,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
AGL Energy rtsforusd,AGKRA,2.66,-,-,,
Ainsworth Game Tech,AGI,3.21,3.65,3.67,,
BetaShares Agriculture etf unt,QAG,9.34,9.36,9.53,,
Disruptive Invest,DVI,.006,.008,.009,,
Firestrike Res opt dec16,FIEOA,.002,.003,.003,,
Metallum,MNE,.016,.017,.018,,
Monash IVF Grp,MVF,1.60,1.69,1.62,,
Northern Iron,NFE,.10,.13,.13,,
QV Equities,QVE,.96,.962,-,,
SciGen cdi,SIE,.012,.016,.02,,
TTA Hldgs,TTA,.04,.046,.048,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
