ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4246.7 at 2011-11-18T16:45:46. Report at Friday, November 18, 2011. Processed Saturday at 2011-11-19T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
AMCB Fund No 5,AKY,101.29,100.87,100.69,,
Antisense Therapeutic,ANP,.023,.013,.012,,
  opt jul12,ANPO,.015,.005,.006,,
Audalia Res Ltd,ACP,.26,.20,.21,,
Beach Energy,BPT,1.38,1.28,1.24,,
CS GP100 Aust Tr unt,CSJ,1.005,.995,1.00,,
CS100 Emrg Mkt Infr unt,CSU,.945,.94,.935,,
Dolomatrix Int'l,DMX,.30,.26,.28,,
Embelton,EMB,7.00,5.572,5.572,,
ETS Google,ETSGOO,601.20,578.05,575.43,,
ETS Intel,ETSINT,24.18,23.58,22.76,,
India Equities Fund,INE,.082,.054,.055,,
Northern Star Res,NST,.935,.685,.625,,
Oceania Capital,OCP,2.34,2.20,2.28,,
Rocklands Rich,RCI,.32,.28,.285,,
Western Desert Res,WDR,.49,.395,.41,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Aphrodite Gold,AQQ,.081,.092,.088,,
Atlantic Gold,ATV,.034,.039,.039,,
Aurora Minerals,ARM,.12,.135,.13,,
Betasharescrudeoil etf unt,OOO,54.60,-,-,,
Carnarvon Pet,CVN,.115,.12,.125,,
Challenger Energy opt jun12,CELO,.005,.006,.006,,
CIC Aust,CNB,.40,.43,.425,,
Coretrack,CKK,.065,.068,.072,,
Fisher & Paykel App,FPA,.29,.31,.32,,
Fletcher Bldg,FBU,4.57,4.75,4.82,,
Gippsland,GIP,.02,.022,.024,,
Great Western Exp opt jun12,GTEO,.045,.10,.14,,
Highlands Pacific,HIG,.20,.205,.205,,
Immuron,IMC,.045,.05,.048,,
IMX Res,IXR,.325,.35,.335,,
iSonea,ISN,.006,.008,.009,,
Kagara,KZL,.35,.375,.355,,
Katana Capital,KAT,.685,.695,.70,,
Kinetiko Energy,KKO,.17,.18,.19,,
Kingsgate Cons,KCN,6.51,6.65,6.82,,
MacarthurCook PSF unt,MPS,.098,.10,.105,,
Macquarie Radio,MRN,.70,.75,.935,,
Mastermyne Grp,MYE,1.315,1.37,1.37,,
McPherson's,MCP,2.04,2.07,2.19,,
Medusa Min,MML,6.04,6.65,6.51,,
Motopia,MOT,.01,.011,.011,,
Northern Manganese,NTM,.08,.093,.087,,
Odin Energy,ODN,.005,.006,.006,,
OM Hldgs,OMH,.50,.515,.55,,
Pacific Star Network,PNW,.25,.30,.29,,
Paperlinx Sps Tr pref,PXUPA,20.00,21.20,24.00,,
Peet,PPC,.84,1.13,1.13,,
Platinum Aust,PLA,.11,.16,.15,,
Platinum Capital,PMC,.92,.94,.95,,
Pryme Energy,PYM,.06,.08,.085,,
pSivida Corp cdi,PVA,1.38,3.75,4.00,,
QLD Bauxite,QBL,.08,.09,.095,,
Stratatel,STE,.028,.03,.036,,
Syngas,SYS,.007,.008,.01,,
Watpac,WTP,1.075,1.10,1.15,,
White Energy,WEC,.59,.715,1.265,,
White Rock Minerals,WRM,.16,.201,.197,,
Wildhorse Energy,WHE,.15,.16,.155,,
Wotif.com Hldgs,WTF,3.46,3.48,3.56,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
