ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5456.3 at 2015-07-09T16:38:06. Report at Thursday, July 9, 2015. Processed Friday at 2015-07-10T01:00:12+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Energy Devs,ENE,7.64,7.41,7.40,,
Goldphyre Res,GPH,.056,.045,.05,,
Minbos Res,MNB,.008,.006,.007,,
Tech Mpire,TMP,.46,.34,.34,,
Unity Pacific Grp stp,UPG,1.16,1.055,1.03,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
ANZ ETFS ASX300 Yld,ZYAU,9.69,9.70,9.70,,
APN News & Media,APN,.645,.682,.69,,
Argo Global,ALI,1.945,1.96,-,,
AusTex Oil,AOK,.08,.09,.09,,
Austin Engineer,ANG,.47,.505,.505,,
Bannerman Res,BMN,.045,.048,.049,,
BetaShares Resources etf unt,QRE,4.16,4.34,4.46,,
BetaShares Aus 200 etf unt,QOZ,11.81,12.04,12.60,,
BetaShares YldMax,YMAX,10.16,10.30,10.30,,
BigAir Grp,BGL,.59,.61,.61,,
Bradken,BKN,1.165,1.31,1.40,,
Cabcharge Aust,CAB,3.52,3.61,3.61,,
Cape Lambert Res,CFE,.02,.022,.022,,
Centrex Metals,CXM,.068,.076,.075,,
Classic Minerals,CLZ,.004,.005,.005,,
Clime Capital,CAM,.885,.89,.90,,
CPT Global,CGO,.39,.49,.49,,
DUET Grp forus,DUE,2.28,2.29,2.29,,
Ecosave Hldgs,ECV,.42,.55,.55,,
Engenco,EGN,.08,.095,.09,,
Fletcher Bldg,FBU,6.95,7.10,7.15,,
Fortescue Metals Grp,FMG,1.61,1.792,1.88,,
G8 Education,GEM,2.86,3.09,3.21,,
Genesis Energy,GNE,1.51,1.545,1.54,,
Genex Power,GNX,.20,-,-,,
Goldfields Money,GMY,.77,.85,.85,,
Greencross,GXL,5.03,5.58,5.61,,
Greenland Min Engy,GGG,.053,.062,.061,,
GWA Grp,GWA,2.11,2.17,2.17,,
Hazelwood Res,HAZ,.01,.019,.019,,
iCar Asia,ICQ,.59,.655,.70,,
Image Res,IMA,.061,.065,.065,,
Jupiter Energy,JPR,.20,.25,.25,,
Kasbah Res,KAS,.022,.031,.026,,
Lucapa Diamond Co opt aug15,LOMO,.003,.006,.006,,
MACA,MLD,.65,.71,.73,,
MacPhersons Res,MRP,.071,.085,.085,,
Metcash,MTS,1.025,1.05,1.05,,
Market Vectors China,CETF,58.63,67.20,70.40,,
Market Vectors Sm Cap etf unt,MVS,15.22,15.49,15.49,,
MMA Offshore,MRM,.485,.515,.515,,
Nine Entertainment,NEC,1.425,1.46,1.487,,
Oil Search,OSH,6.61,7.04,7.06,,
OzForex Grp,OFX,2.00,2.13,2.13,,
Paladin Energy,PDN,.192,.237,.237,,
PM Capital Asian opt may16,PAFO,.02,.028,.028,,
Prescient Therapeut,PTX,.057,.063,.059,,
Ramelius Res opt aug15,RMSO,.004,.005,.01,,
Rio Tinto,RIO,49.13,52.20,52.96,,
Rumble Res,RTR,.02,.05,.048,,
Russell  Aust Value etf unt,RVL,29.38,29.56,29.56,,
Seven West Media,SWM,.94,1.005,.995,,
Sims Metal Mgt,SGM,9.61,10.05,10.05,,
Sino Gas Energy,SEH,.115,.122,.122,,
South32,S32,1.69,1.725,1.725,,
SPDR 200 Resources etf unt,OZR,7.48,7.87,7.88,,
Spring FG,SFL,.33,.37,.35,,
Trade Me Grp,TME,2.94,2.98,2.98,,
Treasury Grp,TRG,8.62,9.20,9.31,,
US Residential Fund opt jul16,USRO,.01,.02,.02,,
Virtus Health,VRT,5.10,5.25,5.25,,
Vita Life Sciences,VSC,1.30,1.35,1.35,,
Western Areas,WSA,2.66,3.00,3.00,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
