ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5188.0 at 2014-01-28T16:41:06. Report at Tuesday, January 28, 2014. Processed Wednesday at 2014-01-29T01:00:17+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Auckland Airport,AIA,3.50,3.47,3.44,,
Byron Energy,BYE,.89,.81,.81,,
FRR Corp,FRR,.028,.026,.022,,
Katana Capital,KAT,.865,.848,.863,,
Lucapa Diamond Co,LOM,.011,.009,.009,,
Nine Entertainment,NEC,2.20,2.18,2.07,,
Objective Corp,OCL,.635,.60,.58,,
Oilex,OEX,.105,.08,.056,,
Plymouth Min,PLH,.145,.13,.105,,
Prana Biotech,PBT,1.12,1.02,.845,,
Progen Pharma,PGL,.40,.38,.25,,
Reward Minerals opt jun16,RWDO,.265,.26,.26,,
Stonewall Res,SWJ,.225,.215,.215,,
TZ,TZL,.21,.19,.135,,
US Select POF unt,USF,1.82,1.81,1.80,,
Valmec,VMX,.30,.29,.01,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
99 Wuxian cdi,NNW,.335,.36,.36,,
Adv Surg Dsgn & Mnft,AMT,.045,.05,.05,,
Antipa Min opt dec14,AZYOA,.002,.005,.006,,
Aspen Grp stp,APZ,1.415,1.47,1.43,,
AGB Jun14,GSBK14,102.267,-,-,,
AGIB Sep30,GSIQ30,108.45,-,-,,
Ausmon Resources,AOA,.008,.009,.017,,
Aziana,AZK,.025,.034,.04,,
Bluechiip,BCT,.062,.075,.088,,
CO2 Grp,COZ,.056,.058,.058,,
Crossland Metals opt nov14,CUXO,.002,.003,.003,,
Elsmore Res,ELR,.045,.05,.095,,
GB Energy,GBX,.002,.004,.004,,
Geodynamics,GDY,.066,.068,.077,,
GrainCorp,GNC,7.76,8.00,8.10,,
Hot Chili opt nov14,HCHO,.02,.03,.025,,
Infigen Energy stp,IFN,.237,.24,.24,,
iShares UBS Treasury etf unt,IGB,98.30,99.78,98.56,,
Jameson Res,JAL,.205,.21,.225,,
Matsa Res,MAT,.18,.20,.19,,
Mermaid Marine,MRM,2.845,2.90,3.00,,
Market Vectors Banks etf unt,MVB,24.65,24.93,25.36,,
Panterra Gold,PGI,.037,.038,.039,,
Silver Chef,SIV,4.86,5.05,4.92,,
Tasman Res,TAS,.031,.038,.04,,
The Reject Shop,TRS,10.56,11.50,16.20,,
Unity Min,UML,.034,.037,.041,,
Virgin Australia,VAH,.35,.37,.37,,
Vngd FTSE Emerging etf unt,VGE,48.00,49.63,49.58,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
