Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4477.3 at 16:35 14/7/2010  Report at 19:05 Wednesday 14/7/2010. Processed 19:32 Wednesday 14/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
1300 Smiles Ltd,ONT,3.22,3.15,3.2,,,,,,,,
ASG Grp Ltd,ASZ,1.55,1.465,1.475,,,,,,,,
Burey Gold Ltd opt jun11,BYRO,0.009,0.007,-,,,,,,,,
Clancy Explore rts29juld,CLYR,0.017,-,-,,,,,,,,
European Nickel cdi,ENK,0.41,0.3,0.3,,,,,,,,
Halcyon Sec hlcnte10,HLCHA,100.38,100,99.75,,,,,,,,
Iluka Res,ILU,5.52,5.15,5.14,,,,,,,,
McMillan Shakespeare,MMS,5.1,4.89,5,,,,,,,,
Royal Res opt oct13,ROYOA,0.12,0.08,0.072,,,,,,,,
Samson Oil & Gas,SSN,0.068,0.052,0.044,,,,,,,,
  opt dec12,SSNO,0.054,0.036,0.029,,,,,,,,
Sundance Energy,SEA,0.25,0.21,0.185,,,,,,,,
Trafalgar Corp stp,TGP,0.9,0.86,0.85,,,,,,,,
Viagold Capital,VIA,0.7,0.6,0.45,,,,,,,,
XState Res opt jun13,XSTO,0.053,-,-,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Advanced Engine,ACE,0.031,0.035,0.032,,,,,,,,
Apollo Min Ltd,AON,0.097,0.115,0.11,,,,,,,,
Auto Tech Ltd opt jun11,ATJO,0.003,0.004,0.005,,,,,,,,
Cape Alumina Ltd,CBX,0.29,0.3,0.4,,,,,,,,
Folkestone Ltd,FLK,0.11,0.12,0.12,,,,,,,,
Hill End Gold,HEG,0.087,0.094,0.095,,,,,,,,
Modena Res Ltd,MDA,0.028,0.029,0.03,,,,,,,,
Oldfields Hldgs,OLH,0.07,0.08,0.085,,,,,,,,
Orion Equities,OEQ,0.4,0.435,0.43,,,,,,,,
Tel Pacific Ltd,TPC,0.04,0.135,0.135,,,,,,,,
Westoz Inv Ltd opt jun12,WICO,0.06,0.08,0.08,,,,,,,,
