Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4669.1 at 16:36 14/9/2010  Report at 19:05 Tuesday 14/9/2010. Processed 19:08 Tuesday 14/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
  opt jul13,NMGOA,0.125,0.105,0.08,,,,,,,,
Northern Uranium rts27sepd,NTURB,0.12,-,-,,,,,,,,
OceanaGold Corp cdi,OGC,3.99,3.87,3.57,,,,,,,,
Orotongrp Ltd,ORL,8.25,7.91,7.15,,,,,,,,
OZ Minerals,OZL,1.46,1.425,1.275,,,,,,,,
Pac Ore Ltd opt sep12,PSFO,0.068,0.05,0.048,,,,,,,,
PanAust Ltd,PNA,0.725,0.685,0.61,,,,,,,,
Papillon Res Ltd,PIR,0.32,0.29,0.29,,,,,,,,
  opt dec12,PIROA,0.15,0.125,0.135,,,,,,,,
Pelican Res,PEL,0.15,0.125,0.145,,,,,,,,
Prime Infr Grp stp,PIH,4.7,4.6,4.43,,,,,,,,
Primeag Aust,PAG,1.305,1.26,1.3,,,,,,,,
Provet Hldgs Ltd,PVT,1.56,1.52,1.45,,,,,,,,
Ramelius Res,RMS,0.815,0.79,0.69,,,,,,,,
Ridley Corp,RIC,1.32,1.3,1.25,,,,,,,,
Saracen Min,SAR,0.55,0.54,0.485,,,,,,,,
  opt jun13,SARO,0.32,0.195,0.195,,,,,,,,
Scott Corp,SCC,0.52,0.48,0.395,,,,,,,,
Sedgman Ltd,SDM,1.94,1.9,1.77,,,,,,,,
St Barbara Ltd,SBM,0.435,0.39,0.345,,,,,,,,
Stanmore Coal Ltd,SMR,1.17,1.05,0.94,,,,,,,,
Stuart Pet Ltd,STU,0.76,0.7,0.62,,,,,,,,
Sundance Res,SDL,0.3,0.22,0.16,,,,,,,,
Sunset Energy Ltd opt jun12,SEYO,0.026,0.024,0.025,,,,,,,,
Super Cheap Auto ,SUL,6.29,6.18,5.88,,,,,,,,
Technology One,TNE,0.905,0.89,0.895,,,,,,,,
Viagold Capital,VIA,1.45,1.35,1.2,,,,,,,,
Vocus Comms Ltd,VOC,0.72,0.65,0.7,,,,,,,,
Wesfarmers Ltd,WES,34.25,34.18,32.28,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Allied Brands Ltd,ABQ,0.019,0.027,0.027,,,,,,,,
ASK Funding Ltd,AKF,0.175,0.2,0.21,,,,,,,,
Blue Energy Ltd,BUL,0.115,0.12,0.12,,,,,,,,
Bone Medical Ltd,BNE,0.055,0.065,0.06,,,,,,,,
Cyclopharm Ltd,CYC,0.066,0.07,0.071,,,,,,,,
Fluorotechnics,FLS,0.085,0.125,0.125,,,,,,,,
Global Nickel Invest,GNI,0.021,0.025,0.03,,,,,,,,
Golden Gate Pet,GGP,0.019,0.022,0.022,,,,,,,,
  opt aug12,GGPO,0.008,0.009,0.01,,,,,,,,
Healthlinx Ltd opt dec13,HTXOA,0.03,0.05,0.04,,,,,,,,
Infomedia Ltd,IFM,0.205,0.21,0.225,,,,,,,,
ITL Ltd,ITD,0.048,0.05,0.056,,,,,,,,
Mission Newenergy,MBT,0.185,0.19,0.225,,,,,,,,
Patrys Ltd,PAB,0.081,0.085,0.091,,,,,,,,
Probiotec Ltd,PBP,1.06,1.14,1.22,,,,,,,,
Redbank Copper,RCP,0.017,0.018,0.019,,,,,,,,
Rubicor Grp,RUB,0.03,0.032,0.037,,,,,,,,
Schaffer Corp Ltd,SFC,4.32,4.65,4.61,,,,,,,,
Viridis Clean Energy unt,VIR,0.025,0.031,0.052,,,,,,,,
Wilson Htm Invest,WIG,0.94,0.95,0.99,,,,,,,,
