ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4351.6 at 2012-09-03T16:50:07. Report at Monday, September 3, 2012. Processed Tuesday at 2012-09-04T01:00:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Alchemia,ACL,.595,.565,.57,,
Altium,ALU,.595,.53,.53,,
Ansell,ANN,15.79,15.68,15.68,,
BetaShares ASX Fin etf unt,QFN,8.26,8.24,8.25,,
BigAir Grp,BGL,.48,.455,.455,,
Cadence Capital,CDM,1.43,1.37,1.37,,
  opt sep12,CDMO,.14,.089,.089,,
Challenger Infra stp,CIF,1.37,1.36,1.36,,
Corporate Travel,CTD,2.70,2.68,2.68,,
Dicker Data,DDR,.50,.455,.465,,
DWS,DWS,1.75,1.70,1.70,,
Eastland Medical,EMS,.032,.028,.028,,
Envestra,ENV,.905,.887,.887,,
ETFS Agriculture,ETPAGR,9.40,9.20,9.20,,
EVZ,EVZ,.053,.039,.039,,
Fisher & Paykel App,FPA,.57,.555,.555,,
Gas2Grid,GGX,.085,.081,.081,,
Gateway Min,GML,.10,.099,.099,,
Gerard Lighting,GLG,1.04,1.03,1.03,,
Hastings Divers stp,HDF,2.68,2.66,2.66,,
Insurance Aust Grp,IAG,4.24,4.19,4.19,,
iShares Glb Cons cdi,IXI,71.20,70.93,70.93,,
iShares MSCI Singapore cdi,ISG,12.78,12.69,12.69,,
Lend Lease Grp stp,LLC,8.64,8.54,8.54,,
Magellan Fin Grp,MFG,3.10,3.00,3.00,,
Magellan Flagship,MFF,.90,.89,.89,,
News Corp b voting,NWS,23.09,22.88,22.88,,
  a nonvote,NWSLV,22.96,22.64,22.64,,
Oil Search,OSH,7.60,7.52,7.52,,
Peel Mining,PEX,.525,.325,.36,,
Primary Health Care bondsep15,PRYHA,102.00,99.99,99.99,,
Prime Media Grp,PRT,.80,.77,.77,,
ResMed Inc cdi,RMD,3.73,3.67,3.67,,
RHG,RHG,.52,.515,.515,,
Russell  Aust Value etf unt,RVL,26.00,25.91,25.91,,
SDI,SDI,.19,.18,.18,,
Sirius Res,SIR,1.62,1.485,1.49,,
Sirtex Medical,SRX,7.85,7.72,7.75,,
Tower,TWR,1.43,1.42,1.42,,
UXC,UXC,.80,.78,.78,,
WAM Research,WAX,.835,.83,.83,,
Wesfarmers,WES,35.25,34.67,35.20,,
Whitefield,WHF,2.88,2.86,2.86,,
Woolworths,WOW,30.06,29.68,29.68,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Agri Energy,AAE,.002,.005,.005,,
AJ Lucas Grp,AJL,.675,.68,.68,,
Amadeus Energy,AMU,.185,.195,.195,,
Anteo Diagnostics,ADO,.051,.054,.054,,
Apex Minerals,AXM,.095,.10,.10,,
Aspen Grp stp,APZ,.255,.28,.28,,
Atlantic,ATI,.29,.31,.31,,
Atlas Iron,AGO,1.31,1.345,1.345,,
Austal,ASB,1.32,1.36,1.325,,
Cohiba Min,CHK,.15,.19,.19,,
Continental Coal,CCC,.039,.048,.048,,
Crusader Res,CAS,.47,.48,.48,,
Diploma Grp,DGX,.045,.061,.061,,
Discovery Metals,DML,.932,.95,.95,,
Diversa 11% cn14,DVAG,.075,.15,.15,,
Fairfax Media,FXJ,.41,.415,.415,,
Ferrowest,FWL,.025,.03,.028,,
Globe Metals & Mining,GBE,.085,.089,.088,,
Grange Res,GRR,.255,.30,.30,,
GRG Int'l,GRG,.05,.056,.055,,
Ikwezi Mining,IKW,.061,.068,.068,,
IMX Res,IXR,.13,.14,.14,,
Indo Mines,IDO,.081,.09,.09,,
International Coal,ICX,.12,.125,.125,,
Legacy Iron Ore,LCY,.07,.075,.075,,
Lynas Corp,LYC,.595,.64,.625,,
MHM Metals,MHM,.26,.27,.265,,
Monto Minerals,MOO,.008,.01,.01,,
Namibian Copper,NCO,.035,.04,.04,,
OGL Resources cdi,OGL,.045,.05,.05,,
Orpheus Energy,OEG,.07,.08,.08,,
OZ Minerals,OZL,6.11,6.21,6.21,,
Pacific Niugini,PNR,.14,.15,.15,,
Panoramic Res,PAN,.495,.50,.50,,
Pegasus Metals,PUN,.105,.12,.11,,
Raisama Energy,RAI,.02,.022,.022,,
Resonance Health,RHT,.007,.009,.008,,
Sedgman,SDM,1.04,1.09,1.09,,
Seven West Media,SWM,1.385,1.42,1.42,,
Seymour White,SWL,.74,.825,.805,,
Shearer (John) Hldgs,SHR,1.90,2.10,1.94,,
Sprintex,SIX,.009,.01,.01,,
Synergy Metals,SML,.08,.09,.09,,
Ten Network Hldgs,TEN,.37,.38,.38,,
Terrain Minerals,TMX,.008,.01,.01,,
Trafford Res,TRF,.16,.17,.17,,
Triangle Energy,TEG,.004,.006,.006,,
Vector Res opt jan15,VECOA,.012,.013,.013,,
WPG Resources,WPG,.052,.055,.055,,
Zenith Minerals,ZNC,.20,.21,.21,,
Zylotech,ZYL,.10,.105,.105,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
