Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4586.5 at 17:04 3/8/2010  Report at 19:05 Tuesday 3/8/2010. Processed 19:12 Tuesday 3/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelaide Brighton,ABC,3.35,3.2,3.2,,,,,,,,
Ammtec Ltd,AEC,3.7,3.61,3.61,,,,,,,,
ANZ Banking Grp pref,ANZPA,104.5,104.3,104.3,,,,,,,,
Ausgold Ltd,AUC,0.285,0.235,0.235,,,,,,,,
  opt mar13,AUCO,0.11,0.09,0.09,,,,,,,,
Aust Foundation new,AFIN,4.8,4.75,4.75,,,,,,,,
Equinox Min Ltd cdi,EQN,5.24,5.11,5.11,,,,,,,,
Forge Grp Ltd,FGE,3.25,3.17,3.17,,,,,,,,
Globe Intl,GLB,0.65,0.55,0.62,,,,,,,,
Great Western Exp,GTE,0.25,0.2,0.2,,,,,,,,
Guildford Coal,GUF,0.27,0.245,0.245,,,,,,,,
Horseshoe Metals opt jun12,HORO,0.105,0.09,0.09,,,,,,,,
Integra Min Ltd,IGR,0.38,0.355,0.36,,,,,,,,
iShares MSCI Sing,ISG,13.99,13.73,13.73,,,,,,,,
Lonrho Min Ltd,LOM,0.03,0.024,0.025,,,,,,,,
Lynas Corp,LYC,0.84,0.82,0.82,,,,,,,,
Mayan Iron Corp,MYN,0.195,0.19,0.19,,,,,,,,
Midwinter Resourc,MWN,0.19,0.14,0.17,,,,,,,,
Mitchell Comms,MCU,1.245,1.24,1.24,,,,,,,,
Orica Ltd pref,ORIPB,96.6,96,96.2,,,,,,,,
Pac Ore Ltd,PSF,0.075,0.056,0.056,,,,,,,,
Pacrim Energy,PRE,0.016,0.01,0.01,,,,,,,,
  opt dec11,PREO,0.007,0.004,0.004,,,,,,,,
Pelican Res,PEL,0.14,0.135,0.135,,,,,,,,
Reckon Ltd,RKN,2.18,2.15,2.15,,,,,,,,
Regis Res,RRL,1.1,1.025,1.025,,,,,,,,
  opt jan14,RRLO,0.68,0.66,0.66,,,,,,,,
Resource And Invest,RNI,0.57,0.51,0.51,,,,,,,,
Sierra Min opt dec10,SRMO,0.04,0.03,0.03,,,,,,,,
Summit Res,SMM,2.48,2.41,2.41,,,,,,,,
Territory Res,TTY,0.33,0.285,0.285,,,,,,,,
Thorn Grp Ltd,TGA,1.41,1.345,1.345,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aurora Funds Ltd,AFV,1.56,1.75,1.75,,,,,,,,
Austock Grp Ltd,ACK,0.135,0.14,0.14,,,,,,,,
bioMD Ltd,BOD,0.02,0.025,0.024,,,,,,,,
Consolidated Tin Min opt dec13,CSDO,0.002,0.012,0.01,,,,,,,,
Dominion Min,DOM,2.12,2.2,2.15,,,,,,,,
Equity Tr,EQT,14.65,14.8,14.8,,,,,,,,
Giaconda Ltd,GIA,0.027,0.03,0.03,,,,,,,,
Goodman Fielder,GFF,1.275,1.315,1.3,,,,,,,,
Hill End Gold,HEG,0.085,0.094,0.087,,,,,,,,
Krucible Metals,KRB,0.235,0.28,0.25,,,,,,,,
Millennium Min,MOY,0.022,0.023,0.023,,,,,,,,
Noble Min Res opt jul11,NMGO,0.033,0.035,0.035,,,,,,,,
Nullarbor Hldgs,NLB,0.26,0.27,0.27,,,,,,,,
Saferoads Hldgs,SRH,0.4,0.43,0.43,,,,,,,,
Shree Min Ltd,SHH,0.092,0.095,0.095,,,,,,,,
