ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5499.2 at 2014-06-02T16:41:36. Report at Monday, June 2, 2014. Processed Tuesday at 2014-06-03T01:00:06+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
360 Cap Indust Fund ord unt,TIX,2.26,2.25,2.25,,
ALE Prop Grp stp,LEP,3.00,2.95,2.95,,
Amcom Telco,AMM,2.30,2.185,2.20,,
AMP,AMP,5.39,5.33,5.38,,
ANZ Banking Grp cap note,ANZPD,104.30,103.98,103.98,,
AP Eagers,APE,5.55,5.51,5.51,,
APA Grp stp,APA,7.09,7.03,7.03,,
APT Pipelines notesep72,AQHHA,108.70,108.50,108.50,,
Ardent Leisure Grp stp,AAD,2.75,2.73,2.73,,
Argo Invest,ARG,7.47,7.40,7.40,,
Australand Prop stp,ALZ,4.34,4.31,4.32,,
Bentham IMF bnd jun19,IMFHA,103.35,103.30,103.30,,
Blina Minerals,BDI,.003,.002,.002,,
Cauldron Energy,CXU,.26,.245,.245,,
Clearview Wealth,CVW,.83,.82,.82,,
C'wlth Bank  of Aust,CBA,82.44,82.20,82.20,,
Crown Resorts notesep72,CWNHA,109.84,109.80,109.80,,
Fifth Element Res,FTH,.43,.32,.32,,
Genworth Mortgage,GMA,3.19,3.18,3.18,,
Hansen Tech,HSN,1.365,1.36,1.36,,
IPE,IPE,.495,.485,.49,,
iShares Glb Cons cdi,IXI,98.55,98.06,98.06,,
Kangaroo Isl Timber,KPT,2.70,2.56,2.56,,
Liquefied Natural,LNG,1.275,1.14,1.14,,
Melbourne IT,MLB,1.65,1.54,1.54,,
Mirvac Grp stp,MGR,1.822,1.81,1.81,,
My Net Fone,MNF,2.66,2.49,2.49,,
National Storage REIT stp,NSR,1.35,1.295,1.295,,
Navitas,NVT,7.88,7.85,7.85,,
Objective Corp,OCL,1.18,1.16,1.16,,
Oilex,OEX,.12,.115,.115,,
Real Energy Corp,RLE,.29,.275,.28,,
RedFlow,RFX,.19,.16,.16,,
Rhype,RHP,.80,.77,.77,,
SAI Global,SAI,5.26,5.18,5.18,,
Schaffer Corp,SFC,6.20,6.15,6.15,,
SPDR DJ Global Reit,DJRE,16.67,16.62,16.62,,
SPDR Global Dividend,WDIV,16.82,16.68,16.74,,
Spotless Group,SPO,1.86,1.845,1.845,,
St George Min,SGQ,.26,.25,.25,,
Stavely Min,SVY,.265,.255,.255,,
SteriHealth,STP,1.735,1.73,1.73,,
Suncorp Grp pref cps3,SUNPE,102.249,101.673,101.673,,
Sydney Airport forus,SYD,4.475,4.45,4.45,,
Technology One,TNE,2.76,2.74,2.74,,
Transurban Grp stp,TCL,7.53,7.50,7.50,,
Triton Minerals,TON,.18,.145,.145,,
Village Roadshow,VRL,8.44,8.40,8.40,,
Vngd Aust High Yield etf unt,VHY,68.14,67.98,67.98,,
Western Mining,WMN,.135,.053,.053,,
Woodside Petroleum,WPL,42.47,42.24,42.24,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Arafura Resources,ARU,.056,.058,.058,,
Atlas Iron,AGO,.665,.682,.682,,
Bathurst Res NZ,BRL,.052,.055,.055,,
Black Range Min,BLR,.005,.006,.006,,
Blackgold Int'l,BGG,.10,.13,.13,,
Citigold Corp,CTO,.03,.031,.031,,
Equatorial Res,EQX,.40,.41,.41,,
Flinders Mines,FMS,.019,.02,.02,,
Funtastic,FUN,.059,.066,.066,,
Genesis Energy,GNE,1.65,1.655,1.655,,
Global Geoscience opt jun14,GSCO,.001,.004,.004,,
Helloworld,HLO,.265,.30,.30,,
Korab Res opt aug14,KORO,.001,.002,.002,,
Kunene Res opt aug15,KNEO,.003,.005,.005,,
Lachlan Star,LSA,.099,.12,.12,,
Laramide Res cdi,LAM,.40,.465,.465,,
Malagasy Min,MGY,.013,.014,.014,,
Mastermyne Grp,MYE,.43,.45,.44,,
Merah Res,MEH,.05,.065,.065,,
Mermaid Marine,MRM,2.01,2.02,2.02,,
Millennium Min,MOY,.086,.09,.089,,
Namibian Copper,NCO,.007,.01,.01,,
New Age Exploration,NAE,.024,.032,.028,,
Norwest Energy,NWE,.01,.011,.011,,
Optiscan Imaging,OIL,.032,.035,.035,,
Outback Metals,OUM,.001,.002,.002,,
Pan Asia Corp,PZC,.01,.012,.012,,
Pegasus Metals,PUN,.022,.025,.025,,
Pharmaxis,PXS,.063,.065,.065,,
Phosphate Aust,POZ,.008,.009,.009,,
Po Valley Energy,PVE,.07,.091,.091,,
Sipa Res,SRI,.029,.031,.03,,
Solco,SOO,.006,.007,.007,,
St Barbara,SBM,.13,.14,.14,,
Sth Boulder Mines,STB,.17,.175,.175,,
Tellus Res,TLU,.055,.06,.059,,
Trafford Res,TRF,.054,.056,.056,,
UXC,UXC,.71,.755,.755,,
Viento Grp,VIE,.20,.23,.23,,
Western Desert Res,WDR,.26,.31,.30,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
