Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4330.4 at 16:34 26/5/2010  Report at 19:05 Wednesday 26/5/2010. Processed 19:16 Wednesday 26/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Eldorado Gold cdi,EAU,20.24,20.15,16.56,,,,,,,,
ETFS Metals etfs gold,GOLD,143.3,141.5,124.52,,,,,,,,
Global Prop,GPB,0.355,0.35,0.22,,,,,,,,
Ideas Intl,IDE,0.4,0.35,0.25,,,,,,,,
Intermin Res opt may12,IRCO,0.042,0.04,-,,,,,,,,
Rabinov Prop Tr unt,RBV,0.665,0.65,0.66,,,,,,,,
US Nickel Ltd,USN,0.16,0.023,0.023,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aii200finxareit etf unt,FIX,5.08,5.09,5.83,,,,,,,,
Alliance Res,AGS,0.335,0.34,0.42,,,,,,,,
Amadeus Energy,AMU,0.175,0.19,0.2,,,,,,,,
Apollo Min Ltd,AON,0.1,0.105,0.15,,,,,,,,
Arafura Resource,ARU,0.38,0.39,0.58,,,,,,,,
Ardent Leisure stp,AAD,1,1.03,1.33,,,,,,,,
Austex Oil Ltd opt dec11,AOKO,0.025,-,-,,,,,,,,
Bank of Qld pref,BOQPC,81.5,88.7,88.6,,,,,,,,
Bondi Min Ltd,BOM,0.06,0.079,0.08,,,,,,,,
Brumby Res opt sep11,BMYOA,0.055,0.06,0.1,,,,,,,,
Carbon Conscious,CCF,0.081,0.088,0.12,,,,,,,,
Challenger Infra stp,CIF,1.31,1.395,1.455,,,,,,,,
CIC Aust Ltd,CNB,0.45,0.55,0.625,,,,,,,,
Clean Teq Hldgs,CLQ,0.24,0.28,0.31,,,,,,,,
CO2 Grp Ltd opt nov11,COZO,0.02,0.022,0.038,,,,,,,,
Comet Ridge Ltd,COI,0.205,0.21,0.285,,,,,,,,
Contl Coal Ltd,CCC,0.035,0.038,0.048,,,,,,,,
Dourado Res Ltd opt nov14,DUOO,0.03,0.041,0.042,,,,,,,,
Geodynamics Ltd,GDY,0.45,0.5,0.555,,,,,,,,
Geothermal Res,GHT,0.11,0.15,0.235,,,,,,,,
Gerard Lighting,GLG,0.82,0.84,-,,,,,,,,
Golden Cross,GCR,0.014,0.015,0.017,,,,,,,,
Green Rock Energy,GRK,0.016,0.019,0.025,,,,,,,,
Gunns Ltd forests,GNSPA,51.6,53.5,54.7,,,,,,,,
Intec Ltd,INL,0.004,0.005,0.007,,,,,,,,
Kuth Energy Ltd,KEN,0.05,0.065,0.08,,,,,,,,
Liberty Resource,LBY,0.06,0.065,0.087,,,,,,,,
Maximus Res,MXR,0.016,0.017,0.023,,,,,,,,
Media Grp Int Ltd,MUI,0.008,0.009,0.009,,,,,,,,
Multiplex Acumen unt,MPF,0.051,0.062,0.08,,,,,,,,
Namoi Cotton ccu,NAM,0.35,0.385,0.385,,,,,,,,
NT Res Ltd,NTR,0.16,0.18,0.22,,,,,,,,
Orion Metals Ltd opt feb11,ORMO,0.008,0.01,-,,,,,,,,
Pan Pacific Pet,PPP,0.195,0.205,0.24,,,,,,,,
Papyrus Aust,PPY,0.26,0.3,0.29,,,,,,,,
Platinum Aust,PLA,0.72,0.75,0.93,,,,,,,,
Primary Health Care,PRY,3.67,3.71,4.06,,,,,,,,
Quest Min Ltd,QNL,0.03,0.036,0.045,,,,,,,,
Red Fork Energy,RFE,0.37,0.38,0.635,,,,,,,,
Regal Res,RER,0.027,0.029,0.041,,,,,,,,
Rubianna Res Ltd,RRE,0.165,0.18,0.245,,,,,,,,
Seven Grp Hldgs,SVW,6.06,6.49,7.4,,,,,,,,
  pref,SVWPA,77.6,80,86.1,,,,,,,,
Stuart Pet Ltd,STU,0.4,0.41,0.475,,,,,,,,
Transfield Serv Infr stp,TSI,0.685,0.69,0.794,,,,,,,,
Uranium Equities,UEQ,0.083,0.085,0.115,,,,,,,,
WDS Ltd,WDS,0.35,0.385,0.58,,,,,,,,
Zambezi Res cdi,ZRL,0.018,0.02,0.02,,,,,,,,
