ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5707.7 at 2015-02-12T16:37:36. Report at Thursday, February 12, 2015. Processed Friday at 2015-02-13T01:00:16+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
360 Capital Grp stp,TGP,1.135,1.10,1.085,,
Abacus Prop stp,ABP,3.34,3.29,3.23,,
Aeris Environmental,AEI,.525,.335,.30,,
AMP,AMP,6.21,6.15,5.86,,
Ansell,ANN,25.70,23.18,22.91,,
APA Grp stp,APA,8.74,8.65,8.20,,
ASX,ASX,40.67,40.05,38.55,,
Aveo Grp stp,AOG,2.435,2.315,2.33,,
BetaShares S&P 500 etf unt,UMAX,17.28,16.91,16.68,,
BetaShares GBP etf unt,POU,19.77,19.53,19.28,,
BetaShares US 1000 etf unt,QUS,27.48,26.88,26.36,,
BetaShares US Dollar etf unt,USD,12.84,12.83,12.65,,
Boral,BLD,6.00,5.89,5.69,,
BT Invest Mgt,BTT,7.97,7.57,7.31,,
Caltex Aust,CTX,35.77,34.95,35.48,,
Capilano Honey,CZZ,9.56,8.05,8.00,,
Carlton Invest,CIN,31.20,30.65,29.27,,
Clean TeQ Hldgs,CLQ,.16,.155,.145,,
Contango Microcap 5.5 cn20,CTNG,101.75,101.25,101.00,,
Corporate Travel,CTD,11.44,10.39,10.73,,
Cromwell Property stp,CMW,1.182,1.175,1.085,,
Elanor Investors stp,ENN,1.74,1.64,1.64,,
Fisher & Paykel Health,FPH,6.23,6.02,5.95,,
Genworth Mortgage Ins,GMA,4.345,3.96,3.64,,
Global Value Fnd opt mar16,GVFO,.092,.085,.062,,
Globe Int'l,GLB,.85,.80,.76,,
Godfreys Grp,GFY,3.45,3.15,3.25,,
Goodman Grp stp,GMG,6.63,6.62,6.20,,
GrainCorp,GNC,9.58,9.28,9.28,,
Harvey Norman,HVN,4.16,4.10,3.96,,
Hunter Hall Global,HHV,1.365,1.315,1.32,,
iShares S&P MidCap cdi,IJH,193.59,189.75,187.62,,
iShares S&P 500 cdi,IVV,272.76,266.36,262.57,,
iShares S&P SmCap cdi,IJR,149.44,147.29,144.86,,
iShares Europe cdi,IEU,56.95,56.90,56.38,,
iShares Glb Health cdi,IXJ,135.92,133.99,134.80,,
iShares Global 100 ETF cdi,IOO,101.03,98.83,97.86,,
iShares Glb Cons cdi,IXI,121.31,120.22,119.82,,
iShares MSCI EAFE cdi,IVE,81.75,81.25,80.09,,
iShares MSCI Japan cdi,IJP,15.30,15.15,15.16,,
iShares MSCI Taiwan cdi,ITW,20.40,20.22,20.21,,
iShares Russell 2000 cdi,IRU,156.29,153.59,155.00,,
iShares Glb Telecom cdi,IXP,82.90,81.91,80.09,,
Jervois Min,JRV,.08,.068,.07,,
M2 Grp,MTU,9.57,9.16,9.00,,
Macquarie Bank cap note,MBLPA,99.94,98.79,99.50,,
Magellan Fin Grp,MFG,21.02,20.64,19.47,,
Medibank Private,MPL,2.53,2.43,2.43,,
Mirvac Grp stp,MGR,2.19,2.12,1.96,,
Market Vectors WexAu Qual etf unt,QUAL,18.05,17.79,17.62,,
Money3 Corp,MNY,1.79,1.715,1.74,,
MyState,MYS,5.15,4.98,4.97,,
Nemex Res,NXR,.089,.08,.087,,
News Corp b voting,NWS,21.42,19.82,18.96,,
  a nonvote,NWSLV,21.74,20.08,19.56,,
NIB Hldgs,NHF,3.55,3.45,3.33,,
Platinum Asset,PTM,9.17,9.08,8.76,,
ResMed Inc cdi,RMD,8.56,8.20,8.465,,
Ridley Corp,RIC,1.07,1.03,.99,,
Senetas Corp,SEN,.098,.086,.082,,
Sigma Pharmaceutical,SIP,.865,.825,.81,,
Singapore Tel cdi,SGT,3.99,3.94,3.92,,
Slater & Gordon,SGH,7.87,6.80,6.70,,
Spark Infrastructure forus,SKI,2.29,2.27,2.19,,
SPDR S&P 500 ETF cdi,SPY,269.57,266.00,260.40,,
SPDR World ex Aust,WXOZ,24.66,24.30,24.12,,
Stockland stp,SGP,4.78,4.70,4.43,,
Transurban Grp stp,TCL,9.45,9.39,9.33,,
Treasury Grp,TRG,13.60,12.79,12.65,,
Vista Grp Intl,VGI,3.80,3.65,3.70,,
Vngd All-World ex-US cdi,VEU,62.70,62.36,61.85,,
Vngd  MSCI Intl Sh H etf unt,VGAD,52.02,51.71,51.53,,
Vngd US Total Market cdi,VTS,140.16,137.07,134.90,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
AJ Lucas Grp,AJL,.34,.35,.365,,
Altura Mining,AJM,.039,.045,.046,,
Attila Res,AYA,.20,.23,.22,,
Azonto Petroleum,APY,.002,.003,.003,,
Balamara Res,BMB,.014,.016,.029,,
Bradken,BKN,2.10,2.70,2.59,,
Chapmans,CHP,.005,.007,.01,,
CML Grp 9% cn,CGRG,1.00,1.01,-,,
Gage Roads Brewing,GRB,.079,.085,.14,,
Hillgrove Res,HGO,.31,.345,.34,,
Horizon Oil,HZN,.11,.125,.125,,
Investigator Res,IVR,.011,.013,.016,,
  opt mar17,IVRO,.002,.003,.004,,
Iron Road,IRD,.11,.155,.15,,
Jumbo Interactive,JIN,.83,.865,.945,,
KIN Mining,KIN,.08,.13,.125,,
Managed Accts Hldgs,MGP,.16,.17,.165,,
Monash IVF Grp,MVF,1.285,1.305,1.305,,
Po Valley Energy,PVE,.06,.082,.063,,
Reward Minerals,RWD,.36,.42,.40,,
Sandon Capital Invest opt jul15,SNCO,.004,.01,.007,,
SciGen cdi,SIE,.008,.012,.011,,
Tabcorp Hldgs rtsforusd,TAHR,.77,-,-,,
Tempo Aust,TPP,.026,.03,.035,,
Tissue Therapies,TIS,.215,.222,.286,,
Tychean Res,TYK,.001,.002,.002,,
UGL,UGL,1.57,1.65,1.765,,
Wolf Pet,WOF,.022,.03,.035,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
