Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4264.9 at 16:46 2/7/2010  Report at 19:05 Friday 2/7/2010. Processed 19:24 Friday 2/7/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Atomic Res,ATQ,0.19,0.185,0.185,,,,,,,,
Canyon Res Ltd,CAY,0.31,0.29,0.3,,,,,,,,
FFI Hldgs,FFI,4.8,4.2,4.5,,,,,,,,
Korab Res,KOR,0.5,0.49,0.49,,,,,,,,
MDS Financial Grp,MWS,0.032,0.023,0.03,,,,,,,,
Sundance Energy,SEA,0.21,0.16,0.185,,,,,,,,
Viagold Capital,VIA,0.46,0.4,0.45,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Alcoa Inc cdi,AAI,14,15.5,15.5,,,,,,,,
Artemis Res opt jun11,ARVOB,0.009,0.013,0.012,,,,,,,,
Astro Jap Prop stp,AJA,0.295,0.325,0.3,,,,,,,,
Austral Africa Res def,AAFDA,0.1,-,-,,,,,,,,
Biota Hldgs,BTA,0.92,1.035,1.01,,,,,,,,
Biotron Ltd,BIT,0.058,0.062,0.062,,,,,,,,
Cooper Energy Ltd,COE,0.355,0.375,0.36,,,,,,,,
Cougar Energy,CXY,0.073,0.08,0.08,,,,,,,,
European Nickel cdi,ENK,0.28,-,0.285,,,,,,,,
Key Pet,KEY,0.055,0.07,0.061,,,,,,,,
Longreach Oil Ltd,LGO,0.006,0.007,0.007,,,,,,,,
Magma Metals Ltd,MMW,0.4,0.405,0.405,,,,,,,,
NZ Oil & Gas ,NZO,0.98,1.015,1,,,,,,,,
Papyrus Aust,PPY,0.245,0.25,0.25,,,,,,,,
Prime Retirement unt,PTN,0.041,0.056,0.043,,,,,,,,
Programmed Maint,PRG,2.39,2.44,2.41,,,,,,,,
QBE Insurance Grp,QBE,17.53,18.22,17.91,,,,,,,,
Regal Res,RER,0.018,0.02,0.019,,,,,,,,
Sims Metal Mgmt,SGM,16.25,17.94,16.34,,,,,,,,
Soilsub Tech,SOI,0.009,0.011,0.01,,,,,,,,
Stirling Res opt jun12,SREOB,0.011,0.015,0.015,,,,,,,,
Tassal Grp Ltd,TGR,1.38,1.5,1.385,,,,,,,,
Tectonic Res,TTR,0.05,0.057,0.057,,,,,,,,
Vision Grp Hldgs,VGH,0.175,0.26,0.205,,,,,,,,
WDS Ltd,WDS,0.34,0.385,0.345,,,,,,,,
Webster Ltd,WBA,0.34,0.355,0.355,,,,,,,,
