Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4644.1 at 16:39 4/2/2010  Report at 19:05 Thursday 4/2/2010. Processed 19:14 Thursday 4/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelphi Energy,ADI,0.2,0.175,0.185,,,,,,,,
Aurora Oil & Gas,AUT,0.38,0.32,0.35,,,,,,,,
Bendigo & Adelaide pref,BENPB,90,89.5,89.5,,,,,,,,
Botswana Metals,BML,0.18,0.04,0.041,,,,,,,,
Desert Energy,DSN,0.22,0.18,0.18,,,,,,,,
DKN Financial Grp,DKN,0.84,0.75,0.79,,,,,,,,
Headline Grp Ltd,HLD,0.23,0.215,0.215,,,,,,,,
Heartware Int Inc cdi 35:1,HIN,1.245,1.18,1.18,,,,,,,,
Hills Ind Ltd,HIL,2.41,2.03,2.19,,,,,,,,
Kresta Hldgs,KRS,0.335,0.33,0.33,,,,,,,,
Navitas Ltd,NVT,5.06,4.53,4.59,,,,,,,,
News Corp a nonvote,NWSLV,15.71,14.31,15.6,,,,,,,,
PaperlinX Sps Tr pref,PXUPA,63.3,62.5,62.5,,,,,,,,
Ramsay Health Care,RHC,12.49,11.76,11.96,,,,,,,,
Verus Invest,VIL,0.056,0.052,0.052,,,,,,,,
WAM Active Ltd,WAA,1.17,1.05,1.07,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Alcyone Res Ltd,AYN,0.033,0.038,0.036,,,,,,,,
ARC Explore Ltd opt jan11,ARXOA,0.009,0.013,0.013,,,,,,,,
Ausgold Ltd,AUC,0.17,0.18,0.18,,,,,,,,
Austin Explore opt nov11,AKKO,0.014,0.02,0.017,,,,,,,,
Beach Energy Ltd opt jun10,BPTO,0.005,0.01,0.01,,,,,,,,
Capral Ltd,CAA,0.26,0.31,0.29,,,,,,,,
China West Hldgs,CWH,0.09,0.21,0.21,,,,,,,,
Energia Min Ltd,EMX,0.15,0.155,0.155,,,,,,,,
Eromanga Hydro,ERH,0.105,0.11,0.11,,,,,,,,
Fairstar Res opt aug11,FASOA,0.017,0.019,0.018,,,,,,,,
Gateway Min,GML,0.055,0.07,0.06,,,,,,,,
Imugene Ltd,IMU,0.06,0.07,0.07,,,,,,,,
Jumbuck Entertain,JMB,0.285,0.29,0.29,,,,,,,,
Kuth Energy Ltd,KEN,0.095,0.11,0.11,,,,,,,,
Lindian Res opt dec11,LINOA,0.05,0.105,0.1,,,,,,,,
Macq Winton ord unt,MWG,1.05,1.28,1.17,,,,,,,,
Magnetic Res ctg,MAUCA,0.22,0.27,0.27,,,,,,,,
Manas Res Ltd opt sep11,MSRO,0.03,0.046,0.046,,,,,,,,
Raisama Ltd,RAI,0.37,0.43,0.43,,,,,,,,
Scotgold Res opt apr10,SGZO,0.007,0.01,0.01,,,,,,,,
Tatts Grp Ltd,TTS,2.19,2.3,2.3,,,,,,,,
Xiaoxiao Education,XXL,0.29,-,-,,,,,,,,
