Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4507.4 at 16:37 7/5/2010  Report at 19:05 Friday 7/5/2010. Processed 21:02 Friday 7/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Constellation Br cdi,CBR,1.96,1.88,1.885,,,,,,,,
Eldorado Gold cdi,EAU,18.42,16.56,16.56,,,,,,,,
ETFS Metals etfs pm,ETPMPM,108.6,103.84,104.34,,,,,,,,
  etfs pt,ETPMPT,187.33,184.6,185.57,,,,,,,,
ETFS Metals etfs gold,GOLD,133.64,124.52,124.52,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Abra Min Ltd,AII,0.11,0.185,0.16,,,,,,,,
Aii200financials etf unt,FIN,4.61,5.01,4.95,,,,,,,,
Aii200res etf unt,RSR,4.84,5.28,5.28,,,,,,,,
Aii300metals&Min etf unt,MAM,4.07,4.43,4.43,,,,,,,,
Alcoa Inc cdi,AAI,14.78,20,20,,,,,,,,
Alcyone Res Ltd,AYN,0.023,0.028,0.028,,,,,,,,
Alesco Corp,ALS,2.57,2.92,2.92,,,,,,,,
Alinta Energy Grp stp,AEJ,0.05,0.055,0.055,,,,,,,,
Amadeus Energy,AMU,0.185,0.215,0.2,,,,,,,,
AMP Capital China unt,AGF,0.675,0.76,0.76,,,,,,,,
Artemis Res opt jun11,ARVOB,0.01,0.021,0.02,,,,,,,,
Aspermont Ltd,ASP,0.1,0.13,0.12,,,,,,,,
ASX Ltd,ASX,31.03,32.5,32.5,,,,,,,,
Aurora Sandringham ,AOD,1,1.015,1.015,,,,,,,,
Aust Min Min,AKA,0.165,0.2,0.175,,,,,,,,
  opt oct11,AKAO,0.02,-,-,,,,,,,,
Aust Pharmaceutical,API,0.46,0.545,0.545,,,,,,,,
Austal Ltd,ASB,2.08,2.33,2.33,,,,,,,,
AWE Ltd,AWE,2.21,2.42,2.42,,,,,,,,
Bannerman Res,BMN,0.31,0.415,0.415,,,,,,,,
Barra Res,BAR,0.065,0.076,0.076,,,,,,,,
Becton Prop Grp stp,BEC,0.061,0.071,0.071,,,,,,,,
Biotron Ltd,BIT,0.073,0.085,0.085,,,,,,,,
  opt dec11,BITO,0.016,0.022,0.021,,,,,,,,
Black Range Min opt feb11,BLRO,0.013,0.018,0.016,,,,,,,,
Breakaway Res,BRW,0.046,0.05,0.05,,,,,,,,
Capral Ltd,CAA,0.175,0.21,0.205,,,,,,,,
Cardia Bioplastics,CNN,0.016,0.021,0.021,,,,,,,,
Carnarvon Pet,CVN,0.36,0.415,0.415,,,,,,,,
Carnegie Wave Energy,CWE,0.095,0.1,0.1,,,,,,,,
Cellestis Ltd,CST,2.72,2.91,2.91,,,,,,,,
Central Pet opt mar14,CTPO,0.027,0.044,0.037,,,,,,,,
Clinuvel Pharmaceut,CUV,0.2,0.225,0.225,,,,,,,,
Clive Peeters,CPR,0.105,0.2,0.2,,,,,,,,
Coffey Intl,COF,1.12,1.25,1.25,,,,,,,,
Curnamona Energy,CUY,0.18,0.26,0.26,,,,,,,,
Deep Yellow Ltd,DYL,0.175,0.205,0.19,,,,,,,,
Diatreme Res,DRX,0.078,0.084,0.079,,,,,,,,
Eastern Corp,ECU,0.235,0.31,0.3,,,,,,,,
EFTEL Ltd,EFT,0.012,0.018,0.018,,,,,,,,
Elders Ltd,ELD,0.965,1.18,1.18,,,,,,,,
Elementos Ltd,ELT,0.15,0.18,0.17,,,,,,,,
Emerald Oil & Gas,EMR,0.028,0.033,0.033,,,,,,,,
Eneabba Gas Ltd,ENB,0.145,0.165,0.16,,,,,,,,
Energy Res,ERA,13.39,15.33,15.33,,,,,,,,
Enerji Ltd opt dec16,ERJO,0.019,0.02,0.02,,,,,,,,
Everest Financial,EFG,0.04,0.05,0.045,,,,,,,,
Excalibur Min,EXM,0.006,0.008,0.008,,,,,,,,
  opt dec12,EXMOA,0.002,0.004,0.003,,,,,,,,
Finders Res,FND,0.29,0.35,0.32,,,,,,,,
Firestone Energy,FSE,0.019,0.027,0.027,,,,,,,,
Freshtel Hldgs,FRE,0.003,0.005,0.005,,,,,,,,
General Min Corp,GMM,0.105,0.155,0.14,,,,,,,,
Geodynamics Ltd,GDY,0.53,0.555,0.555,,,,,,,,
Globe Metals & Mining,GBE,0.115,0.17,0.17,,,,,,,,
Golden Gate Pet,GGP,0.027,0.033,0.032,,,,,,,,
Greencap Ltd,GCG,0.085,0.1,0.1,,,,,,,,
Havilah Res NL,HAV,0.35,0.46,0.4,,,,,,,,
Hutchison,HTA,0.099,0.105,0.105,,,,,,,,
IDT Aust Ltd,IDT,0.66,0.76,0.72,,,,,,,,
Impact Min,IPT,0.11,0.13,0.13,,,,,,,,
Infigen Energy stp,IFN,0.775,0.95,0.95,,,,,,,,
Innamincka Pet,INP,0.071,0.083,0.083,,,,,,,,
Intermin Res opt may12,IRCO,0.025,-,-,,,,,,,,
Intermoco Ltd,INT,0.008,0.01,0.01,,,,,,,,
Intoll Grp stp,ITO,1.065,1.095,1.08,,,,,,,,
Iron Mountain,IRM,0.063,0.075,0.075,,,,,,,,
iShares China 25,IZZ,41.5,43.7,43.7,,,,,,,,
iShares MSCI EAFE,IVE,55.55,59,59,,,,,,,,
iShares S&P Eur 350,IEU,36.83,39.72,39.72,,,,,,,,
Island Sky Aust,ISK,0.045,0.057,0.057,,,,,,,,
Jupiter Energy opt jun10,JPROA,0.002,0.007,0.007,,,,,,,,
Kilgore Oil & Gas,KOG,0.011,0.015,0.015,,,,,,,,
Kuth Energy Ltd,KEN,0.078,0.08,0.08,,,,,,,,
LBT Innovations,LBT,0.077,0.09,0.09,,,,,,,,
Liquefied Natural,LNG,0.31,0.41,0.41,,,,,,,,
Manas Res Ltd,MSR,0.076,0.08,0.08,,,,,,,,
Marion Energy opt dec11,MAEO,0.007,0.01,0.01,,,,,,,,
Maximus Res,MXR,0.017,0.023,0.023,,,,,,,,
Metcash Ltd,MTS,3.86,4.03,4.03,,,,,,,,
Metgasco Ltd,MEL,0.36,0.46,0.46,,,,,,,,
Miclyn Exp Offshr,MIO,1.49,1.66,1.66,,,,,,,,
Mnet Grp Ltd,MNZ,0.03,0.055,0.044,,,,,,,,
Myer Hldgs Ltd,MYR,3.01,3.14,3.1,,,,,,,,
Neptune Marine opt dec10,NMSO,0.12,0.16,0.16,,,,,,,,
Nomad Bld,NOD,0.15,0.21,0.21,,,,,,,,
Northern Uranium,NTU,0.071,0.09,0.09,,,,,,,,
Novarise Renew Res,NOE,0.22,0.245,0.245,,,,,,,,
Novogen Ltd,NRT,0.38,0.42,0.4,,,,,,,,
Nufarm Ltd,NUF,6.62,7.08,7.034,,,,,,,,
Orbital Corp Ltd,OEC,0.034,0.038,0.038,,,,,,,,
Penrice Soda,PSH,0.475,0.515,0.515,,,,,,,,
Photon Grp Ltd,PGA,0.98,1.155,1.07,,,,,,,,
Po Valley Energy,PVE,0.29,0.35,0.35,,,,,,,,
Primary Health Care,PRY,3.91,4.06,4.06,,,,,,,,
Prime Retirement unt,PTN,0.06,0.072,0.072,,,,,,,,
Probiotec Ltd,PBP,1.47,1.625,1.6,,,,,,,,
Proto Resource &,PRW,0.023,0.026,0.026,,,,,,,,
Qld Trustees Invest,QTI,0.36,0.4,0.4,,,,,,,,
