Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4460.5 at 16:38 23/8/2010  Report at 19:05 Monday 23/8/2010. Processed 19:29 Monday 23/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
3D Res Ltd,DDD,0.048,0.045,0.029,,,,,,,,
Adelaide Brighton,ABC,3.46,3.45,3.2,,,,,,,,
ANZ Banking Grp pref,ANZPA,105,104.9,104.3,,,,,,,,
Aston Res Ltd,AZT,6.1,6.09,-,,,,,,,,
Desane Grp Hldings,DGH,0.575,0.56,0.57,,,,,,,,
Embelton Ltd,EMB,5.1,4.9,4.6,,,,,,,,
Exco Res Ltd,EXS,0.54,0.485,0.295,,,,,,,,
Forge Grp Ltd,FGE,3.5,3.47,3.17,,,,,,,,
Foster's Grp,FGL,6.26,5.86,5.97,,,,,,,,
Global Prop,GPB,0.96,0.95,0.26,,,,,,,,
Immuron Ltd,IMC,0.115,0.096,0.086,,,,,,,,
Integra Min Ltd,IGR,0.45,0.435,0.36,,,,,,,,
Maryborough Sugar,MSF,2.6,2.55,2.35,,,,,,,,
Northern Uranium opt mar12,NTUOB,0.075,0.057,0.035,,,,,,,,
Pac Ore Ltd,PSF,0.079,0.074,0.056,,,,,,,,
  opt sep12,PSFO,0.047,0.038,0.02,,,,,,,,
Regis Res opt oct12,RRLOB,0.37,0.3,0.2,,,,,,,,
Sihayo Gold Ltd,SIH,0.17,0.165,0.145,,,,,,,,
Suncorp-Metway 5.068%prf,SUNPA,103,102.24,102,,,,,,,,
Trojan Equity,TJN,0.59,0.575,0.56,,,,,,,,
Venus Metals Cor opt jul11,VMCO,0.6,0.55,0.42,,,,,,,,
Victorian Gold Mines ctg,VGMCA,0.14,0.086,-,,,,,,,,
  opt mar14,VGMO,0.078,0.07,0.045,,,,,,,,
Wattyl Ltd,WYL,1.665,1.655,1.65,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
ADX Energy Ltd opt mar11,ADXO,0.03,0.034,0.06,,,,,,,,
AMP Ltd,AMP,4.88,4.91,5.06,,,,,,,,
Beach Energy Ltd,BPT,0.62,0.64,0.66,,,,,,,,
Billabong Intl,BBG,7.57,7.74,8.28,,,,,,,,
Cardia Bioplastics,CNN,0.013,0.014,0.015,,,,,,,,
Challenger Infra stp,CIF,1.275,1.285,1.28,,,,,,,,
Charter Hall Office unt,CQO,0.225,0.23,0.235,,,,,,,,
Clancy Explore,CLY,0.075,0.076,0.079,,,,,,,,
Cudeco Ltd,CDU,1.67,2.09,4.15,,,,,,,,
Energy And Min opt jul11,EMAO,0.018,0.038,0.02,,,,,,,,
Excelsior Gold,EXG,0.029,0.03,0.033,,,,,,,,
Eyecare Partners,EPL,0.06,0.066,0.066,,,,,,,,
Golden Gate Pet,GGP,0.022,0.023,0.026,,,,,,,,
Jupiter Energy,JPR,0.028,0.031,0.033,,,,,,,,
Kairiki Energy,KIK,0.066,0.079,0.095,,,,,,,,
Mirabela Nickel,MBN,1.76,1.8,1.955,,,,,,,,
Mount Burgess Min,MTB,0.006,0.007,0.007,,,,,,,,
National Leisure,NLG,0.005,0.006,0.006,,,,,,,,
Orion Metals Ltd,ORM,0.046,0.05,0.051,,,,,,,,
PharmAust Ltd,PAA,0.021,0.025,0.042,,,,,,,,
Phoslock Water,PHK,0.06,0.064,0.093,,,,,,,,
Regal Res,RER,0.013,0.019,0.018,,,,,,,,
  opt nov11,REROB,0.003,0.004,0.005,,,,,,,,
Sinovus Min Ltd,SNV,0.014,0.018,0.017,,,,,,,,
Telstra Corp,TLS,2.76,2.91,3.09,,,,,,,,
TWT Grp Ltd,TWT,0.046,0.051,0.05,,,,,,,,
