Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4668.2 at 16:47 14/12/2009  Report at 19:05 Monday 14/12/2009. Processed 09:10 Tuesday 15/12/2009.,,,,,,,,,,,,


,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
ALE Prop Grp stpld,LEP,2.42,2.35,2.25,,,,,,,,
Amcor Ltd,AMC,6.24,6.19,6.05,,,,,,,,
ARC Explore Ltd opt jan11,ARXOA,0.016,0.015,0.012,,,,,,,,
Asciano Grp stpld,AIO,1.79,1.785,1.67,,,,,,,,
Aurora Min Ltd,ARM,0.79,0.62,0.575,,,,,,,,
Ausmelt Ltd,AET,0.96,0.95,0.77,,,,,,,,
AXA Asia Pacific,AXA,6.01,5.9,6,,,,,,,,
Beadell Resource,BDR,0.27,0.26,0.185,,,,,,,,
Brookfield Bonds B 8.79%3m12,BZBHA,102,101,101.5,,,,,,,,
Cash Convert ord/div   ,CCV,0.695,0.68,0.615
Catalpa Res opt oct11,CAHOB,0.77,0.75,0.085
Clever Com Aus,CVA,0.078,0.068,0.072
Clime Invest,CIW,0.49,0.44,0.425
Domino Pizza Enterpr,DMP,5,4.85,4.67
Energy Develop,ENE,2.95,2.76,2.69
Hodges Res,HDG,0.175,0.13,0.135
Lonrho Min Ltd opt nov10,LOMOA,0.006,0.004,0.005
Ludowici Ltd,LDW,2.85,2.72,2.36
Macq Telecom Gp,MAQ,4.75,4.7,4.1
Marest tickets,MAZPA,107.85,107.8,107.6
Merchant House,MHI,0.155,0.145,0.145
Mission Newenergy,MBT,0.52,0.47,0.35
NKWE Platinum com,NKP,0.5,0.45,0.46
NRW Hldgs Ltd,NWH,1.98,1.94,1.9
REA Grp,REA,8.75,8.65,8.73
Red River Res,RVR,0.15,0.052,0.08
Robust Res,ROL,1.32,1.3,0.695
SAI Global Ltd,SAI,3.83,3.69,3.7
Southerncross Gold opt nov10,SXGO,0.012,0.011,-
Taps Tr taps,TTXPA,99.85,99.1,98.989
Thorn Grp Ltd,TGA,1.28,1.185,1.045
Trafford Res,TRF,0.455,0.42,0.285
Western Uranium,WTN,0.62,0.545,0.38
  opt jun10,WTNO,0.4,0.335,0.17
New Yearly Lows,,,,
Alchemia Ltd rts 16dec,ACLR,0.04,0.085,0.06
Carpathian Res,CPN,0.037,0.039,0.044
Eneabba Gas Ltd opt jun12,ENBOB,0.055,0.061,0.08
Energy And Min opt jul11,EMAO,0.05,0.056,0.057
Gascoyne Res Ltd,GCY,0.175,0.18,-
Golden State Res,GDN,0.038,0.039,0.04
Goldminex Res,GMX,0.565,0.6,0.6
Green Invest Ltd,GNV,0.054,0.055,0.06
IDT Aust Ltd,IDT,1.37,1.38,1.39
Island Sky Aust,ISK,0.105,0.12,0.13
Nexbis Ltd,NBS,0.15,0.175,0.165
Skywest Airlines cdi 1:1,SXR,0.24,0.28,-
United Orogen opt aug10,UOGO,0.004,0.006,0.005
