Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4854.2 at 16:37 28/4/2010  Report at 19:05 Wednesday 28/4/2010. Processed 19:07 Wednesday 28/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Aii200energy etf unt,ENY,16.5,16.28,-,,,,,,,,
Ampella Min opt jul10,AMXO,1.3,1.22,1.15,,,,,,,,
Apollo Min Ltd opt nov11,AONO,0.025,0.02,0.012,,,,,,,,
Bathurst Res,BTU,0.17,0.125,0.105,,,,,,,,
Carnavale Res,CAV,0.42,0.35,0.3,,,,,,,,
Carpentaria Exp,CAP,0.65,0.63,0.165,,,,,,,,
  opt jun10,CAPO,0.28,0.22,0.014,,,,,,,,
Centro Retail stp,CER,0.25,0.23,0.18,,,,,,,,
DMC Min Ltd,DMM,0.52,0.47,0.42,,,,,,,,
Midas Res,MDS,0.16,0.135,0.08,,,,,,,,
  opt may11,MDSOB,0.067,0.04,0.015,,,,,,,,
NKWE Platinum com,NKP,0.725,0.65,0.595,,,,,,,,
  opt aug11,NKPO,0.42,0.345,0.315,,,,,,,,
Rawson Res,RAW,0.265,0.135,0.125,,,,,,,,
SAI Global Ltd,SAI,4.46,4.34,4,,,,,,,,
Village Roadshow,VRL,2.54,2.51,2.48,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aii200res etf unt,RSR,5.31,5.45,5.37,,,,,,,,
Aii300metals&Min etf unt,MAM,4.43,4.67,-,,,,,,,,
Alcoa Inc cdi,AAI,20.1,23.4,45.19,,,,,,,,
Alinta Energy Grp stp,AEJ,0.055,0.058,0.069,,,,,,,,
AMP Capital China unt,AGF,0.79,0.83,0.845,,,,,,,,
Apex Min NL,AXM,0.019,0.02,0.022,,,,,,,,
Austin Explore opt nov11,AKKO,0.011,0.013,0.013,,,,,,,,
Carnarvon Pet,CVN,0.42,0.45,0.435,,,,,,,,
CO2 Grp Ltd opt nov11,COZO,0.038,0.045,0.04,,,,,,,,
Energy And Min,EMA,0.19,0.21,0.2,,,,,,,,
Energy Res,ERA,15.64,16.71,17.66,,,,,,,,
Eromanga Hydro,ERH,0.084,0.087,0.085,,,,,,,,
Green Rock Energy,GRK,0.028,0.03,0.031,,,,,,,,
Hill End Gold,HEG,0.13,0.135,0.15,,,,,,,,
Innamincka Pet,INP,0.087,0.09,0.088,,,,,,,,
iShares Glb Telcos  1:1,IXP,56.55,57.34,56.87,,,,,,,,
Island Sky Aust,ISK,0.067,0.07,0.07,,,,,,,,
Kuth Energy Ltd,KEN,0.086,0.092,0.09,,,,,,,,
Laserbond Ltd,LBL,0.052,0.053,0.061,,,,,,,,
Liquefied Natural,LNG,0.41,0.47,0.505,,,,,,,,
Minerals Corp 10.5%db11,MSCHF,0.35,0.41,0.64,,,,,,,,
Neptune Marine,NMS,0.35,0.395,0.41,,,,,,,,
  opt dec10,NMSO,0.205,0.22,0.22,,,,,,,,
Nexbis Ltd,NBS,0.12,0.14,0.135,,,,,,,,
Penrice Soda,PSH,0.625,0.75,0.77,,,,,,,,
Petratherm Ltd,PTR,0.215,0.235,0.235,,,,,,,,
Prime Retirement unt,PTN,0.075,0.084,0.09,,,,,,,,
Pro Medicus Ltd   ,PME,0.585,0.59,0.67,,,,,,,,
Reclaim Ind,RCM,0.046,0.048,0.05,,,,,,,,
Robe Aust Ltd,ROB,0.005,0.008,0.009,,,,,,,,
Scandinavian Res,SCR,0.175,0.18,-,,,,,,,,
Sinovus Min Ltd,SNV,0.019,0.023,0.025,,,,,,,,
Uran Ltd,URA,0.02,0.021,0.023,,,,,,,,
White Canyon Uranium,WCU,0.145,0.155,0.15,,,,,,,,
Yellow Rock,YRR,0.035,0.039,0.036,,,,,,,,
