ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5304.6 at 2013-11-20T16:39:36. Report at Wednesday, November 20, 2013. Processed Thursday at 2013-11-21T01:00:04+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Alexium Int'l,AJX,.19,.175,.175,,
Analytica,ALT,.033,.028,.02,,
Anteo Diagnostics,ADO,.13,.117,.068,,
Augur Res,AUK,.049,.03,.03,,
Blue Sky Alt Invest,BLA,1.86,1.75,1.55,,
C'wlth Prop Office ord unt,CPA,1.27,1.21,1.205,,
Corporate Travel,CTD,6.20,5.35,5.54,,
Energy One,EOL,.175,.15,.135,,
Fiducian Portfolio,FPS,1.37,1.25,1.16,,
Global Health,GLH,.51,.45,.435,,
Greencross,GXL,7.40,6.60,7.15,,
ImpediMed,IPD,.28,.265,.18,,
iShares MSCI SKorea cdi,IKO,68.97,67.79,68.44,,
James Hardie Ind cdi,JHX,12.33,12.18,11.00,,
KIM Diamonds,KDL,.88,.86,.67,,
MOKO Social Media,MKB,.30,.27,.25,,
  opt jun15,MKBOA,.24,.215,.19,,
Rampart Energy,RTD,.073,.068,.066,,
TW Hldgs,TWH,.011,.01,.005,,
Uranex,UNX,.15,.115,.09,,
  opt may17,UNXO,.065,.035,.02,,
Wolf Pet opt jul18,WOFOA,.045,.034,.039,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Acrux,ACR,2.51,2.54,2.62,,
Alternative Invest unt,AIQ,.19,.275,.28,,
Ampella Min,AMX,.094,.096,.105,,
Ausenco,AAX,1.24,1.325,1.54,,
AGB Jan18,GSBA18,110.321,-,-,,
AGB Jun14,GSBK14,104.91,-,-,,
Chalice Gold Mines,CHN,.14,.155,.155,,
Chesser Res,CHZ,.095,.10,.105,,
Chorus,CNU,1.645,1.735,2.16,,
Classic Minerals,CLZ,.05,.06,.06,,
Cobar Cons Res,CCU,.067,.079,.115,,
GrainCorp,GNC,11.03,11.41,12.12,,
Growthpoint Prop rts 22nov,GOZR,.001,.033,-,,
Lemur Resources,LMR,.026,.035,.036,,
Marengo Min cdi,MMC,.017,.019,.02,,
Meridian Energy irs,MEZCA,.875,.91,.935,,
Market Vectors Emerg Res etf unt,MVE,9.92,10.30,10.18,,
MOD Resources,MOD,.023,.024,.027,,
Orrex Res,ORX,.02,.03,.03,,
OZ Minerals,OZL,3.19,3.23,3.55,,
Pacific Niugini,PNR,.065,.07,.071,,
PanAust,PNA,1.63,1.70,1.867,,
Penrice Soda,PSH,.05,.053,.055,,
Perseus Min,PRU,.31,.36,.425,,
Qantas Airways,QAN,1.12,1.19,1.227,,
Red 5,RED,.067,.082,.62,,
Red Fork Energy,RFE,.34,.365,.435,,
Rimfire Pacific,RIM,.03,.031,.032,,
SMS Management,SMX,4.08,4.32,4.31,,
Tempo Aust,TPP,.038,.047,.043,,
Troy Resources,TRY,1.19,1.215,1.295,,
Unity Min,UML,.053,.054,.06,,
Wesfarmers def,WESDA,43.40,43.61,-,,
  partprotd,WESDC,43.53,43.63,-,,
Westfield Grp stp,WDC,10.37,10.76,10.78,,
WorleyParsons,WOR,16.00,21.06,21.51,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
