Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4754.9 at 16:47 27/10/2009  Report at 19:05 Tuesday 27/10/2009. Processed 19:14 Tuesday 27/10/2009.,,,,,,,,,,,,


,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Activex Ltd,AIV,0.12,0.105,0.105,,,,,,,,
Adv Surg Dsgn & Mnft,AMT,0.6,0.51,0.5,,,,,,,,
Amalgamated Hldgs,AHD,6.05,5.85,5.85,,,,,,,,
Antisense Therapeutic,ANP,0.075,0.055,0.056,,,,,,,,
ASK Funding Ltd,AKF,0.34,0.33,0.32,,,,,,,,
Aust Oriental,AOM,0.009,0.007,0.006,,,,,,,,
AVJennings,AVJ,0.63,0.56,0.43,,,,,,,,
Bank of Qld pref,BOQPC,91,90.75,90,,,,,,,,
Bendigo & Adelaide pref,BENPC,89,88.5,85.99,,,,,,,,
Biotech Capital,BTC,0.275,0.26,0.245
Blackthorn Res,BTR,0.475,0.4,0.415
Breakaway Res,BRW,0.13,0.105,0.096
Buccaneer Energy opt nov12,BCCO,0.04,0.03,0.015
Cape Lambert Iron,CFE,0.535,0.525,0.505
Chandler Macleod,CMG,0.21,0.17,0.19
Cobar Cons,CCU,0.24,0.2,0.205
Dragon Min Ltd,DRA,0.105,0.092,0.095
Drake Res,DRK,0.37,0.29,0.3
  opt dec09,DRKO,0.14,0.08,0.1
Ellex Medical Lasers,ELX,0.26,0.22,0.18
Emergent Res,EMG,1.06,0.9,0.705
  opt sep10,EMGO,0.745,0.63,0.49
Euroz Ltd,EZL,1.69,1.65,1.5
  opt mar14,EZLO,0.91,0.9,0.81
Golden Rim Res,GMR,0.255,0.185,0.24
Image Res NL,IMA,0.935,0.87,0.735
JB Hi-Fi Ltd,JBH,21.98,20.85,19.9
King Island,KIS,0.37,0.3,0.23
McPherson's Ltd,MCP,3.09,2.9,2.91
Monadelphous Grp,MND,14.33,14,14.23
Nick Scali Ltd,NCK,1.39,1.31,1.3
Niplats Aust,NIP,0.61,0.48,0.5
Norseman Gold cdi 1:1,NGX,0.94,0.87,0.92
North Aust Ltd,NAD,0.056,0.049,0.04
OBJ Ltd,OBJ,0.033,0.017,0.005
PearlStreet Ltd,PST,0.74,0.535,0.49
  opt nov09,PSTO,0.37,0.13,0.12
Planet Gas Ltd,PGS,0.205,0.2,0.195
Reed Res Ltd,RDR,0.68,0.6,0.58
RER Grp Ltd opt dec10,RGDO,0.12,0.095,0.115
Sabre Res,SBR,0.345,0.3,0.31
Sam's Seafood,SSS,0.03,0.027,0.018
Sirtex Medical,SRX,6.3,6.26,5.18
Sunset Energy Ltd,SEY,0.17,0.12,0.15
Terramin Aust,TZN,1.05,0.94,0.89
Village Roadshow,VRL,1.93,1.7,1.595
Wilson Htm Invest,WIG,1.63,1.55,1.165
Wotif Com Hldgs,WTF,6,5.73,5.95
Zingmobile Grp cdi 1:1,ZMG,0.03,0.022,0.022
New Yearly Lows,,,,
Citigold Corp Ltd,CTO,0.145,0.15,0.15
Clean Seas Tuna,CSS,0.255,0.28,0.45
Heritage Bld Soc def,HBSHA,102.95,-,-
iShares Glb Health cdi 1:1,IXJ,52.9,53.7,55.5
iShares MSCI Japan cdi 1:1,IJP,10.59,10.64,11.43
Medic Vision Ltd,MVH,0.02,0.045,0.045
