Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4773.4 at 16:35 5/3/2010  Report at 19:05 Friday 5/3/2010. Processed 20:41 Friday 5/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Andean Res Ltd,AND,2.78,2.6,2.64,,,,,,,,
Anvil Min cdi,AVM,4.43,3.94,3.94,,,,,,,,
Athena Res,AHN,0.095,0.07,0.07,,,,,,,,
Augustus Min,AUJ,0.26,0.25,0.25,,,,,,,,
Aussie Q Res,AQR,0.54,0.47,0.47,,,,,,,,
Carbine Res,CRB,0.21,0.17,0.17,,,,,,,,
Challenger Div Pro stp,CDI,0.545,0.505,0.51,,,,,,,,
CSL Ltd,CSL,35.86,35.15,35.15,,,,,,,,
Discovery Metals,DML,0.78,0.73,0.73,,,,,,,,
Echo Res,EAR,0.061,0.044,0.045,,,,,,,,
Essential Pet,EPR,0.017,0.005,0.005,,,,,,,,
FerrAus Ltd,FRS,1,0.8,0.81,,,,,,,,
Geopacific Res,GPR,0.14,0.076,0.076,,,,,,,,
Giralia Res NL,GIR,1.88,1.705,1.74,,,,,,,,
Jupiter Mines,JMS,0.295,0.225,0.23,,,,,,,,
Lycopodium Ltd,LYL,3.47,3.18,3.18,,,,,,,,
MAP Grp forus,MAP,3.37,3.17,3.17,,,,,,,,
Midas Res opt nov12,MDSOC,0.044,0.019,0.019,,,,,,,,
Navitas Ltd,NVT,5.12,5.1,5.1,,,,,,,,
New Standard Energy,NSE,0.18,0.15,0.15,,,,,,,,
OceanaGold Corp cdi,OGC,2.59,2.4,2.46,,,,,,,,
OneSteel Ltd,OST,3.67,3.5,3.5,,,,,,,,
ResMed Inc cdi  10:1,RMD,6.64,6.48,6.55,,,,,,,,
RP Data Ltd,RPX,1.08,0.99,0.99,,,,,,,,
Taps Tr taps,TTXPA,99.9,99.7,99.749,,,,,,,,
TMA Grp Comp def,TMADA,0.23,-,-,,,,,,,,
Western Plains Res,WPG,0.72,0.685,0.685,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Anteo Diagnostics opt feb11,ADOOA,0.015,0.025,0.025,,,,,,,,
Careers Multilist,CGR,0.185,0.21,0.21,,,,,,,,
Envirogold Ltd opt dec11,EVGO,0.014,0.015,0.015,,,,,,,,
Ferrowest Ltd opt jun10,FWLO,0.004,0.02,0.02,,,,,,,,
Geodynamics Ltd,GDY,0.66,0.68,0.68,,,,,,,,
Jumbuck Entertain,JMB,0.24,0.27,0.27,,,,,,,,
Laconia Res Ltd,LCR,0.097,0.1,0.1,,,,,,,,
Marion Energy,MAE,0.055,0.064,0.064,,,,,,,,
  opt dec11,MAEO,0.01,0.011,0.011,,,,,,,,
Nexbis Ltd,NBS,0.145,0.165,0.15,,,,,,,,
Northern Uranium opt sep12,NTUOA,0.035,0.041,0.041,,,,,,,,
  rts24mard,NTURA,0.026,-,-,,,,,,,,
Papyrus Aust,PPY,0.35,0.39,0.39,,,,,,,,
Tassal Grp Ltd,TGR,1.57,1.61,1.61,,,,,,,,
Torrens Energy opt mar10,TEYO,0.003,0.019,0.004,,,,,,,,
Uran Ltd opt jul12,URAOA,0.008,0.01,0.01,,,,,,,,
Willmott Forests,WFL,0.34,0.43,0.43,,,,,,,,
