Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4847.5 at 16:36 22/3/2010  Report at 19:05 Monday 22/3/2010. Processed 19:11 Monday 22/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ampella Min,AMX,1.39,1.25,1.04,,,,,,,,
  opt jul10,AMXO,1.15,1.07,0.82,,,,,,,,
Antares Energy,AZZ,0.835,0.82,0.76,,,,,,,,
Argent Min,ARD,0.23,0.18,0.185,,,,,,,,
Aspire Min Ltd,AKM,0.11,0.1,0.095,,,,,,,,
Augustus Min,AUJ,0.37,0.35,0.25,,,,,,,,
Beacon Min,BCN,0.035,0.034,0.03,,,,,,,,
Bunnings Warehouse unt,BWP,1.95,1.945,1.875,,,,,,,,
Carbine Res,CRB,0.26,0.24,0.17,,,,,,,,
  opt jul11,CRBO,0.105,0.1,-,,,,,,,,
Castle Min,CDT,0.39,0.38,0.35,,,,,,,,
CBH Res Ltd 7.25%cn12,CBHGA,855,850,780,,,,,,,,
Coalspur Mines,CPL,0.5,0.495,0.42,,,,,,,,
Cochlear Ltd,COH,70.49,69.49,64.9,,,,,,,,
Customers Ltd,CUS,3.25,3.21,2.94,,,,,,,,
Decmil Grp Ltd,DCG,1.65,1.64,1.55,,,,,,,,
Doray Min Ltd,DRM,0.225,0.22,0.2,,,,,,,,
Echo Res,EAR,0.1,0.075,0.045,,,,,,,,
Fairfax Media Ltd pref,FXJPB,91.7,91.501,89.3,,,,,,,,
Farmworks Aust,FWA,0.26,0.005,0.006,,,,,,,,
Generator Income gennote2,GINHA,66.5,65,65,,,,,,,,
Geopacific Res,GPR,0.185,0.15,0.076,,,,,,,,
Glengarry Res,GGY,0.094,0.086,0.06,,,,,,,,
Globe Sec,GTI,0.066,0.06,0.05,,,,,,,,
Groote Res Ltd,GOT,1.085,0.9,0.895,,,,,,,,
  opt jun10,GOTO,0.85,0.69,0.55,,,,,,,,
GWA Intl,GWT,3.49,3.48,3.27,,,,,,,,
Healthlinx Ltd opt dec13,HTXOA,0.15,0.135,-,,,,,,,,
Hemisphere Res,HEM,0.81,0.78,0.58,,,,,,,,
  opt mar10,HEMO,0.575,0.55,0.35,,,,,,,,
Kresta Hldgs,KRS,0.46,0.43,0.385,,,,,,,,
Leyshon Res,LRL,0.2,0.195,0.19,,,,,,,,
Lycopodium Ltd,LYL,4.19,3.95,3.18,,,,,,,,
Magellan Fin Grp opt jun16,MFGOC,0.2,0.13,0.11,,,,,,,,
Mantra Res,MRU,6.4,6.14,5.75,,,,,,,,
Matrix C & E Ltd,MCE,2.45,2.3,2,,,,,,,,
Medusa Min Ltd,MML,4.02,3.98,3.436,,,,,,,,
Mesa Min Ltd,MAS,0.105,0.08,0.06,,,,,,,,
Monadelphous Grp,MND,15.77,15.71,14.86,,,,,,,,
Monax Min Ltd,MOX,0.16,0.145,0.098,,,,,,,,
  opt nov11,MOXO,0.075,0.07,0.044,,,,,,,,
Mooter Media Ltd,MMZ,0.028,0.025,0.019,,,,,,,,
OneSteel Ltd,OST,4,3.93,3.5,,,,,,,,
Peet Ltd,PPC,2.3,2.25,2.15,,,,,,,,
Pienets Ltd,PIE,0.033,0.029,0.012,,,,,,,,
REA Grp,REA,11.8,11.68,10.87,,,,,,,,
Redbank Copper def,RCPDA,0.075,0.073,-,,,,,,,,
ResMed Inc cdi  10:1,RMD,6.83,6.81,6.55,,,,,,,,
Riversdale Min,RIV,8.94,8.88,8.69,,,,,,,,
Sphere Min Ltd,SPH,1.795,1.785,1.34,,,,,,,,
Taps Tr taps,TTXPA,100.699,100.25,99.749,,,,,,,,
The Reject Shop,TRS,17.21,16.8,16.17,,,,,,,,
Village Roadshow,VRL,2.3,2.29,2.22,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Acuvax Ltd,ACU,0.011,0.012,0.012,,,,,,,,
Alliance Res,AGS,0.445,0.45,0.5,,,,,,,,
Atlantic Gold NL opt jan11,ATVOA,0.013,0.015,0.016,,,,,,,,
Bluglass Ltd,BLG,0.125,0.135,0.16,,,,,,,,
Capital Min opt oct10,CMYO,0.001,0.005,0.005,,,,,,,,
  opt jul11,CMYOA,0.014,0.02,0.023,,,,,,,,
Geothermal Res,GHT,0.27,0.28,0.28,,,,,,,,
Northern Uranium rts 24mar,NTURA,0.01,0.011,-,,,,,,,,
Proto Resource & opt dec11,PRWOB,0.007,0.008,0.008,,,,,,,,
Sth American Cor,SAY,0.043,0.045,0.065,,,,,,,,
Viridis Clean stp,VIR,0.11,0.13,0.155,,,,,,,,
