ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5267.3 at 2014-02-11T16:46:06. Report at Tuesday, February 11, 2014. Processed Wednesday at 2014-02-12T01:00:09+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
BC Iron,BCI,5.405,5.25,5.33,,
Benitec,BLT,.93,.86,.86,,
CSR,CSR,3.14,3.00,2.99,,
Dicker Data,DDR,1.19,1.02,1.00,,
Doray Minerals,DRM,.92,.89,.83,,
Enerji def,ERJDA,.014,.013,-,,
FAR,FAR,.059,.046,.048,,
G8 Education,GEM,3.65,3.30,3.36,,
Grandbridge,GBA,.064,.045,.045,,
HFA Hldgs,HFA,1.03,.96,1.01,,
iProperty Grp,IPP,2.55,2.51,2.37,,
James Hardie Ind cdi,JHX,13.99,13.35,13.50,,
Metals X,MLX,.21,.205,.195,,
Milton Corp,MLT,4.42,4.40,4.39,,
Market Vectors Aust Res etf unt,MVR,20.62,20.56,20.56,,
Navitas,NVT,7.09,6.82,6.78,,
Nexus Bonds nexus4,NXBHD,91.55,91.501,91.501,,
Pacifico Min,PMY,.034,.029,.03,,
Pental,PTL,.036,.034,.034,,
REA Grp,REA,47.835,46.15,42.42,,
Select Harvests,SHV,6.58,6.36,6.02,,
TPL Corp,TPL,.007,.005,.004,,
WAM Active,WAA,1.30,1.27,1.275,,
Wolf Minerals,WLF,.46,.43,.41,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Aditya Birla,ABY,.31,.32,.33,,
ARB Corp,ARP,10.46,10.69,11.01,,
AGB Apr15,GSBG15,106.435,-,-,,
Castillo Copper,CCZ,.006,.008,.007,,
Cochlear,COH,51.79,55.725,56.95,,
Crossland Metals,CUX,.015,.023,.023,,
Elsmore Res,ELR,.025,.03,.042,,
Enerji def,ERJDA,.011,.012,-,,
Funtastic,FUN,.13,.135,.155,,
Great Western Expl,GTE,.086,.091,.096,,
Intra Energy,IEC,.066,.07,.074,,
Luiri Gold,LGM,.005,.009,.008,,
Metals Aust,MLS,.007,.008,.008,,
Octanex,OXX,.11,.12,.13,,
Optiscan Imaging,OIL,.041,.053,.053,,
Potash Min opt nov15,POKO,.004,.006,.006,,
Precious Metal Res,PMR,.25,.295,.295,,
Primary Gold opt dec15,PGOOA,.005,.006,.01,,
Resource Equipment,RQL,.11,.14,.13,,
Sthn Cross Elect Engnr,SXE,.70,.715,.715,,
Stratum Metals,SXT,.021,.05,.039,,
World Titanium Res,WTR,.075,.08,.079,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
