Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4907.2 at 16:34 29/3/2010  Report at 19:05 Monday 29/3/2010. Processed 19:24 Monday 29/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Aii200res etf unt,RSR,5.47,5.45,-,,,,,,,,
Alexium Int Grp,AJX,0.205,0.024,0.024,,,,,,,,
Amcor Ltd,AMC,6.42,6.39,6.19,,,,,,,,
Ansell Ltd,ANN,12.87,12.66,11.87,,,,,,,,
ANZ Banking Grp pref,ANZPA,101.75,100.65,100.6,,,,,,,,
Azumah Res,AZM,0.39,0.37,0.26,,,,,,,,
Brainz Instruments,BZI,0.14,0.12,0.089,,,,,,,,
Burey Gold Ltd,BYR,0.063,0.06,0.048,,,,,,,,
Coalspur Mines,CPL,0.54,0.52,0.42,,,,,,,,
  opt jun11,CPLO,0.45,0.42,0.32,,,,,,,,
Computershare Ltd,CPU,12.78,12.74,12.42,,,,,,,,
Cooper Energy Ltd,COE,0.57,0.555,0.515,,,,,,,,
CSL Ltd,CSL,36.79,36.74,35.15,,,,,,,,
Devine Ltd def,DVNN,0.265,0.255,-,,,,,,,,
DMC Min Ltd,DMM,0.42,0.4,0.365,,,,,,,,
Early Learning Serv,ELY,0.5,0.45,0.385,,,,,,,,
Fairfax Media Ltd pref,FXJPB,92.4,92.1,89.3,,,,,,,,
Fleetwood Corp,FWD,9.1,8.89,8.62,,,,,,,,
Flight Centre,FLT,21.31,21.16,20,,,,,,,,
Generator Income gennote2,GINHA,71,66.9,65,,,,,,,,
Giralia Res NL,GIR,2.18,2.06,1.74,,,,,,,,
Grand Gulf Energy,GGE,0.012,0.008,0.008,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.36,1.35,1.27,,,,,,,,
iiNet Ltd,IIN,2.64,2.49,2.29,,,,,,,,
iShares Glb Cons Stp  1:1,IXI,65.2,64.7,64.61,,,,,,,,
iShares S&P 500  1:1,IVV,130.09,129.41,125.57,,,,,,,,
Korab Res,KOR,0.47,0.405,0.37,,,,,,,,
Mesa Min Ltd,MAS,0.11,0.105,0.06,,,,,,,,
MMC Contrarian,MMA,0.57,0.545,0.47,,,,,,,,
News Corp b voting,NWS,18.97,18.86,18.36,,,,,,,,
  a nonvote,NWSLV,16.13,16.04,15.71,,,,,,,,
Noni B Ltd,NBL,1.42,1.4,1.41,,,,,,,,
Nuplex Ind,NPX,2.78,2.73,2.7,,,,,,,,
Olympus Pacific Min  1:1,OYM,0.33,0.285,0.27,,,,,,,,
Orica Ltd,ORI,27.51,27.46,25.76,,,,,,,,
Orion Metals Ltd,ORM,0.135,0.1,0.095,,,,,,,,
PPK Grp Ltd,PPK,0.5,0.45,0.44,,,,,,,,
Ramsay Health Care,RHC,14.19,14.13,12.66,,,,,,,,
Reckon Ltd,RKN,2.07,1.97,1.975,,,,,,,,
Sth Boulder Mines,STB,0.455,0.405,0.32,,,,,,,,
Vngd US Total Market  1:1,VTS,66.03,65.82,63.72,,,,,,,,
Westpac Banking,WBC,28.27,28,26.4,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Capral Ltd,CAA,0.23,0.235,0.235,,,,,,,,
Carpathian Res,CPN,0.022,0.025,0.028,,,,,,,,
Heemskirk Cons,HSK,0.315,0.325,0.335,,,,,,,,
ICSGlobal Ltd,ICS,0.014,0.016,0.018,,,,,,,,
Manas Res Ltd opt sep11,MSRO,0.021,0.022,0.03,,,,,,,,
Metallica Min,MLM,0.2,0.235,0.245,,,,,,,,
Minemakers Ltd opt may10,MAKO,0.007,0.008,0.016,,,,,,,,
Mundo Min,MUN,0.13,0.14,0.134,,,,,,,,
Papyrus Aust,PPY,0.27,0.28,0.39,,,,,,,,
Sino Gas Energy,SEH,0.09,0.13,0.13,,,,,,,,
Unilife Corp cdi  6:1,UNS,1.015,1.06,1.12,,,,,,,,
Viridis Clean stp,VIR,0.09,0.105,0.155,,,,,,,,
