ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5614.0 at 2015-05-20T16:36:36. Report at Wednesday, May 20, 2015. Processed Thursday at 2015-05-21T01:00:07+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Altona Mining,AOH,.125,.11,.11,,
Ambition Grp,AMB,.16,.14,.15,,
AMP Capital China unt,AGF,1.695,1.66,1.565,,
AP Eagers,APE,9.49,9.33,9.00,,
Bisalloy Steel,BIS,.61,.60,.60,,
Blackmores,BKL,70.92,70.00,63.80,,
Brickworks,BKW,15.25,14.80,14.90,,
Bulletin Res,BNR,.028,.027,.024,,
Carnavale Res,CAV,.045,.017,.021,,
Eclipx Grp,ECX,2.93,2.74,2.89,,
Elders,ELD,3.85,3.25,3.03,,
Eureka Gold Hldgs,EGH,.53,.505,.49,,
Freelancer,FLN,1.18,1.06,1.10,,
GUD Hldgs,GUD,9.09,9.05,8.86,,
Japara Healthcare,JHC,2.89,2.82,2.83,,
Kip McGrath Edu Cntr,KME,.505,.475,.495,,
Lantern Hotel Grp stp,LTN,.094,.091,.088,,
Nomad Bldg Solns,NOD,.066,.063,.065,,
Nuplex Industries,NPX,3.45,3.35,3.38,,
Prima BioMed,PRR,.065,.026,.03,,
Select Harvests,SHV,10.00,9.86,9.20,,
Siburan Res,SBU,.068,.052,.05,,
  opt dec17,SBUO,.042,.026,.026,,
South32 def,S32,2.37,-,-,,
SPDR Wldex AuHdgd,WXHG,20.36,20.22,20.33,,
Stanfield Funds,SFN,.27,.12,.12,,
Stonehenge Metals,SHE,.053,.048,.052,,
Straits Resources,SRQ,.017,.01,.007,,
Tandou,TAN,.76,.67,.695,,
Webster,WBA,2.00,1.65,1.695,,
West Wits Min,WWI,.019,.015,.011,,
ZipTel,ZIP,.745,.725,.68,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
ANZ Banking Grp cap note2,ANZPE,96.30,96.66,97.361,,
Bendigo&Adelaide Bk pref 2,BENPE,95.20,98.02,98.30,,
BlueScope Steel,BSL,3.28,3.43,3.47,,
Callabonna Res,CUU,.008,.01,.01,,
Cardno,CDD,2.39,3.40,3.15,,
Cazaly Res,CAZ,.018,.02,.02,,
Colorpak,CKL,.48,.485,.495,,
Crown Resorts hym3qut,CWNHB,99.62,99.95,99.85,,
Decimal Software,DSX,.09,.11,.12,,
Decmil Grp,DCG,1.01,1.12,1.135,,
Fatfish Internet Grp opt jul16,FFGO,.012,.014,.019,,
McPherson's,MCP,.965,1.00,1.085,,
MEC Res,MMR,.015,.019,.016,,
Millennium Min,MOY,.025,.028,.026,,
New Hope Corp,NHC,1.905,1.995,2.14,,
Oceania Capital,OCP,1.18,1.21,1.25,,
Platypus Min,PLP,.008,.01,.015,,
Schaffer Corp,SFC,4.90,5.00,4.97,,
Seven West Media,SWM,1.16,1.17,1.21,,
Sheffield Res,SFX,.48,.59,.70,,
Simonds Grp,SIO,1.415,1.455,1.46,,
Stonewall Res,SWJ,.012,.013,.014,,
Transpacific Indust,TPI,.675,.685,.75,,
Yellow Brick Road,YBR,.52,.54,.525,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
