Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4509.6 at 16:37 19/8/2010  Report at 19:05 Thursday 19/8/2010. Processed 19:10 Thursday 19/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelaide Brighton,ABC,3.44,3.26,3.2,,,,,,,,
Alkane Res Ltd,ALK,0.54,0.46,0.4,,,,,,,,
ANZ Banking Grp pref,ANZPA,104.85,104.75,104.3,,,,,,,,
Aust Agriculture,AAC,1.69,1.545,1.525,,,,,,,,
AWB Ltd,AWB,1.46,1.1,1.035,,,,,,,,
Dexus Rents Tr rents,DXRPA,86.701,85.5,84.95,,,,,,,,
Discovery Metals,DML,0.945,0.82,0.845,,,,,,,,
EL Corp Ltd,EIM,0.002,0.001,0.001,,,,,,,,
Elixir Pet Ltd,EXR,0.072,0.066,0.053,,,,,,,,
G8 Education Ltd,GEM,0.69,0.63,0.65,,,,,,,,
Healthscope Ltd,HSP,6.14,6.04,6.05,,,,,,,,
Integra Min Ltd,IGR,0.41,0.395,0.36,,,,,,,,
Intrepid Mines,IAU,0.83,0.74,0.64,,,,,,,,
Legend Corp,LGD,0.225,0.19,0.185,,,,,,,,
Lynas Corp,LYC,1.05,0.95,0.82,,,,,,,,
Magnum Min & Exp,MGU,0.14,0.13,0.11,,,,,,,,
Melbourne IT Ltd,MLB,2.3,2.27,2.24,,,,,,,,
Northern Uranium opt mar12,NTUOB,0.052,0.045,0.035,,,,,,,,
Papillon Res Ltd,PIR,0.23,0.205,0.15,,,,,,,,
  opt dec12,PIROA,0.1,0.08,0.057,,,,,,,,
Primeag Aust,PAG,1.3,1.28,1.14,,,,,,,,
Regis Res opt jan14,RRLO,0.895,0.77,0.66,,,,,,,,
  opt oct12,RRLOB,0.3,0.21,0.2,,,,,,,,
ResMed Inc bns def,RMDBN,3.64,3.6,-,,,,,,,,
Silver Mines Ltd opt may11,SVLO,0.06,-,-,,,,,,,,
Skycity Invest aces,SKAG,100,99.3,99.5,,,,,,,,
Sundance Energy,SEA,0.35,0.32,0.3,,,,,,,,
Trojan Equity,TJN,0.575,0.56,0.56,,,,,,,,
Venus Metals Cor opt jul11,VMCO,0.55,0.42,0.42,,,,,,,,
Victorian Gold Mines opt mar14,VGMO,0.07,0.045,0.045,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aust Leaders opt nov10,ALFO,0.002,0.003,0.003,,,,,,,,
Beach Energy Ltd,BPT,0.65,0.665,0.66,,,,,,,,
Bisan Ltd,BSN,0.032,0.039,0.036,,,,,,,,
Brickworks Ltd,BKW,11.33,11.44,11.76,,,,,,,,
Capral Ltd,CAA,0.14,0.145,0.155,,,,,,,,
Carnavale Res opt feb13,CAVO,0.028,0.055,0.045,,,,,,,,
Cudeco Ltd,CDU,2.09,4.59,4.15,,,,,,,,
E & A Ltd,EAL,0.18,0.24,0.225,,,,,,,,
ECO Quest opt mar11,ECQO,0.01,0.018,0.018,,,,,,,,
Eden Energy Ltd,EDE,0.051,0.062,0.057,,,,,,,,
Jetset Travelworld,JET,0.63,0.78,0.76,,,,,,,,
Optiscan Imaging,OIL,0.04,0.049,0.05,,,,,,,,
Papyrus Aust,PPY,0.22,0.25,0.23,,,,,,,,
PharmAust Ltd opt mar12,PAAO,0.004,0.008,0.008,,,,,,,,
Phoslock Water,PHK,0.068,0.075,0.093,,,,,,,,
Port Bouvard Ltd,PBD,0.094,0.105,0.115,,,,,,,,
Quickflix Ltd,QFX,0.045,0.05,0.046,,,,,,,,
Republic Gold Ltd opt jun11,RAUOA,0.001,0.002,0.002,,,,,,,,
Treasury Grp,TRG,4.5,4.55,4.8,,,,,,,,
