Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4890.1 at 16:38 19/3/2010  Report at 19:05 Friday 19/3/2010. Processed 19:56 Friday 19/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ampella Min,AMX,1.25,1.035,1.04,,,,,,,,
  opt jul10,AMXO,1.07,0.82,0.82,,,,,,,,
Ansell Ltd,ANN,12.37,12.25,11.87,,,,,,,,
Antares Energy,AZZ,0.82,0.73,0.76,,,,,,,,
Augustus Min,AUJ,0.35,0.255,0.25,,,,,,,,
Ausdrill Ltd,ASL,2.27,2.25,2.08,,,,,,,,
Aust Enhanced unt,AYF,6.49,6.35,6.4,,,,,,,,
Beacon Min opt aug10,BCNOA,0.022,0.02,0.018,,,,,,,,
Brainz Instruments,BZI,0.13,0.086,0.089,,,,,,,,
Carsales Com Ltd,CRZ,5.86,5.35,5.09,,,,,,,,
Chameleon Min NL,CHM,0.036,0.025,0.028,,,,,,,,
Colonial Res opt dec12,CLNOA,0.032,0.03,-,,,,,,,,
Connxion Ventures,CXN,0.061,0.059,0.055,,,,,,,,
Doray Min Ltd,DRM,0.22,0.185,0.2,,,,,,,,
Echo Res,EAR,0.075,0.061,0.045,,,,,,,,
Energy Develop,ENE,3.41,2.49,2.77,,,,,,,,
Fairfax Media Ltd pref,FXJPB,91.501,90.51,89.3,,,,,,,,
Firstfolio Ltd,FFF,0.075,0.064,0.066,,,,,,,,
Flight Centre,FLT,21.05,20.39,20,,,,,,,,
Globe Sec,GTI,0.06,0.05,0.05,,,,,,,,
Gloucester Coal,GCL,10.35,9.99,9.24,,,,,,,,
Groote Res Ltd,GOT,0.9,0.84,0.895,,,,,,,,
  opt jun10,GOTO,0.69,0.6,0.55,,,,,,,,
GWA Intl,GWT,3.48,3.46,3.27,,,,,,,,
Halcyon Sec hlcnte10,HLCHA,98.2,97.6,97.25,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.33,1.23,1.27,,,,,,,,
iShares Russell 2000  1:1,IRU,74.83,74.31,70.76,,,,,,,,
Kathmandu Hldgs,KMD,1.925,1.745,1.68,,,,,,,,
Macarthur Coal,MCC,12.52,12.14,11.15,,,,,,,,
Mantra Res,MRU,6.14,5.87,5.75,,,,,,,,
Mindax Ltd opt dec11,MDXO,0.06,0.05,0.05,,,,,,,,
Monadelphous Grp,MND,15.71,15.18,14.86,,,,,,,,
Monax Min Ltd,MOX,0.145,0.135,0.098,,,,,,,,
Mooter Media Ltd,MMZ,0.025,0.022,0.019,,,,,,,,
Mystate Ltd,MYS,3.7,3.5,3.14,,,,,,,,
Navitas Ltd,NVT,5.56,5.27,5.1,,,,,,,,
OneSteel Ltd,OST,3.93,3.73,3.5,,,,,,,,
Paragon Care Ltd,PGC,0.035,0.031,0.033,,,,,,,,
Redbank Copper def,RCPDA,0.073,-,-,,,,,,,,
Regis Res,RRL,1.07,0.995,0.895,,,,,,,,
ResMed Inc cdi  10:1,RMD,6.81,6.66,6.55,,,,,,,,
Riversdale Min,RIV,8.88,8.54,8.69,,,,,,,,
Run Corp Ltd,RNC,0.061,0.059,0.05,,,,,,,,
Skywest Airlines cdi  1:1,SXR,0.39,0.3,0.3,,,,,,,,
Sphere Min Ltd,SPH,1.785,1.75,1.34,,,,,,,,
Stirling Res opt jun12,SREOB,0.028,0.026,0.021,,,,,,,,
Ten Network Hldgs,TEN,1.895,1.85,1.875,,,,,,,,
TPG Telecom Ltd,TPM,2.15,1.995,1.71,,,,,,,,
Tribune Res NL,TBR,0.9,0.78,0.79,,,,,,,,
Village Roadshow,VRL,2.29,2.26,2.22,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Alliance Res,AGS,0.45,0.46,0.5,,,,,,,,
BCD Res NL,BCD,0.088,0.1,0.1,,,,,,,,
Diatreme Res,DRX,0.095,0.1,0.1,,,,,,,,
Enterprise Metals opt jun12,ENTO,0.06,0.065,0.12,,,,,,,,
Equatorial Coal,EQX,0.017,0.023,0.02,,,,,,,,
Gleneagle Gold,GLN,0.019,0.02,0.02,,,,,,,,
Luiri Gold Ltd cdi  1:1,LGM,0.26,0.3,0.3,,,,,,,,
Minemakers Ltd opt may10,MAKO,0.008,0.01,0.016,,,,,,,,
Mnet Grp Ltd,MNZ,0.044,0.049,0.057,,,,,,,,
Monaro Min NL,MRO,0.058,0.06,0.068,,,,,,,,
Northern Uranium rts 24mar,NTURA,0.011,0.017,-,,,,,,,,
Phosphate Aus Ltd,POZ,0.17,0.205,0.23,,,,,,,,
Redflex Hldgs,RDF,1.51,1.62,1.88,,,,,,,,
Telecom Corp,TEL,1.635,1.685,1.695,,,,,,,,
Thomas & Coffey,THO,0.415,0.47,0.445,,,,,,,,
Viridis Clean stp,VIR,0.13,0.15,0.155,,,,,,,,
Winchester Res,WCR,0.15,0.16,0.165,,,,,,,,
Xiaoxiao Education,XXL,0.18,0.2,0.245,,,,,,,,
