ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4135.0 at 2012-07-11T16:17:06. Report at Wednesday, July 11, 2012. Processed Thursday at 2012-07-12T01:00:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Betashares Aust Bear etf unt,BEAR,24.53,-,-,,
carsales.com,CRZ,6.16,6.10,6.13,,
Challenger Infra stp,CIF,1.325,1.32,1.315,,
Credit Corp Grp,CCP,6.35,6.07,5.955,,
Goodman Grp forus,GMG,3.85,3.83,3.77,,
IFS Construct,IFS,.032,.02,.024,,
Landmark White,LMW,.34,.31,.305,,
Magellan Fin Grp opt jun16,MFGOC,.30,.29,.25,,
Mirrabooka Invest,MIR,1.94,1.90,1.84,,
Ramsay Health Care,RHC,23.77,23.25,22.76,,
Singapore Tel cdi,SGT,2.65,2.59,2.56,,
Tatts Grp bondjul19,TTSHA,100.98,100.10,-,,
Telstra Corp,TLS,3.875,3.76,3.70,,
Vmoto opt dec14,VMTO,.004,.003,.002,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Adept Solutions,AAO,.085,.10,.093,,
All 200 Energy etf unt,ENY,11.59,11.847,11.83,,
Alcoa Inc cdi,AAI,8.49,8.50,8.50,,
Alumina,AWC,.655,.765,.745,,
Ampella Min,AMX,.42,.49,.465,,
APN News & Media,APN,.60,.64,.62,,
Aquarius Platinum,AQP,.59,.70,.655,,
Aquila Res,AQA,2.38,2.83,2.72,,
Ausgold,AUC,.37,.375,.40,,
Axiom Min cdi,AVQ,.009,.01,.01,,
Base Res,BSE,.27,.38,.375,,
Brumby Res,BMY,.048,.05,.048,,
BT Invest Mgt,BTT,1.68,1.72,1.705,,
Bullabulling Gold,BAB,.165,.175,.18,,
Coalspur Mines,CPL,.595,.615,.64,,
Digga Aust Mining Fd etf unt,DGA,2.40,2.53,2.48,,
Emeco Hldgs,EHL,.825,.857,.835,,
Great Western Expl,GTE,.15,.16,.155,,
Gujarat NRE Coal,GNM,.14,.155,.155,,
Gulf Mines,GLM,.006,.007,.007,,
Independence Grp,IGO,3.09,3.36,3.12,,
Intra Energy,IEC,.185,.21,.20,,
iShares Small Ords,ISO,3.80,3.88,3.83,,
King Island,KIS,.085,.095,.092,,
Leighton Hldgs,LEI,15.39,16.16,15.83,,
Mayan Iron Corp,MYN,.028,.03,.03,,
Mineral Res,MIN,8.61,8.80,8.68,,
Mirabela Nickel,MBN,.215,.245,.225,,
Navigator Res,NAV,.001,.008,.008,,
Oriental Technologies,OTI,.024,.027,.03,,
Orrex Res,ORX,.04,.043,.041,,
OZ Minerals,OZL,7.55,7.86,7.56,,
Realm Res,RRP,.02,.028,.03,,
Red Gum Res,RGX,.02,.05,.05,,
Rialto Energy,RIA,.185,.21,.205,,
Robust Res,ROL,.73,.785,.80,,
Seven West Media,SWM,1.53,1.725,1.675,,
SPDR 200 Resources etf unt,OZR,9.28,9.61,9.39,,
St Barbara,SBM,1.415,1.475,1.75,,
Straits Resources,SRQ,.275,.33,.36,,
UnderCoverWear,UCW,.022,.029,.026,,
Victory West Metals,VWM,.035,.039,.04,,
Western Areas,WSA,3.85,3.97,3.935,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
