Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4809.1 at 16:36 16/3/2010  Report at 19:05 Tuesday 16/3/2010. Processed 19:08 Tuesday 16/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Acrux Ltd,ACR,2.6,2.33,2.09,,,,,,,,
Argo Explore,AXT,0.115,0.042,0.052,,,,,,,,
Arrow Energy,AOE,5.31,5.2,3.98,,,,,,,,
Ascent Pharmahealth,APH,0.345,0.28,0.285,,,,,,,,
Brainz Instruments,BZI,0.095,0.086,0.089,,,,,,,,
CBH Res Ltd,CBH,0.19,0.185,0.14,,,,,,,,
  7.25%cn12,CBHGA,820,780,780,,,,,,,,
Doray Min Ltd,DRM,0.21,0.185,0.2,,,,,,,,
Fairfax Media Ltd pref,FXJPB,91,90.51,89.3,,,,,,,,
Finbar Grp Ltd,FRI,1.11,1.1,1.08,,,,,,,,
Forge Grp Ltd,FGE,2.7,2.44,2.35,,,,,,,,
Glengarry Res,GGY,0.086,0.074,0.06,,,,,,,,
Golden Tiger Min,GTX,0.04,0.034,0.033,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.31,1.23,1.27,,,,,,,,
Heritage Bld Soc 10%3mth19,HBSHA,107,105.6,105.49,,,,,,,,
iiNet Ltd,IIN,2.46,2.35,2.29,,,,,,,,
iShares Russell 2000  1:1,IRU,74.35,74.31,70.76,,,,,,,,
iShares S&P MCap 400  1:1,IJH,85.22,82.36,82.55,,,,,,,,
Kresta Hldgs,KRS,0.42,0.41,0.385,,,,,,,,
Lodestar Min,LSR,0.135,0.13,0.12,,,,,,,,
Lycopodium Ltd,LYL,3.69,3.58,3.18,,,,,,,,
Magellan Fin Grp,MFG,0.985,0.95,0.91,,,,,,,,
Mesa Min Ltd,MAS,0.08,0.072,0.06,,,,,,,,
Newport Min Ltd,NMN,0.36,0.325,0.25,,,,,,,,
REA Grp,REA,11.68,11.05,10.87,,,,,,,,
Renison Cons 12% cn12,RSNG,0.12,0.1,0.076,,,,,,,,
ResMed Inc cdi  10:1,RMD,6.71,6.66,6.55,,,,,,,,
Scott Corp,SCC,0.38,0.34,0.32,,,,,,,,
Seek Ltd,SEK,7.8,7.72,7.54,,,,,,,,
Skywest Airlines cdi  1:1,SXR,0.34,0.3,0.3,,,,,,,,
Sthn Cross Media def,SXLDA,2.24,-,-,,,,,,,,
Stirling Min opt dec13,SMZOA,0.045,0.035,0.038,,,,,,,,
Taps Tr taps,TTXPA,100.06,100.049,99.749,,,,,,,,
Tawana Res NL,TAW,0.028,0.016,0.021,,,,,,,,
WAM Active Ltd opt apr11,WAAO,0.028,-,-,,,,,,,,
Waratah Gold Ltd,WGO,0.23,0.2,0.175,,,,,,,,
Western Plains Res,WPG,0.81,0.8,0.685,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Arafura Pearls,APB,0.019,0.021,0.021,,,,,,,,
Aust Gold Invest,AGV,0.018,0.025,0.025,,,,,,,,
Bannerman Res,BMN,0.41,0.455,0.48,,,,,,,,
BCD Res NL,BCD,0.093,0.1,0.1,,,,,,,,
Bougainville Copper,BOC,0.45,0.475,0.49,,,,,,,,
CathRx Ltd,CXD,0.23,0.24,0.25,,,,,,,,
Innamincka Pet,INP,0.1,0.11,0.12,,,,,,,,
Island Sky Aust,ISK,0.078,0.087,0.08,,,,,,,,
iSOFT Group Ltd,ISF,0.465,0.49,0.515,,,,,,,,
M2M Corp,MCL,0.001,0.002,0.002,,,,,,,,
Midwinter Resourc opt nov11,MWNOA,0.025,0.03,0.03,,,,,,,,
Northern Uranium rts 24mar,NTURA,0.015,0.017,-,,,,,,,,
Petratherm Ltd,PTR,0.235,0.25,0.26,,,,,,,,
Provet Hldgs Ltd,PVT,1.365,-,-,,,,,,,,
Raisama Ltd,RAI,0.29,0.3,0.31,,,,,,,,
Scotgold Res opt apr10,SGZO,0.003,0.005,0.005,,,,,,,,
Tassal Grp Ltd,TGR,1.48,1.58,1.61,,,,,,,,
Telecom Corp,TEL,1.67,1.685,1.695,,,,,,,,
USCOM Ltd,UCM,0.52,0.6,0.64,,,,,,,,
