ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4664.9 at 2010-09-21T16:38:37. Report at Tuesday, September 21, 2010. Processed Tuesday at 2010-09-21T23:00:02+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
A'asia Gold opt apr13,AAOO,.028,.02,.016,,
AGL Energy,AGK,16.24,16.07,15.60,,
Altera Res,AEA,.385,.34,.32,,
Aust Power,APK,.52,.50,.475,,
Australand Assets assets,AAZPB,91.20,90.50,90.45,,
Avanco Res,AVB,.069,.03,.024,,
  opt apr12,AVBOB,.047,.016,.014,,
Azumah Res,AZM,.745,.715,.61,,
Bank of Qld reset prf,BOQPA,104.95,104.75,102.91,,
  pref,BOQPC,95.25,93.50,91.00,,
Bradken,BKN,8.67,8.29,8.00,,
Campbell Brothers,CPB,32.90,32.50,32.35,,
Carbine Res,CRB,.45,.375,.34,,
  opt jul11,CRBO,.25,.20,.16,,
Cedar Woods Prop,CWP,3.00,2.88,2.71,,
Centennial Coal,CEY,6.17,6.11,6.07,,
Chesser Res,CHZ,.595,.51,.44,,
Coalspur Mines opt jun11,CPLO,.92,.85,.77,,
Codan,CDA,1.67,1.47,1.58,,
Crusader Res,CAS,.615,.50,.53,,
Discovery Metals,DML,1.09,1.05,.98,,
Drummond Gold,DGO,.089,.077,.085,,
Elixir Pet,EXR,.078,.065,.072,,
European Gas,EPG,.43,.375,.25,,
Exco Res,EXS,.595,.55,.54,,
Fleetwood Corp,FWD,11.16,10.53,10.13,,
Gemstar Diamonds,GEM,.70,.69,.69,,
Gloucester Coal fpo ex,GCLN,9.85,9.82,9.45,,
Gryphon Min,GRY,1.48,1.45,.97,,
Guildford Coal,GUF,.435,.415,.345,,
Imdex,IMD,1.075,.985,.89,,
Indago Res,IDG,.52,.49,.46,,
iShares MSCI Sing cdi,ISG,14.00,13.81,13.99,,
Kingsgate Cons,KCN,12.22,11.75,10.22,,
Kingsrose Min,KRM,1.17,1.04,1.10,,
  opt dec12,KRMO,.91,.81,.85,,
Legend Corp,LGD,.255,.25,.23,,
Lycopodium,LYL,4.45,4.24,3.80,,
M2 Telecomms,MTU,2.38,2.17,2.05,,
MAC Services (The),MSL,3.39,3.14,2.92,,
Macq Harbour opt aug12,MHMO,.27,.18,.12,,
McMillan Shakespeare,MMS,7.41,7.15,6.45,,
Mesoblast,MSB,2.60,2.46,1.99,,
Mining Projects optjul14d,MPJDB,.019,-,-,,
Myer Hldgs,MYR,4.02,4.00,3.81,,
Nanosonics,NAN,.80,.66,.675,,
Papillon Res Ltd,PIR,.37,.35,.29,,
  opt dec10,PIRO,.155,.13,.075,,
  opt dec12,PIROA,.20,.17,.135,,
Pelican Resources,PEL,.155,.15,.145,,
Perseus Min,PRU,3.36,3.10,2.90,,
Russell High Div Etf etf unt,RDV,25.88,25.86,24.95,,
Sandfire Res,SFR,6.75,6.33,5.94,,
Silver Mines,SVL,.205,.195,.17,,
  opt may11,SVLO,.095,.085,.07,,
Vocus Comms Ltd,VOC,.78,.72,.70,,
Waterco,WAT,1.20,1.18,1.10,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Adelaide Mgd unt,AYT,.25,1.54,1.40,,
AHC,AHC,1.80,2.00,2.04,,
Brisbane Broncos,BBL,.29,.34,.32,,
BrisConnection Tr stp,BCS,.93,.975,1.00,,
Emergent Res opt sep10,EMGO,.028,.03,.09,,
Ferrowest,FWL,.07,.076,.074,,
Fission Energy opt feb11,FISO,.008,.011,.012,,
Marenica Energy,MEY,.064,.069,.07,,
Medigard,MGZ,.056,.058,.065,,
Mineral Commodities opt dec12,MRCO,.005,.006,.01,,
Objective Corp,OCL,.20,.237,.25,,
Oklo Uranium,OKU,.033,.034,.034,,
Patrys,PAB,.074,.075,.091,,
Phylogica,PYC,.048,.051,.056,,
Probiotec,PBP,1.01,1.06,1.22,,
Quickflix,QFX,.034,.04,.043,,
Syngas,SYS,.012,.013,.013,,
Telstra Corp,TLS,2.72,2.75,2.74,,
Virax Hldgs,VHL,.025,.026,.027,,
Viridis Clean unt,VIR,.02,.025,.052,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
