Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4913.3 at 16:37 27/4/2010  Report at 19:06 Tuesday 27/4/2010. Processed 19:46 Tuesday 27/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Apollo Gas Ltd,AZO,0.87,0.85,0.575,,,,,,,,
Audax Res,ADX,0.215,0.205,0.175,,,,,,,,
Augur Res Ltd,AUK,0.21,0.2,0.19,,,,,,,,
Aurora Oil & Gas,AUT,0.68,0.58,0.475,,,,,,,,
Aust Infra unt,AIX,2.09,2.05,2.01,,,,,,,,
Automotive Hldgs,AHE,2.88,2.87,2.74,,,,,,,,
Bunnings Warehouse unt,BWP,2.07,2.05,1.975,,,,,,,,
Burleson Energy,BUR,0.12,0.097,0.07,,,,,,,,
  opt aug10,BURO,0.026,0.02,0.015,,,,,,,,
Carnavale Res,CAV,0.39,0.35,0.3,,,,,,,,
  opt feb13,CAVO,0.19,0.14,0.11,,,,,,,,
CBH Res Ltd,CBH,0.235,0.22,0.19,,,,,,,,
  7.25%cn12,CBHGA,950,900,855,,,,,,,,
Centro Retail stp,CER,0.245,0.23,0.18,,,,,,,,
Charter Hall Grp forus,CHC,0.785,0.735,0.73,,,,,,,,
Chesser Res,CHZ,0.37,0.35,0.21,,,,,,,,
CPI Grp Ltd,CPI,0.35,0.34,0.32,,,,,,,,
CUE Energy Resource,CUE,0.325,0.29,0.245,,,,,,,,
Decmil Grp Ltd,DCG,1.94,1.855,1.65,,,,,,,,
DMC Min Ltd,DMM,0.51,0.47,0.42,,,,,,,,
ETFS Metals etfs pd,ETPMPD,60.61,59.76,52.56,,,,,,,,
Ethan Min Ltd,ETH,0.54,0.2,0.205,,,,,,,,
GEO Prop Grp stp,GPM,0.25,0.23,0.22,,,,,,,,
Geopacific Res def,GPRDA,0.8,0.65,-,,,,,,,,
Goodman Grp forus,GMG,0.75,0.745,0.665,,,,,,,,
IAG Finance (Nz) exch.note,IANG,103,101.88,101.2,,,,,,,,
IMX Res Ltd,IXR,0.56,0.55,0.475,,,,,,,,
Intrepid Mines,IAU,0.47,0.465,0.355,,,,,,,,
iShares Russell 2000  1:1,IRU,79.5,79.49,75.86,,,,,,,,
iShares S&P 500  1:1,IVV,131.8,131.64,130.09,,,,,,,,
iShares S&P SCap 600  1:1,IJR,70.56,69.46,66.77,,,,,,,,
Matrix C & E Ltd,MCE,2.92,2.8,2.6,,,,,,,,
Medusa Min Ltd,MML,4.71,4.68,4.05,,,,,,,,
Meridian Min,MII,0.12,0.11,0.094,,,,,,,,
Metal Storm Ltd 10% cn11,MSTG,0.14,0.096,0.102,,,,,,,,
Midas Res,MDS,0.15,0.135,0.08,,,,,,,,
  opt may11,MDSOB,0.06,0.04,0.015,,,,,,,,
  opt nov12,MDSOC,0.11,0.1,0.044,,,,,,,,
Midwinter Resourc,MWN,0.165,0.135,0.135,,,,,,,,
New Standard Energy,NSE,0.255,0.23,0.195,,,,,,,,
News Corp b voting,NWS,20.18,20.07,18.97,,,,,,,,
  a nonvote,NWSLV,17.56,17.38,16.13,,,,,,,,
NKWE Platinum com,NKP,0.72,0.65,0.595,,,,,,,,
Northern Energy,NEC,1.74,1.69,1.33,,,,,,,,
Nucoal Res NL,NCR,0.4,0.395,0.27,,,,,,,,
Orchid Capital opt feb12,ORCOA,0.008,0.005,0.005,,,,,,,,
Papillon Res Ltd,PIR,0.165,0.155,0.12,,,,,,,,
  opt dec12,PIROA,0.059,0.053,0.033,,,,,,,,
Strategic Energy,SER,0.039,0.034,0.03,,,,,,,,
Treasury Grp,TRG,6.3,6.2,6.1,,,,,,,,
Village Roadshow 'a' pref,VRLPA,2.71,2.67,2.4,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aii300metals&Min etf unt,MAM,4.57,4.67,-,,,,,,,,
Alcoa Inc cdi,AAI,21,23.4,45.19,,,,,,,,
AMP Capital China unt,AGF,0.825,0.83,0.845,,,,,,,,
BCD Res NL,BCD,0.087,0.088,0.088,,,,,,,,
Central Asia Res,CVR,0.035,0.045,0.041,,,,,,,,
Energy Res,ERA,15.91,16.71,17.66,,,,,,,,
Global Nickel Invest opt jun12,GNIOA,0.005,0.008,0.014,,,,,,,,
Green Rock Energy,GRK,0.029,0.03,0.031,,,,,,,,
Hexima Ltd,HXL,0.31,0.32,0.39,,,,,,,,
Hillcrest Litigat,HLS,0.06,0.08,0.08,,,,,,,,
Infigen Energy stp,IFN,0.95,1.115,1.26,,,,,,,,
Manas Res Ltd,MSR,0.08,0.086,0.088,,,,,,,,
Minerals Corp 10.5%db11,MSCHF,0.39,0.41,0.64,,,,,,,,
Penrice Soda,PSH,0.685,0.75,0.77,,,,,,,,
Petratherm Ltd,PTR,0.23,0.235,0.235,,,,,,,,
Prime Retirement unt,PTN,0.08,0.084,0.09,,,,,,,,
Proto Resource & opt dec11,PRWOB,0.005,0.008,0.007,,,,,,,,
Ruralaus Invest,RUR,0.09,0.12,0.13,,,,,,,,
Soilsub Tech,SOI,0.013,0.275,0.275,,,,,,,,
Thor Min Plc cdi,THR,0.014,0.018,0.017,,,,,,,,
