Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4615.7 at 16:37 6/9/2010  Report at 19:05 Monday 6/9/2010. Processed 19:09 Monday 6/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Advanced Share,ASW,0.86,0.85,0.78,,,,,,,,
Aeris Environmental,AEI,0.2,0.175,0.14,,,,,,,,
Alkane Res Ltd,ALK,0.67,0.59,0.54,,,,,,,,
Altura Min Ltd opt aug11,AJMOA,0.04,0.03,-,,,,,,,,
Ampella Min,AMX,2.2,2.15,1.95,,,,,,,,
Andean Res Ltd,AND,7.19,6.4,4.97,,,,,,,,
ARB Corp,ARP,6.9,6.85,6.85,,,,,,,,
Austin Engineer,ANG,3.96,3.85,3.69,,,,,,,,
Avoca Res,AVO,3.44,3.35,3.1,,,,,,,,
Bendigo & Adelaide pref,BENPC,94.95,93,93.2,,,,,,,,
Blackmores Ltd,BKL,25.55,25.39,24.92,,,,,,,,
Burey Gold Ltd,BYR,0.092,0.079,0.084,,,,,,,,
  opt jun11,BYRO,0.045,0.032,0.031,,,,,,,,
Catalpa Res,CAH,1.96,1.81,1.635,,,,,,,,
  opt oct11,CAHOB,0.85,0.76,0.63,,,,,,,,
Charter Hall Office def,CQODA,2.6,2.59,-,,,,,,,,
Charter Hall Retail def,CQRDA,3.12,3.11,-,,,,,,,,
Coal & Allied Ind  ,CNA,104.5,100.33,100.98,,,,,,,,
Data#3 Ltd,DTL,9.5,9.39,9.23,,,,,,,,
Decmil Grp Ltd,DCG,1.95,1.79,1.78,,,,,,,,
Duluxgrp Ltd,DLX,2.83,2.69,2.7,,,,,,,,
European Gas,EPG,0.27,0.265,0.25,,,,,,,,
Flight Centre,FLT,21.96,21.23,19.92,,,,,,,,
Forge Grp Ltd,FGE,3.82,3.68,3.5,,,,,,,,
Gazal Corp,GZL,1.8,1.73,1.72,,,,,,,,
GPT Grp stp,GPT,3.16,3.07,3.08,,,,,,,,
Gryphon Min Ltd,GRY,1.18,1.06,0.97,,,,,,,,
Guildford Coal,GUF,0.355,0.34,0.345,,,,,,,,
Iluka Res,ILU,6.12,6.01,5.66,,,,,,,,
Independence Grp,IGO,6.08,5.97,5.8,,,,,,,,
Integra Min Ltd,IGR,0.48,0.47,0.45,,,,,,,,
Intrepid Mines,IAU,1,0.91,0.83,,,,,,,,
Kingsgate Cons,KCN,10.98,10.59,10.22,,,,,,,,
Liontown Res,LTR,0.088,0.075,0.07,,,,,,,,
Lonrho Min Ltd opt jun12,LOMO,0.01,0.007,0.005,,,,,,,,
Lynas Corp,LYC,1.275,1.09,1.05,,,,,,,,
M2 Telecommun,MTU,2.18,2.1,2.05,,,,,,,,
MAC Services (The),MSL,3.16,2.95,2.92,,,,,,,,
Macq Atlas Roads stp,MQA,1.39,1.385,1.335,,,,,,,,
Macq Telecom Gp,MAQ,7.01,6.97,6.32,,,,,,,,
McMillan Shakespeare,MMS,6.68,6.35,6.45,,,,,,,,
Metals X Ltd,MLX,0.195,0.175,0.165,,,,,,,,
Mineral Res,MIN,9.9,9.49,8.99,,,,,,,,
Noble Min Res opt jul13,NMGOA,0.09,0.089,0.08,,,,,,,,
Northern Uranium,NTU,0.4,0.295,0.295,,,,,,,,
  opt sep12,NTUOA,0.13,0.12,0.12,,,,,,,,
  opt mar12,NTUOB,0.16,0.135,0.135,,,,,,,,
Orica Ltd pref,ORIPB,97.05,96.99,96.99,,,,,,,,
Orion Metals Ltd opt feb11,ORMO,0.02,0.01,0.01,,,,,,,,
Orotongrp Ltd,ORL,7.35,7.3,7.15,,,,,,,,
Pac Niugini Ltd,PNR,0.27,0.235,0.25,,,,,,,,
PanAust Ltd,PNA,0.67,0.655,0.61,,,,,,,,
Peak Res,PEK,0.26,0.23,0.215,,,,,,,,
  opt dec10,PEKOA,0.2,0.17,0.165,,,,,,,,
Perseus Min Ltd,PRU,3.06,2.98,2.9,,,,,,,,
Ramelius Res,RMS,0.715,0.66,0.69,,,,,,,,
Reckon Ltd,RKN,2.3,2.28,2.29,,,,,,,,
Redstone Res,RDS,0.395,0.325,0.325,,,,,,,,
Regis Res,RRL,1.35,1.325,1.25,,,,,,,,
Ridley Corp,RIC,1.3,1.265,1.25,,,,,,,,
Samson Oil & Gas opt dec12,SSNO,0.066,0.064,0.064,,,,,,,,
Sandfire Res,SFR,6.13,5.8,5.94,,,,,,,,
Saracen Min,SAR,0.54,0.53,0.485,,,,,,,,
Scott Corp,SCC,0.435,0.4,0.395,,,,,,,,
Sierra Min,SRM,0.22,0.17,0.16,,,,,,,,
  opt dec10,SRMO,0.045,0.036,0.04,,,,,,,,
Silver Lake Resource,SLR,2.39,2.3,2.23,,,,,,,,
Super Cheap Auto ,SUL,6.18,6.08,5.88,,,,,,,,
Tanami Gold NL def,TAMDA,0.93,0.875,0.675,,,,,,,,
Thorn Grp Ltd,TGA,1.47,1.41,1.41,,,,,,,,
Wesfarmers Ltd,WES,33.93,33.75,32.28,,,,,,,,
  part prot,WESN,34.21,34.01,32.55,,,,,,,,
Zingmobile Grp cdi,ZMG,0.035,0.03,0.03,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aphrodite Gold,AQQ,0.1,0.11,0.115,,,,,,,,
Becton Prop Grp 9.5% cn12,BECG,0.27,0.29,0.332,,,,,,,,
Bremer Park Ltd 7% cn10,BPKG,0.1,0.12,0.12,,,,,,,,
Central Pet,CTP,0.043,0.048,0.053,,,,,,,,
  opt mar14,CTPO,0.018,0.019,0.021,,,,,,,,
Charter Hall Retail def,CQRDA,2.95,2.97,-,,,,,,,,
Clean Teq Hldgs,CLQ,0.185,0.24,0.235,,,,,,,,
Clearview Wealth,CVW,0.39,0.4,0.41,,,,,,,,
Emergent Res opt sep10,EMGO,0.074,0.075,0.09,,,,,,,,
Envirogold Ltd opt dec11,EVGO,0.004,0.005,0.005,,,,,,,,
ITL Ltd,ITD,0.05,0.065,0.056,,,,,,,,
Karmelsonix Ltd,KSX,0.014,0.015,0.016,,,,,,,,
Kathmandu Hldgs,KMD,1.24,1.245,1.25,,,,,,,,
Macq Grp Ltd,MQG,34,36.87,36.1,,,,,,,,
Metals Finance,MFC,0.056,0.058,0.058,,,,,,,,
Modena Res Ltd opt dec13,MDAOA,0.003,0.004,0.004,,,,,,,,
Nufarm Finance (Nz) exc.nov11,NFNG,51.997,53,56.01,,,,,,,,
Oceania Capital,OCP,1.35,1.425,1.41,,,,,,,,
Probiotec Ltd,PBP,1.14,1.19,1.22,,,,,,,,
QLD Min Corp opt may12,QMNO,0.019,0.02,0.02,,,,,,,,
Quickflix Ltd,QFX,0.04,0.043,0.043,,,,,,,,
Sinovus Min Ltd,SNV,0.013,0.014,0.014,,,,,,,,
Sky City Entertain,SKC,2.22,2.25,2.25,,,,,,,,
Somerton Energy rts 08sep,SNER,0.001,0.02,0.02,,,,,,,,
Stirling Res opt jun12,SREOB,0.01,0.02,0.02,,,,,,,,
Thomas Bryson Int,TBI,0.1,0.3,0.3,,,,,,,,
Treasury Grp,TRG,4.3,4.47,4.45,,,,,,,,
TSV Hldgs Ltd,TSH,0.06,0.1,0.1,,,,,,,,
Voyager Res,VOR,0.012,0.013,0.013,,,,,,,,
  opt sep11,VORO,0.002,0.003,0.003,,,,,,,,
