Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4831.5 at 16:35 12/3/2010  Report at 19:05 Friday 12/3/2010. Processed 19:17 Friday 12/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ambition Grp Ltd,AMB,0.41,0.4,0.4,,,,,,,,
Arrow Energy,AOE,5.2,3.49,3.98,,,,,,,,
Atlas Iron Ltd,AGO,2.55,2.16,2.27,,,,,,,,
Aurox Res,AXO,0.81,0.29,0.37,,,,,,,,
Ausdrill Ltd,ASL,2.25,2.04,2.08,,,,,,,,
Carnavale Res opt feb13,CAVO,0.065,-,-,,,,,,,,
Geopacific Res,GPR,0.165,0.14,0.076,,,,,,,,
Gladiator Res,GLA,0.4,0.315,0.245,,,,,,,,
Groote Res Ltd opt jun10,GOTO,0.6,0.47,0.55,,,,,,,,
Hunnu Coal Ltd,HUN,0.6,0.46,0.47,,,,,,,,
Impedimed Ltd,IPD,0.915,0.73,0.74,,,,,,,,
IPGA Ltd,IPP,0.305,0.189,0.156,,,,,,,,
iShares S&P SCap 600  1:1,IJR,65.31,61.88,60.98,,,,,,,,
Legacy Iron Ore opt jan12,LCYO,0.04,0.015,0.015,,,,,,,,
M2 Telecommun,MTU,1.88,1.75,1.7,,,,,,,,
Macmahon Hldgs,MAH,0.81,0.755,0.715,,,,,,,,
Magellan Pet cdi,MGN,2.05,1.94,1.5,,,,,,,,
Mantra Res,MRU,5.87,5.8,5.75,,,,,,,,
Monax Min Ltd,MOX,0.135,0.105,0.098,,,,,,,,
  opt nov11,MOXO,0.069,0.04,0.044,,,,,,,,
NT Res Ltd,NTR,0.23,0.205,0.225,,,,,,,,
Orotongrp Ltd,ORL,7.21,6.35,6.2,,,,,,,,
PPK Grp Ltd,PPK,0.48,0.45,0.44,,,,,,,,
Redcape Prop Grp stp,RPF,0.425,0.35,0.31,,,,,,,,
Sphere Min Ltd,SPH,1.75,1.29,1.34,,,,,,,,
Thinksmart Ltd,TSM,1.11,1.02,1.02,,,,,,,,
TPG Telecom Ltd,TPM,1.995,1.565,1.71,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Arafura Resource rts 16mar,ARUR,0.001,0.002,-,,,,,,,,
Bannerman Res,BMN,0.455,0.49,0.48,,,,,,,,
EFTEL Ltd,EFT,0.016,0.019,0.021,,,,,,,,
Envirogold Ltd opt dec11,EVGO,0.012,0.014,0.015,,,,,,,,
Geodynamics Ltd,GDY,0.605,0.66,0.68,,,,,,,,
Manas Res Ltd opt sep11,MSRO,0.029,0.03,0.03,,,,,,,,
Marion Energy,MAE,0.042,0.055,0.064,,,,,,,,
  opt dec11,MAEO,0.008,0.01,0.011,,,,,,,,
Mnet Grp Ltd,MNZ,0.049,0.057,0.057,,,,,,,,
Raisama Ltd,RAI,0.3,0.31,0.31,,,,,,,,
Redflex Hldgs,RDF,1.62,1.745,1.88,,,,,,,,
Reverse Corp Ltd,REF,0.165,0.18,0.265,,,,,,,,
United Orogen opt aug10,UOGO,0.001,0.003,0.003,,,,,,,,
Victory West Moly opt feb12,VWMOA,0.035,0.045,0.045,,,,,,,,
