ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5160.3 at 2015-08-26T14:44:06. Report at Wednesday, August 26, 2015. Processed Thursday at 2015-08-27T01:00:05+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Aguia Res,AGR,.20,.19,.16,,
ANZ ETFS Physical Gold,ZGOL,16.06,14.74,15.26,,
ANZ ETFS USD,ZUSD,10.80,10.37,10.55,,
APN Outdoor Grp,APO,3.80,3.13,3.18,,
Aust Careers Network,ACO,2.90,2.70,2.35,,
BetaShares Euro etf unt,EEU,15.96,15.19,14.99,,
BetaShares GBP etf unt,POU,21.91,21.59,21.30,,
BetaShares US Dollar etf unt,USD,13.80,13.45,13.50,,
Blackmores,BKL,104.00,91.74,89.25,,
Farm Pride Foods,FRM,.645,.515,.345,,
Goldphyre Res opt sep16,GPHO,.023,.012,.02,,
Macq Telecom Grp,MAQ,7.69,7.50,6.16,,
Molopo Energy,MPO,.205,.155,.16,,
oOh! Media,OML,2.83,2.70,2.69,,
REVA Medical cdi,RVA,.70,.67,.50,,
Servcorp,SRV,6.59,6.18,6.15,,
SpeedCast Intl,SDA,4.00,3.73,3.53,,
ThinkSmart,TSM,.40,.35,.35,,
Wellcom Grp,WLL,4.62,4.29,4.00,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Academies A'asia,AKG,.40,.445,.52,,
Accent Resources,ACS,.10,.14,.115,,
Adslot,ADJ,.068,.07,.082,,
AMCIL,AMH,.79,.85,.89,,
ANZ Banking Grp lpyr6wut,ANZPC,96.80,98.151,100.01,,
ANZ ETFS ASX 100,ZOZI,9.45,9.78,10.04,,
Aust Vintage,AVG,.335,.38,.365,,
AWE,AWE,.80,.875,1.15,,
Bailador Tech Invest opt mar16,BTIO,.021,.04,.04,,
Beta Geared Us Eq tmf unt,GGUS,7.29,9.94,-,,
BetaShares Agriculture etf unt,QAG,7.55,7.71,7.85,,
Birimian Gold,BGS,.006,.007,.008,,
Boom Logistics,BOL,.097,.105,.11,,
Broken Hill Prospect opt nov19,BPLO,.005,.009,.008,,
CBG Capital,CBC,.90,.92,.95,,
Challenger lpyr3qut,CGFPA,93.00,95.60,94.50,,
Delta SBD,DSB,.056,.06,.06,,
Global Res Masters Fd,GRF,1.39,1.45,1.44,,
Hazelwood Res,HAZ,.005,.008,.008,,
Imdex,IMD,.19,.195,.22,,
IMF Bentham,IMF,1.46,1.55,1.66,,
Intrepid Mines,IAU,.088,.11,.12,,
iShares Global 100 etf unt,IHOO,84.13,92.05,93.56,,
iShares S&P500 AUD,IHVV,229.37,250.23,253.87,,
Korvest,KOV,3.18,3.39,3.55,,
Living Cell Tech,LCT,.031,.037,.042,,
Magellan Gbl Eq Fund tmf unt,MHG,2.26,2.44,-,,
McAleese,MCS,.066,.069,.075,,
Mincor Res,MCR,.235,.30,.40,,
Market Vectors Moat,MOAT,38.92,41.05,40.20,,
NAOS Absolute Opp,NAC,.84,.88,.90,,
National Veterinary,NVL,1.125,1.24,-,,
Northern Iron,NFE,.004,.005,.007,,
Otto Energy,OEL,.028,.033,.065,,
Queste Comms,QUE,.07,.14,.14,,
Redflex Hldgs,RDF,.25,.30,.40,,
RTG Mining cdi,RTG,.50,.52,.655,,
Salmat,SLM,.565,.70,.705,,
Seven Grp Hldgs,SVW,4.45,4.72,5.40,,
Shriro Hldgs,SHM,.83,.965,.98,,
SPDR Wldex AuHdgd,WXHG,16.55,17.97,18.20,,
Strategic Energy,SER,.02,.022,.025,,
Suncorp Grp nym3qu,SUNPD,100.45,101.35,102.40,,
Tigers Realm Coal,TIG,.06,.07,.07,,
Toro Energy,TOE,.057,.06,.06,,
UBS IQ MSCI WexAu etf unt,UBW,19.78,20.62,20.51,,
USCOM,UCM,.13,.15,.14,,
Valence Industries,VXL,.19,.225,.225,,
Vngd  MSCI Intl Sh H etf unt,VGAD,48.38,52.15,52.38,,
Westpac Banking fkym3qut,WBCHB,99.70,100.51,100.251,,
Windimurra Vanad,WVL,.005,.006,.007,,
XPD Soccer Gear Grp,XPD,.16,.165,.17,,
Zimplats Hldgs,ZIM,6.23,6.40,6.70,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
