ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5396.6 at 2014-11-17T16:42:06. Report at Monday, November 17, 2014. Processed Tuesday at 2014-11-18T01:00:06+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Altium,ALU,3.24,3.14,3.10,,
Aust Pharmaceutical,API,.89,.872,.82,,
Austock Grp,ACK,.37,.35,.33,,
Bellamys Aust,BAL,1.835,1.71,1.46,,
Bendigo & Adelaide Bk pref 2,BENPE,99.50,98.999,98.92,,
Biotron opt sep16,BITO,.041,.039,-,,
Brookfield unt,BPA,5.55,5.51,4.79,,
CommStrat,COJ,.052,.05,.05,,
Corporate Travel,CTD,10.19,9.85,9.50,,
DUET Grp forus,DUE,2.57,2.56,2.46,,
Folkestone Social unt,FST,3.10,3.07,2.75,,
Hunter Hall Global,HHV,1.17,1.165,1.135,,
iShares MSCI HK cdi,IHK,25.53,25.44,24.50,,
M2 Grp,MTU,8.75,8.465,8.08,,
My Net Fone,MNF,3.87,3.78,3.50,,
National Storage REIT stp,NSR,1.52,1.48,1.40,,
Optiscan Imaging,OIL,.125,.056,.038,,
Phileo Aust,PHI,5.95,5.80,5.05,,
Pro Medicus,PME,1.09,.99,.92,,
Qantas Airways,QAN,1.825,1.81,1.70,,
Refresh Grp,RGP,.065,.064,.064,,
Russell Aust Govt Bnd etf unt,RGB,20.84,20.77,20.83,,
Singapore Tel cdi,SGT,3.52,3.51,3.43,,
Spark New Zealand,SPK,2.99,2.96,2.85,,
Terramin Aust,TZN,.11,.105,.105,,
Z Energy,ZNZ,3.96,3.85,3.75,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
A1 Gold opt nov19,AYCO,.006,.008,-,,
AGL Energy,AGK,13.28,13.33,13.32,,
ALS,ALQ,4.80,4.93,5.01,,
Altura Min,AJM,.065,.08,.096,,
Antisense Therapeutic,ANP,.096,.097,.097,,
Aquarius Platinum,AQP,.245,.26,.29,,
Argonaut Res,ARE,.013,.014,.017,,
Atrum Coal,ATU,1.14,1.15,1.17,,
Auroch Min,AOU,.03,.042,.042,,
Austin Explore def,AKKDA,.083,.085,-,,
Aziana,AZK,.014,.015,.015,,
BC Iron,BCI,.715,.745,.992,,
Bell Financial Grp,BFG,.45,.47,.49,,
BetaShares DivHarv etf unt,HVST,24.86,25.00,-,,
Beyond Int'l,BYI,1.15,1.19,1.18,,
BigAir Grp,BGL,.61,.70,.75,,
Black Star Pet,BSP,.003,.005,.005,,
Blue Sky Access Fund opt dec15,BAFO,.025,.026,.029,,
Buru Energy,BRU,.515,.555,.68,,
Cott Oil & Gas,CMT,.085,.09,.09,,
Diversified United Inv new,DUIN,3.25,3.26,-,,
Doray Minerals,DRM,.285,.29,.36,,
Elementos,ELT,.006,.007,.007,,
Haranga Res,HAR,.012,.014,.014,,
Hills,HIL,1.15,1.16,1.225,,
IMX Res,IXR,.011,.014,.02,,
IPB Pet,IPB,.049,.33,.32,,
Ironclad Min,IFE,.035,.036,.058,,
Killara Res,KRA,.009,.013,.012,,
Manas Resources,MSR,.021,.023,.022,,
Maverick Drilling,MAD,.14,.145,.175,,
Mineral Deposits,MDL,1.195,1.24,1.34,,
Mineral Res,MIN,7.53,7.58,7.97,,
NAOS Absolute Opp,NAC,.96,.965,-,,
New Standard Energy,NSE,.057,.072,.07,,
Novogen,NRT,.096,.105,.12,,
NRW Hldgs,NWH,.605,.625,.705,,
Panterra Gold,PGI,.022,.023,.028,,
PharmAust,PAA,.006,.008,.008,,
Primary Gold opt mar15,PGOO,.002,.003,.006,,
Primary Opinion,POP,.045,.049,.046,,
Rex Minerals,RXM,.18,.185,.21,,
Silver City Min,SCI,.03,.031,.031,,
Starpharma Hldgs,SPL,.472,.545,.59,,
Stellar Res,SRZ,.026,.028,.027,,
Sth American Ferro,SFZ,.01,.015,.016,,
Tellus Res,TLU,.01,.022,.021,,
Thomas & Coffey,THO,.01,.013,.014,,
United Overseas Aust,UOS,.455,.465,.465,,
WorleyParsons,WOR,12.23,12.28,13.18,,
Yancoal Aust,YAL,.135,.14,.21,,
Yellow Rock,YRR,.007,.008,.009,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
