Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4692.0 at 16:36 5/5/2010  Report at 19:05 Wednesday 5/5/2010. Processed 19:13 Wednesday 5/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
Deep Yellow Ltd,DYL,0.185,0.205,0.19,,,,,,,,
Elders Ltd,ELD,0.97,1.18,1.18,,,,,,,,
Emerald Oil & Gas,EMR,0.029,0.033,0.033,,,,,,,,
Endocoal Ltd,EOC,0.44,0.645,0.645,,,,,,,,
Energy And Min opt jul11,EMAO,0.03,0.031,0.031,,,,,,,,
Energy Res,ERA,13.41,15.33,15.33,,,,,,,,
Eromanga Hydro,ERH,0.075,0.08,0.08,,,,,,,,
Excalibur Min,EXM,0.007,0.008,0.008,,,,,,,,
Flat Glass Ind,FGI,0.2,0.21,0.21,,,,,,,,
General Min Corp,GMM,0.13,0.155,0.14,,,,,,,,
Geodynamics Ltd,GDY,0.55,0.555,0.555,,,,,,,,
Geothermal Res,GHT,0.16,0.235,0.235,,,,,,,,
Heemskirk Cons,HSK,0.265,0.305,0.3,,,,,,,,
Hillcrest Litigat,HLS,0.058,0.06,0.06,,,,,,,,
HOT Chili Ltd,HCH,0.17,-,-,,,,,,,,
Hydromet Corp Ltd,HMC,0.031,0.038,0.038,,,,,,,,
Infigen Energy stp,IFN,0.87,0.95,0.95,,,,,,,,
Innamincka Pet,INP,0.075,0.083,0.083,,,,,,,,
Intermin Res opt may12,IRCO,0.03,-,-,,,,,,,,
iShares Glb Telcos  1:1,IXP,56.5,56.55,56.55,,,,,,,,
Jameson Res,JAL,0.048,0.074,0.074,,,,,,,,
Jumbuck Entertain,JMB,0.175,0.25,0.245,,,,,,,,
JV Global Ltd,JVG,0.004,0.007,0.006,,,,,,,,
Kagara Ltd,KZL,0.6,0.755,0.755,,,,,,,,
Kilgore Oil & Gas,KOG,0.012,0.015,0.015,,,,,,,,
Linc Energy Ltd,LNC,0.95,1.53,1.53,,,,,,,,
Liquefied Natural,LNG,0.335,0.41,0.41,,,,,,,,
Manas Res Ltd opt sep11,MSRO,0.015,0.02,0.019,,,,,,,,
Mantle Min Corp,MNM,0.024,0.03,0.029,,,,,,,,
Marion Energy,MAE,0.035,0.042,0.042,,,,,,,,
Maximus Res,MXR,0.02,0.023,0.023,,,,,,,,
Metal Storm Ltd,MST,0.011,0.012,0.012,,,,,,,,
Metgasco Ltd,MEL,0.365,0.46,0.46,,,,,,,,
Miclyn Exp Offshr,MIO,1.55,1.66,1.66,,,,,,,,
Minemakers Ltd opt may10,MAKO,0.001,0.004,0.004,,,,,,,,
Mundo Min,MUN,0.11,0.13,0.13,,,,,,,,
Neptune Marine,NMS,0.28,0.335,0.335,,,,,,,,
  opt dec10,NMSO,0.155,0.16,0.16,,,,,,,,
Nomad Bld,NOD,0.185,0.21,0.21,,,,,,,,
Northern Uranium,NTU,0.085,0.09,0.09,,,,,,,,
  opt mar12,NTUOB,0.029,0.033,0.033,,,,,,,,
Norton Gold Fields opt oct10,NGFO,0.024,0.041,0.041,,,,,,,,
Novarise Renew Res,NOE,0.23,0.245,0.245,,,,,,,,
Nufarm Ltd,NUF,7.01,7.08,7.034,,,,,,,,
Oldfields Hldgs,OLH,0.11,0.14,0.125,,,,,,,,
Orbital Corp Ltd,OEC,0.036,0.038,0.038,,,,,,,,
ORH Ltd,ORH,0.028,0.031,0.03,,,,,,,,
Penrice Soda,PSH,0.495,0.515,0.515,,,,,,,,
Petratherm Ltd,PTR,0.17,0.215,0.215,,,,,,,,
Phosphate Aus Ltd,POZ,0.125,0.175,0.175,,,,,,,,
Pike River Coal rts 12may,PRCRC,0.1,0.145,0.145,,,,,,,,
Pluton Res,PLV,0.32,0.385,0.385,,,,,,,,
Primary Health Care,PRY,4,4.06,4.06,,,,,,,,
Prime Retirement unt,PTN,0.07,0.072,0.072,,,,,,,,
Pro Medicus Ltd   ,PME,0.55,0.585,0.585,,,,,,,,
Proto Resource &,PRW,0.024,0.026,0.026,,,,,,,,
QLD Min Corp opt may12,QMNO,0.023,0.028,0.025,,,,,,,,
Resource Star Ltd,RSL,0.056,0.095,0.095,,,,,,,,
Rivercity Motorway stp,RCY,0.06,0.096,0.084,,,,,,,,
Santos Ltd,STO,12.58,13.51,13.51,,,,,,,,
Scandinavian Res,SCR,0.15,0.175,0.175,,,,,,,,
Scotgold Res,SGZ,0.081,0.097,0.097,,,,,,,,
Seven Grp Hldgs def,SVW,7.19,7.4,7.4,,,,,,,,
Stuart Pet Ltd,STU,0.46,0.475,0.475,,,,,,,,
Target Energy,TEX,0.023,0.024,0.024,,,,,,,,
Terrain Min,TMX,0.035,0.036,0.036,,,,,,,,
Tissue Therapies,TIS,0.125,0.2,0.2,,,,,,,,
Toro Energy Ltd,TOE,0.097,0.11,0.11,,,,,,,,
Tyrian Diagnostics,TDX,0.011,0.013,0.013,,,,,,,,
TZ Ltd,TZL,0.59,0.65,0.65,,,,,,,,
U308 Ltd,UTO,0.099,0.125,0.11,,,,,,,,
United Uranium opt jun12,UULOA,0.026,0.03,0.03,,,,,,,,
Uranium Equities,UEQ,0.097,0.115,0.115,,,,,,,,
Uranium Explore,UXA,0.043,0.054,0.053,,,,,,,,
Victoria Pet,VPE,0.235,0.3,0.3,,,,,,,,
Viterra Inc cdi  1:1,VTA,8.67,8.95,8.95,,,,,,,,
WDS Ltd,WDS,0.42,0.58,0.58,,,,,,,,
Westralian Gas & Pwr,WGP,0.018,0.022,0.022,,,,,,,,
White Canyon Uranium,WCU,0.1,0.115,0.115,,,,,,,,
Willmott Forests,WFL,0.31,0.345,0.34,,,,,,,,
  pref,WFLPA,56,60.7,60.5,,,,,,,,
Yellow Rock,YRR,0.027,0.029,0.029,,,,,,,,
