Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4692.0 at 16:36 5/5/2010  Report at 19:05 Wednesday 5/5/2010. Processed 19:13 Wednesday 5/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
ALE Prop Grp frn3mth14,LEPHC,101.8,-,-,,,,,,,,
Ansell Ltd,ANN,13.33,12.96,12.96,,,,,,,,
Base Iron Ltd,BSE,0.16,0.09,0.095,,,,,,,,
CBH Res Ltd 7.25%cn12,CBHGA,970,950,950,,,,,,,,
Eldorado Gold cdi  1:1,EAU,17.14,16.56,16.56,,,,,,,,
Eureka Energy Ltd,EKA,0.165,0.14,0.14,,,,,,,,
Global Prop,GPB,0.3,0.22,0.22,,,,,,,,
Hyperion Flagship,HIP,1.52,1.5,1.5,,,,,,,,
IPGA Ltd,IPP,0.39,0.34,0.375,,,,,,,,
Medical Develop,MVP,0.225,0.205,0.205,,,,,,,,
Medtech Global,MDG,0.07,0.057,0.057,,,,,,,,
Seven Grp Hldgs def,SVWPA,88.99,86.5,86.5,,,,,,,,
XState Res,XST,0.085,0.05,0.05,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aii200energy etf unt,ENY,14.74,16.15,16.15,,,,,,,,
Aii200res etf unt,RSR,4.86,5.28,5.28,,,,,,,,
Aii300metals&Min etf unt,MAM,4.1,4.43,4.43,,,,,,,,
Alcoa Inc cdi,AAI,14.9,20,20,,,,,,,,
Alcyone Res Ltd,AYN,0.025,0.028,0.028,,,,,,,,
Alesco Corp,ALS,2.79,2.92,2.92,,,,,,,,
Alinta Energy Grp stp,AEJ,0.052,0.055,0.055,,,,,,,,
Alliance Res,AGS,0.38,0.42,0.42,,,,,,,,
Allied Brands Ltd,ABQ,0.09,0.093,0.093,,,,,,,,
Amadeus Energy,AMU,0.19,0.215,0.2,,,,,,,,
AMP Capital China unt,AGF,0.68,0.76,0.76,,,,,,,,
Anglo Aust,AAR,0.02,0.024,0.024,,,,,,,,
Apex Min NL,AXM,0.015,0.019,0.019,,,,,,,,
APN European Retail stp,AEZ,0.03,0.042,0.042,,,,,,,,
Atcor Medical,ACG,0.12,0.14,0.135,,,,,,,,
Augustus Min opt jul10,AUJO,0.051,0.125,0.07,,,,,,,,
Ausgold Ltd,AUC,0.13,0.17,0.17,,,,,,,,
Aust Min Min opt oct11,AKAO,0.03,-,-,,,,,,,,
Austal Ltd,ASB,2.16,2.33,2.33,,,,,,,,
Austral Africa Res,AAF,0.001,0.002,0.002,,,,,,,,
AWE Ltd,AWE,2.24,2.42,2.42,,,,,,,,
Bannerman Res,BMN,0.32,0.415,0.415,,,,,,,,
Black Range Min,BLR,0.032,0.041,0.04,,,,,,,,
Blaze Intl opt aug10,BLZO,0.001,0.002,0.002,,,,,,,,
Bravura Solutions,BVA,0.11,0.12,0.12,,,,,,,,
Breakaway Res,BRW,0.047,0.05,0.05,,,,,,,,
Capral Ltd,CAA,0.19,0.21,0.205,,,,,,,,
Carnarvon Pet,CVN,0.38,0.415,0.415,,,,,,,,
Central Asia Res,CVR,0.033,0.033,0.033,,,,,,,,
Central Pet,CTP,0.062,0.08,0.076,,,,,,,,
  opt mar14,CTPO,0.031,0.044,0.037,,,,,,,,
Coffey Intl,COF,1.2,1.25,1.25,,,,,,,,
Comet Ridge Ltd,COI,0.22,0.285,0.285,,,,,,,,
Corvette Res Ltd,CVX,0.065,0.081,0.081,,,,,,,,
Curnamona Energy,CUY,0.22,0.26,0.26,,,,,,,,
