ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5345.4 at 2014-12-04T16:40:06. Report at Thursday, December 4, 2014. Processed Friday at 2014-12-05T01:00:05+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Abacus Prop stp,ABP,2.97,2.92,2.92,,
Altium,ALU,3.35,3.31,3.31,,
Amcor,AMC,12.77,12.35,12.35,,
AMP Capital China unt,AGF,.99,.92,.92,,
Ansell,ANN,21.24,21.20,21.20,,
Astro Japan Prop Grp forus,AJA,4.91,4.72,4.83,,
Australian Ind Reit unt,ANI,2.21,2.14,2.155,,
Bailador Tech Invest opt mar16,BTIO,.08,.07,.07,,
Bendigo & Adelaide Bk,BEN,13.06,12.97,12.97,,
BetaShares S&P 500 etf unt,UMAX,15.94,15.70,15.70,,
BetaShares US Dollar etf unt,USD,11.74,11.59,11.59,,
Brambles,BXB,10.24,9.83,9.85,,
Charter Hall Grp forus,CHC,4.79,4.61,4.61,,
CommStrat,COJ,.053,.052,.052,,
CSL,CSL,87.46,83.33,83.33,,
DuluxGroup,DLX,5.93,5.85,5.88,,
Elanor Investors stp,ENN,1.55,1.50,1.50,,
ENV Clean Tech,ESI,.014,.008,.009,,
  opt jul17,ESIOA,.008,.005,.005,,
  opt jul17,ESIOB,.006,.004,.005,,
ETS Bank of America,ETSBAC,20.60,20.08,20.08,,
ETS Cisco Systems,ETSCSC,33.29,27.270,27.270,,
Federation Cntres stp,FDC,2.87,2.79,2.81,,
Fisher & Paykel Health,FPH,5.50,5.19,5.29,,
GPT Grp stp,GPT,4.31,4.18,4.27,,
Hotel Property Inv stp,HPI,2.59,2.45,2.54,,
iShares Comp Bnd etf unt,IAF,105.58,105.29,105.29,,
iShares S&P MidCap cdi,IJH,172.64,171.37,171.37,,
iShares S&P 500 cdi,IVV,249.97,246.67,246.67,,
iShares S&P SmCap cdi,IJR,134.15,132.57,132.57,,
iShares Glb Health cdi,IXJ,123.95,121.16,121.16,,
iShares Global 100 cdi,IOO,95.22,93.72,93.72,,
iShares MSCI Japan cdi,IJP,14.11,13.76,13.95,,
iShares Russell 2000 cdi,IRU,140.40,140.01,140.01,,
Magellan Fin Grp,MFG,15.85,14.94,14.94,,
Meridian Energy irs,MEZCA,1.65,1.58,1.64,,
Market Vectors Prop etf unt,MVA,17.38,16.95,17.13,,
Money3 Corp,MNY,1.60,1.55,1.55,,
Novion Prop Grp stp,NVN,2.22,2.16,2.16,,
Orora,ORA,1.885,1.83,1.85,,
PM Capital Global,PGF,1.01,.995,.995,,
Qanda Tech optapr17d,QNADB,.004,-,-,,
Quest Petroleum def,QPNDA,.02,-,-,,
Ramsay Health Care,RHC,55.70,54.92,54.92,,
ResMed Inc cdi,RMD,6.47,6.28,6.28,,
REVA Medical cdi,RVA,.565,.40,.40,,
Shine,SHJ,3.01,2.89,2.89,,
Sirtex Medical,SRX,29.31,27.35,27.35,,
SPDR Aust Bond,BOND,25.99,25.78,25.78,,
SPDR Global Dividend,WDIV,17.52,17.38,17.38,,
SPDR S&P 500 ETF cdi,SPY,248.08,243.64,243.64,,
SPDR Prop Fund etf unt,SLF,10.97,10.70,10.87,,
SPDRWorld ex Aust etf unt,WXOZ,22.76,22.45,22.45,,
Sydney Airport forus,SYD,4.62,4.48,4.58,,
Terrain Minerals,TMX,.008,.002,.003,,
Thorn Grp,TGA,3.06,2.99,2.99,,
Transurban Grp stp,TCL,8.61,8.43,8.43,,
US Masters Res Prop Fd unt,URF,2.06,2.04,2.04,,
US Select POF unt,USF,1.83,1.76,1.76,,
Vngd All-World ex-US cdi,VEU,58.77,58.64,58.64,,
Vngd Aust Govt Bond etf unt,VGB,48.38,48.27,48.27,,
Vngd Aust Property etf unt,VAP,69.30,66.92,68.00,,
Vngd MSCI Intl Sh etf unt,VGS,52.79,52.26,52.26,,
Vngd US Total Market cdi,VTS,127.73,126.18,126.18,,
Westfield Corp stp,WFD,8.68,8.33,8.35,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Alliance Aviation,AQZ,.95,1.10,1.10,,
Antisense Therapeutic,ANP,.09,.092,.091,,
Arrium,ARI,.19,.235,.235,,
Aspermont,ASP,.015,.03,.03,,
AusQuest,AQD,.008,.01,.01,,
Austin Explore,AKK,.061,.068,.068,,
Avalon Minerals,AVI,.025,.03,.03,,
Avita Medical,AVH,.076,.089,.089,,
Base Res,BSE,.20,.24,.235,,
Beach Energy,BPT,.93,.985,.98,,
Bora Bora Res,BBR,.19,.205,.205,,
Challenger Energy opt jun16,CELO,.01,.015,.015,,
Cokal,CKA,.095,.098,.098,,
Coppermoly,COY,.006,.009,.008,,
Crown Resorts notesep72,CWNHA,105.00,107.05,105.95,,
Discovery Metals,DML,.015,.03,.03,,
Elk Petroleum,ELK,.047,.06,.06,,
Excalibur Min,EXM,.006,.007,.007,,
Exterra Res,EXC,.01,.011,.011,,
Fleetwood Corp,FWD,1.175,1.25,1.25,,
Global Petroleum,GBP,.05,.052,.052,,
Grange Res,GRR,.10,.11,.11,,
Gryphon Minerals,GRY,.049,.061,.061,,
Gullewa,GUL,.017,.019,.018,,
Gunson Res,GUN,.011,.013,.012,,
Havilah Res,HAV,.096,.099,.099,,
Hawthorn Res,HAW,.015,.016,.016,,
Hillgrove Res,HGO,.45,.495,.495,,
Hot Chili,HCH,.16,.17,.17,,
Imdex,IMD,.415,.48,.48,,
Japara Healthcare,JHC,1.86,2.34,2.32,,
Key Petroleum,KEY,.008,.009,.009,,
Lamboo Res,LMB,.135,.33,.33,,
Lynas Corp,LYC,.052,.058,.053,,
  opt sep15,LYCO,.007,.009,.009,,
Manas Resources,MSR,.013,.02,.02,,
Marengo Min cdi,MMC,.007,.01,.01,,
