Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4900.1 at 16:35 13/1/2010  Report at 19:05 Wednesday 13/1/2010. Processed 19:28 Wednesday 13/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Amcor Ltd,AMC,6.35,6.34,6.29,,,,,,,,
Anteo Diagnostics,ADO,0.019,0.01,0.009,,,,,,,,
  opt sep10,ADOO,0.009,0.003,0.002,,,,,,,,
Aussie Q Res,AQR,0.52,0.335,0.09,,,,,,,,
Aust Oil Co opt dec11,AOCOA,0.016,-,-,,,,,,,,
Austin Explore opt nov11,AKKO,0.031,0.028,0.024,,,,,,,,
Blackthorn Res,BTR,1,0.79,0.89,,,,,,,,
Cash Convert ord/div   ,CCV,0.705,0.7,0.7,,,,,,,,
CBH Res Ltd 7.25%cn12,CBHGA,650,585,570,,,,,,,,
Codan Ltd,CDA,1.2,1.15,1.03,,,,,,,,
Colonial Res,CLN,0.4,0.35,0.26,,,,,,,,
C'wlth Bank  of Aust  perls v,CBAPA,208.3,208,207.4,,,,,,,,
Condor Nickel,CNK,0.195,0.1,0.1,,,,,,,,
Crusader Res,CAS,0.4,0.305,0.34,,,,,,,,
Desert Energy,DSN,0.17,0.12,0.115,,,,,,,,
Equities & Freehldgss,EQF,0.31,0.28,0.3,,,,,,,,
Gladiator Res,GLA,0.32,0.1,0.065,,,,,,,,
Goldsearch Ltd,GSE,0.081,0.039,0.044,,,,,,,,
Hannans Reward,HNR,0.265,0.225,0.195,,,,,,,,
IRESS Market Tech,IRE,8.95,8.9,8.7,,,,,,,,
James Hardie Ind cdi,JHX,8.86,8.58,8.59,,,,,,,,
Jetset Travelworld,JET,1.52,1.46,1.43,,,,,,,,
Kresta Hldgs,KRS,0.25,0.235,0.22,,,,,,,,
Magnetic Res,MAU,0.43,0.335,0.2,,,,,,,,
Newera Uranium,NRU,0.059,0.039,0.048,,,,,,,,
Nyota Min Ltd,NYO,0.18,0.145,0.15,,,,,,,,
Saferoads Hldgs,SRH,0.95,0.84,0.805,,,,,,,,
Saunders Intl Ltd,SND,0.41,0.395,0.39,,,,,,,,
Select Vaccines,SLT,0.016,0.01,0.009,,,,,,,,
Skycity Invest aces,SKAG,99.75,98,97.5,,,,,,,,
Sth Boulder Mines,STB,0.385,0.26,0.305,,,,,,,,
Sthn Hem Min cdi 1:1,SUH,0.49,0.45,-,,,,,,,,
Ten Network Hldgs,TEN,1.745,1.68,1.665,,,,,,,,
Tishman Speyer unt,TSO,0.45,0.4,0.4,,,,,,,,
Venture Min,VMS,0.44,0.38,0.385,,,,,,,,
Wotif Com Hldgs,WTF,7.2,7.19,7.01,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Alcyone Res Ltd,AYN,0.037,0.039,0.039,,,,,,,,
Brumby Res opt jan10,BMYO,0.001,0.002,0.003,,,,,,,,
Datasquirt Ltd fpo nz,DSQ,0.042,0.1,0.095,,,,,,,,
Verticon Grp Ltd,VGP,0.005,0.006,0.006,,,,,,,,
White Canyon Uranium opt jan10,WCUO,0.006,0.007,0.01,,,,,,,,
