Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4622.9 at 16:47 10/12/2009  Report at 19:05 Thursday 10/12/2009. Processed 19:15 Thursday 10/12/2009.,,,,,,,,,,,,


,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Asciano Grp stpld,AIO,1.77,1.75,1.67,,,,,,,,
Athena Res,AHN,0.075,0.05,0.051,,,,,,,,
Aurora Min Ltd,ARM,0.62,0.52,0.575,,,,,,,,
Ausmelt Ltd,AET,0.86,0.78,0.77,,,,,,,,
Austin Explore opt nov11,AKKO,0.024,0.02,-,,,,,,,,
Austofix Grp Ltd,AYX,1.15,1,1,,,,,,,,
BKM Management,BKM,0.011,0.006,0.008,,,,,,,,
Cash Convert ord/div   ,CCV,0.655,0.63,0.615,,,,,,,,
Colonial Res,CLN,0.1,0.091,0.091,,,,,,,,
Energy One Ltd,EOL,0.17,0.15,0.15
Global Construct,GCS,1.04,0.98,0.98
Ludowici Ltd,LDW,2.7,2.5,2.36
Macq Radio,MRN,0.81,0.77,0.78
Macq Telecom Gp,MAQ,4.4,4.16,4.1
Mantle Min Corp,MNM,0.085,0.071,0.049
  opt dec10,MNMOA,0.05,0.025,-
Matrix C & E Ltd,MCE,1.8,1.725,1.53
Mermaid Marine,MRM,3.25,3.12,3.01
Moko Mobi Ltd,MKB,0.2,0.135,0.13
Northern Min,NMI,0.285,0.27,0.28
  opt dec11,NMIOB,0.17,0.16,0.16
Orchid Capital,ORC,0.03,0.017,0.016
Pac Star Net,PNW,0.05,0.045,0.04
PaperlinX Sps Tr pref,PXUPA,50.5,44.05,48
RAM Res,RMR,0.05,0.029,0.037
  opt mar12,RMRO,0.025,0.008,0.008
Robust Res,ROL,1.3,0.65,0.695
Rubianna Res Ltd,RRE,0.32,-,-
Specialty Fashion,SFH,1.55,1.385,1.4
Stanmore Coal Ltd,SMR,0.48,-,-
Trafford Res,TRF,0.42,0.255,0.285
Western Uranium,WTN,0.525,0.42,0.38
  opt jun10,WTNO,0.31,0.2,0.17
Wilson Htm Invest,WIG,1.75,1.65,1.7
Zicom Grp Ltd,ZGL,0.275,0.27,0.25
New Yearly Lows,,,,
Apex Min NL,AXM,0.037,0.04,0.039
Brumby Res opt jan10,BMYO,0.004,0.01,0.01
Catalpa Res optjun10d,CAHDB,0.37,0.75,-
CMA Corp Ltd,CMV,0.06,0.073,0.074
Eneabba Gas Ltd opt jun12,ENBOB,0.061,0.08,0.08
Firstfolio Ltd rts 11dec,FFFR,0.006,0.01,-
Jackgreen Ltd,JGL,0.045,0.058,0.077
Laconia Res Ltd,LCR,0.15,0.21,0.22
LBT Innovations,LBT,0.08,0.105,0.11
Midwinter Resourc opt nov11,MWNOA,0.04,0.041,0.041
Promesa Ltd,PRA,0.07,0.125,0.13
Reverse Corp Ltd,REF,0.415,0.475,0.46
Sino Gas Energy opt jun10,SEHO,0.005,0.015,0.015
Victoria Pet opt jan10,VPEO,0.032,0.05,0.09
Viterra Inc cdi 1:1,VTA,9.94,10.26,10.26
