Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4643.0 at 16:36 14/5/2010  Report at 19:05 Friday 14/5/2010. Processed 19:55 Friday 14/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adamus Res,ADU,0.555,0.45,0.505,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,33.5,30.5,31,,,,,,,,
Bathurst Res,BTU,0.19,0.15,0.17,,,,,,,,
Cochlear Ltd,COH,77.15,75.45,77.12,,,,,,,,
Constellation Br cdi,CBR,1.98,1.96,1.885,,,,,,,,
FKP Prop Grp stp,FKP,0.9,0.88,0.895,,,,,,,,
Global Prop,GPB,0.35,0.3,0.22,,,,,,,,
Healthscope Ltd,HSP,5.45,4.51,4.66,,,,,,,,
Hodges Res,HDG,0.22,0.12,0.12,,,,,,,,
iiNet Ltd,IIN,3,2.75,2.96,,,,,,,,
Intrepid Mines,IAU,0.5,0.4,0.47,,,,,,,,
IPGA Ltd,IPP,0.475,0.39,0.375,,,,,,,,
iShares Russell 2000,IRU,80.77,79.15,79.5,,,,,,,,
iShares S&P MCap 400,IJH,90.59,89.29,89.58,,,,,,,,
Lihir Gold Ltd,LGL,4.18,3.95,4.05,,,,,,,,
Macarthurcook Ind Pr unt,MIF,0.39,0.385,0.335,,,,,,,,
Medusa Min Ltd,MML,4.87,4.76,4.73,,,,,,,,
Montezuma Min Co,MZM,0.36,0.32,0.31,,,,,,,,
Olympus Pacific Min,OYM,0.435,0.39,0.395,,,,,,,,
Pharmaxis Ltd,PXS,3.4,3.19,3.35,,,,,,,,
Ramsay Health Care,RHC,14.67,13.83,14.39,,,,,,,,
ResMed Inc cdi,RMD,7.79,7.52,7.12,,,,,,,,
Royalco Res,RCO,0.5,0.48,0.48,,,,,,,,
Sierra Min,SRM,0.14,0.12,0.125,,,,,,,,
  opt dec10,SRMO,0.028,0.02,0.02,,,,,,,,
Troy Res NL,TRY,2.92,2.45,2.6,,,,,,,,
Viking Ash,VKA,0.36,-,-,,,,,,,,
XState Res,XST,0.12,0.085,0.05,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
A'asian Resour,ARH,0.32,0.33,0.425,,,,,,,,
AJ Lucas Grp,AJL,2.11,2.25,2.61,,,,,,,,
Altium Ltd,ALU,0.215,0.235,0.235,,,,,,,,
Apollo Min Ltd,AON,0.145,0.155,0.15,,,,,,,,
Ardent Leisure stp,AAD,1.125,1.26,1.33,,,,,,,,
Becton Prop Grp 9.5% cn10,BECG,0.36,0.445,0.46,,,,,,,,
Biotron Ltd,BIT,0.07,0.073,0.085,,,,,,,,
Capral Ltd,CAA,0.16,0.175,0.205,,,,,,,,
CEC Grp Ltd,CEG,0.1,0.105,0.11,,,,,,,,
Eastland Medical opt may11,EMSO,0.005,0.016,0.016,,,,,,,,
Enterprise Metals opt jun12,ENTO,0.05,0.061,0.063,,,,,,,,
Envirogold Ltd opt dec11,EVGO,0.006,0.007,0.009,,,,,,,,
GPT Grp stp  d,GPTDA,2.74,-,-,,,,,,,,
Island Sky Aust,ISK,0.035,0.045,0.057,,,,,,,,
Jupiter Energy opt jun10,JPROA,0.001,0.002,0.007,,,,,,,,
Oldfields Hldgs,OLH,0.1,0.11,0.125,,,,,,,,
Rivercity Motorway stp,RCY,0.051,0.06,0.084,,,,,,,,
Stirling Res opt jun12,SREO,0.008,0.03,0.03,,,,,,,,
Techniche Ltd,TCN,0.042,0.045,0.045,,,,,,,,
Torrens Energy,TEY,0.125,0.13,0.2,,,,,,,,
Transfield Serv Infr stp,TSI,0.72,0.836,0.794,,,,,,,,
White Cliff Nickel opt jun11,WCNO,0.007,0.009,0.008,,,,,,,,
Willmott Forests,WFL,0.285,0.3,0.34,,,,,,,,
