Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4621.3 at 16:39 9/9/2010  Report at 19:05 Thursday 9/9/2010. Processed 19:14 Thursday 9/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
  opt feb11,ORMO,0.04,0.01,0.01,,,,,,,,
Orotongrp Ltd,ORL,7.49,7.3,7.15,,,,,,,,
Pac Ore Ltd,PSF,0.089,0.077,0.081,,,,,,,,
  opt sep12,PSFO,0.05,0.048,0.048,,,,,,,,
PanAust Ltd,PNA,0.685,0.655,0.61,,,,,,,,
Prosperity Res,PSP,0.22,0.15,0.15,,,,,,,,
Regis Res,RRL,1.47,1.325,1.25,,,,,,,,
  opt jan14,RRLO,0.95,0.86,0.895,,,,,,,,
Richmond Min,RHM,0.37,0.32,0.35,,,,,,,,
  opt dec10,RHMO,0.16,0.11,0.145,,,,,,,,
Ross Human Direction,RHD,0.67,0.64,0.64,,,,,,,,
Sedgman Ltd,SDM,1.9,1.75,1.77,,,,,,,,
Sierra Min,SRM,0.25,0.17,0.16,,,,,,,,
  opt dec10,SRMO,0.065,0.036,0.04,,,,,,,,
Sihayo Gold Ltd,SIH,0.19,0.175,0.175,,,,,,,,
Sundance Res,SDL,0.22,0.16,0.16,,,,,,,,
Thorn Grp Ltd,TGA,1.535,1.41,1.41,,,,,,,,
Trafalgar Corp stp,TGP,1.07,1.035,1.025,,,,,,,,
Village Roadshow,VRL,2.58,2.49,2.45,,,,,,,,
Wallace Absolute,WAB,0.079,0.073,0.076,,,,,,,,
Waterco Ltd,WAT,1.18,1.17,1.1,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
AJ Lucas Grp,AJL,1.76,1.82,1.88,,,,,,,,
Anaeco Ltd,ANQ,0.115,0.14,0.14,,,,,,,,
ARC Explore Ltd opt jan11,ARXOA,0.001,0.002,0.002,,,,,,,,
Aston Res Ltd,AZT,5.49,5.81,5.5,,,,,,,,
Cape Alumina Ltd,CBX,0.28,0.33,0.3,,,,,,,,
Emergent Res opt sep10,EMGO,0.04,0.075,0.09,,,,,,,,
Guinness Peat cdi,GPG,0.48,0.49,0.49,,,,,,,,
Gulf Mines Ltd,GLM,0.015,0.016,0.016,,,,,,,,
IFS Construct Ltd opt jun12,IFSO,0.005,0.02,0.02,,,,,,,,
Inventis Ltd,IVT,0.037,0.04,0.04,,,,,,,,
Mission Newenergy,MBT,0.19,0.23,0.225,,,,,,,,
Nufarm Finance (Nz) exc.nov11,NFNG,50.1,53,56.01,,,,,,,,
Panax Geothermal opt dec11,PAXO,0.002,0.003,0.005,,,,,,,,
Patrys Ltd,PAB,0.085,0.09,0.091,,,,,,,,
Pilbara Min Ltd,PLS,0.06,0.084,0.07,,,,,,,,
Po Valley Energy,PVE,0.235,0.245,0.245,,,,,,,,
Prophecy Intl ,PRO,0.25,0.28,0.29,,,,,,,,
Van Eyk Blueprint unt,VBP,7.16,7.29,7.28,,,,,,,,
Voyager Res,VOR,0.011,0.013,0.013,,,,,,,,
Waratah Gold Ltd,WGO,0.09,0.12,0.12,,,,,,,,
