ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5921.0 at 2015-03-23T16:34:07. Report at Monday, March 23, 2015. Processed Tuesday at 2015-03-24T01:00:03+11:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
1-Page,1PG,2.15,2.06,1.30,,
360 Capital Grp stp,TGP,1.41,1.35,1.21,,
8I Hldgs cdi,8IH,.52,.505,.41,,
ActiveX,AIV,.033,.031,.029,,
Alexium Int'l,AJX,.835,.745,.80,,
AMP Capital China unt,AGF,1.345,1.315,1.20,,
ANZ Banking Grp,ANZ,37.05,36.87,35.87,,
ARB Corp,ARP,12.74,12.55,12.51,,
Aristocrat Leisure,ALL,7.87,7.80,7.65,,
Aurora Prop unt,AUP,5.62,5.42,5.61,,
BetaShares Financials etf unt,QFN,13.24,13.13,12.70,,
BetaShares Aus 200 etf unt,QOZ,13.82,13.73,13.64,,
Burson Grp,BAP,3.21,3.09,2.85,,
Catalyst Metals,CYL,.34,.32,.20,,
Catapult Grp Intl,CAT,.85,.84,.60,,
Charter Hall Grp forus,CHC,5.30,5.27,5.12,,
C'wlth Bank  of Aust,CBA,96.69,96.60,93.96,,
Energy Devs,ENE,7.07,7.00,6.48,,
Fonterra S/H Fund ord unt,FSF,5.975,5.85,5.79,,
Fortunis Recources,FOT,.25,.23,.23,,
Globe Int'l,GLB,1.25,1.15,.90,,
Gulf Industrials,GLF,.007,.006,.002,,
Henderson Grp cdi,HGG,5.55,5.51,5.22,,
Highfield Res,HFR,1.21,1.15,.91,,
Isentia Grp,ISD,3.67,3.63,3.48,,
iShares Global 100 etf unt,IHOO,100.49,100.39,99.44,,
iShares MSCI Aus 200,IOZ,26.18,26.05,25.84,,
iShares S&P 500 etf unt,IHVV,262.98,260.06,262.75,,
iShares S&P/ASX 20,ILC,27.63,27.48,27.12,,
iShares Treasury etf unt,IGB,109.15,109.00,108.82,,
iShares Glb Health cdi,IXJ,144.12,143.90,138.70,,
James Hardie Ind cdi,JHX,15.67,15.31,15.18,,
King Island,KIS,.165,.15,.16,,
M2 Grp,MTU,10.53,10.45,9.99,,
Macquarie Grp,MQG,78.69,77.96,72.95,,
Market Vectors Banks etf unt,MVB,31.37,31.13,29.95,,
National Aust Bank,NAB,39.58,39.57,38.02,,
Northern Star Res,NST,2.495,2.45,2.38,,
Orbital Corp,OEC,.62,.59,.46,,
Premier Invest,PMV,12.72,12.20,11.85,,
RCG Corp,RCG,1.04,.74,.795,,
REVA Medical cdi,RVA,.57,.53,.55,,
Russell High Div etf unt,RDV,33.36,33.25,33.04,,
SG Fleet Grp,SGF,2.55,2.46,2.32,,
Sonic Healthcare,SHL,20.35,20.28,19.91,,
SPDR 200 Financials etf unt,OZF,24.58,24.43,23.50,,
SPDR 200 Fund etf unt,STW,56.27,56.17,55.59,,
SPDR 50 Fund etf unt,SFY,59.07,58.83,58.50,,
SPDR Wldex AuHdgd,WXHG,19.85,19.79,19.61,,
SPDR MSCI Au Sel HDY etf unt,SYI,32.90,32.84,32.55,,
UBS IQ MSCI WexAu etf unt,UBW,20.39,20.38,20.08,,
US Select POF unt,USF,2.14,2.08,2.00,,
Vngd Aust High Yield etf unt,VHY,71.59,71.50,70.40,,
Vngd MSCI Au Large Co etf unt,VLC,68.00,67.66,67.27,,
Vngd Aust Shares etf unt,VAS,76.84,76.50,75.74,,
Webjet,WEB,4.20,4.07,4.05,,
Westpac Banking,WBC,39.88,39.80,38.28,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
Antisense Therapeut opt jan17,ANPO,.028,.03,.031,,
Attila Res,AYA,.185,.20,.20,,
Ausenco,AAX,.275,.295,.33,,
BetaShares BearFund,BEAR,15.96,15.98,16.12,,
Bradken,BKN,1.76,1.825,2.10,,
Brockman Min,BCK,.035,.045,.045,,
Chapmans,CHP,.003,.004,.005,,
Clover Corp,CLV,.22,.255,.275,,
GLG Corp,GLE,.15,.17,.17,,
International Coal,ICX,.014,.02,.02,,
Intrepid Mines,IAU,.112,.115,.12,,
Jameson Res,JAL,.06,.063,.07,,
Kinetiko Energy,KKO,.019,.02,.024,,
Magontec,MGL,.016,.019,.017,,
NZ Oil & Gas,NZO,.55,.555,.58,,
Orinoco Gold opt may15,OGXO,.002,.005,.005,,
Stavely Min,SVY,.165,.175,.17,,
Stonewall Res,SWJ,.021,.025,.027,,
Tawana Res,TAW,.005,.006,.007,,
West African Res,WAF,.07,.08,.08,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
