Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4877.7 at 16:36 18/3/2010  Report at 19:05 Thursday 18/3/2010. Processed 19:16 Thursday 18/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ampella Min,AMX,1.1,1.035,1.04,,,,,,,,
AP Eagers Ltd,APE,13.55,12.93,13,,,,,,,,
Aspire Min Ltd,AKM,0.1,0.08,0.095,,,,,,,,
Augustus Min,AUJ,0.345,0.255,0.25,,,,,,,,
Aust Education unt,AEU,0.6,0.54,0.525,,,,,,,,
Bradken Ltd,BKN,7.97,7.47,6.95,,,,,,,,
Brainz Instruments,BZI,0.11,0.086,0.089,,,,,,,,
Decmil Grp Ltd,DCG,1.64,1.6,1.55,,,,,,,,
Dynasty Metals,DMA,0.4,0.21,0.225,,,,,,,,
Fairfax Media Ltd pref,FXJPB,91.001,90.51,89.3,,,,,,,,
Flight Centre,FLT,20.43,20.39,20,,,,,,,,
Forge Grp Ltd,FGE,2.88,2.44,2.35,,,,,,,,
Frontier Res,FNT,0.105,0.052,0.03,,,,,,,,
  opt dec10,FNTO,0.055,0.02,0.009,,,,,,,,
Globe Sec,GTI,0.057,0.05,0.05,,,,,,,,
Gloucester Coal,GCL,10.18,9.99,9.24,,,,,,,,
Healthlinx Ltd opt dec13,HTXOA,0.135,-,-,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.32,1.23,1.27,,,,,,,,
Hemisphere Res opt mar10,HEMO,0.55,0.395,0.35,,,,,,,,
IOOF Hldgs Ltd,IFL,7.11,6.69,6.19,,,,,,,,
iShares Russell 2000  1:1,IRU,74.79,74.31,70.76,,,,,,,,
iShares S&P MCap 400  1:1,IJH,86.69,82.36,82.55,,,,,,,,
Kathmandu Hldgs,KMD,1.91,1.745,1.68,,,,,,,,
Leyshon Res,LRL,0.195,0.18,0.19,,,,,,,,
Lycopodium Ltd,LYL,3.95,3.58,3.18,,,,,,,,
Macarthurcook Ind Pr unt,MIF,0.335,0.305,0.265,,,,,,,,
Magellan Fin Grp,MFG,1,0.95,0.91,,,,,,,,
Mantra Res,MRU,5.95,5.87,5.75,,,,,,,,
Monadelphous Grp,MND,15.5,15.18,14.86,,,,,,,,
Mystate Ltd,MYS,3.56,3.5,3.14,,,,,,,,
Navitas Ltd,NVT,5.5,5.27,5.1,,,,,,,,
Nucoal Res NL,NCR,0.245,0.19,0.22,,,,,,,,
Orica Ltd,ORI,26.86,26.17,25.76,,,,,,,,
PharmAust Ltd,PAA,0.05,0.04,0.041,,,,,,,,
PPK Grp Ltd,PPK,0.49,0.48,0.44,,,,,,,,
Redcape Prop Grp stp,RPF,0.45,0.425,0.31,,,,,,,,
ResMed Inc cdi  10:1,RMD,6.73,6.66,6.55,,,,,,,,
Riversdale Min,RIV,8.8,8.54,8.69,,,,,,,,
Skywest Airlines cdi  1:1,SXR,0.35,0.3,0.3,,,,,,,,
SPDR 50 Fd etf unt,SFY,49.59,48.03,46.8,,,,,,,,
Taps Tr taps,TTXPA,100.25,100.049,99.749,,,,,,,,
The Reject Shop,TRS,16.8,16.29,16.17,,,,,,,,
TPG Telecom Ltd,TPM,2.01,1.995,1.71,,,,,,,,
Tribune Res NL,TBR,0.89,0.78,0.79,,,,,,,,
Village Roadshow 'a' pref,VRLPA,2.36,2.25,2.23,,,,,,,,
WAM Active Ltd opt apr11,WAAO,0.029,-,-,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Axiom Prop,AXI,0.025,0.028,0.03,,,,,,,,
Buderim Ginger,BUG,0.26,0.29,0.31,,,,,,,,
CathRx Ltd,CXD,0.21,0.24,0.25,,,,,,,,
Central Pet opt jun10,CTPOA,0.003,0.009,0.009,,,,,,,,
Equatorial Coal,EQX,0.018,0.023,0.02,,,,,,,,
Green Rock Energy,GRK,0.036,0.037,0.037,,,,,,,,
Luiri Gold Ltd cdi  1:1,LGM,0.27,0.3,0.3,,,,,,,,
Mnet Grp Ltd,MNZ,0.045,0.049,0.057,,,,,,,,
Pan Pacific Pet,PPP,0.225,0.245,0.28,,,,,,,,
Papyrus Aust,PPY,0.32,0.33,0.39,,,,,,,,
Phosphate Aus Ltd,POZ,0.19,0.205,0.23,,,,,,,,
Progen Pharmaceutic,PGL,0.47,0.5,0.5,,,,,,,,
USCOM Ltd,UCM,0.51,0.6,0.64,,,,,,,,
Yellow Rock opt sep12,YRROA,0.01,0.011,0.011,,,,,,,,
