Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4563.0 at 16:38 10/8/2010  Report at 19:05 Tuesday 10/8/2010. Processed 19:22 Tuesday 10/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
3D Res Ltd,DDD,0.03,0.029,0.029,,,,,,,,
Adultshop Com,ASC,0.017,0.016,0.014,,,,,,,,
  opt dec11,ASCO,0.006,0.004,0.003,,,,,,,,
Advanced Share,ASW,0.715,0.68,0.695,,,,,,,,
Andean Res Ltd,AND,4.05,3.98,3.88,,,,,,,,
Aust Foundation new,AFIN,4.85,4.8,4.75,,,,,,,,
Austin Engineer,ANG,3.69,3.55,3.6,,,,,,,,
Burey Gold Ltd opt jun11,BYRO,0.018,0.015,0.013,,,,,,,,
Consolidated Global,CGI,0.041,0.037,0.04,,,,,,,,
Corazon Ltd,CZN,0.105,0.1,0.1,,,,,,,,
Eureka Energy Ltd,EKA,0.295,0.24,0.22,,,,,,,,
FFI Hldgs,FFI,5.2,5.194,4.921,,,,,,,,
Great Western Exp,GTE,0.36,0.32,0.2,,,,,,,,
  opt jun12,GTEO,0.1,0.07,0.05,,,,,,,,
iiNet Ltd,IIN,3.12,2.97,2.92,,,,,,,,
Intrepid Mines,IAU,0.74,0.695,0.64,,,,,,,,
Kasbah Res,KAS,0.105,0.085,0.085,,,,,,,,
Kingsrose Min Ltd,KRM,1.1,1.05,1.025,,,,,,,,
Magellan Fin Grp,MFG,1.3,1.24,1.19,,,,,,,,
Mastermyne Grp,MYE,1.165,1.11,1.1,,,,,,,,
Matrix C & E Ltd,MCE,3.35,2.93,2.85,,,,,,,,
Melbourne IT Ltd,MLB,2.27,2.22,2.24,,,,,,,,
Nexus Bonds Ltd nexus3,NXBHC,98,96.1,95.25,,,,,,,,
Oil Basins Ltd opt jun12,OBLOA,0.063,0.061,0.045,,,,,,,,
Overseas & Gen cdi,OGL,0.25,0.19,0.185,,,,,,,,
Pac Niugini Ltd,PNR,0.215,0.21,0.19,,,,,,,,
Pac Ore Ltd opt sep12,PSFO,0.038,0.035,0.02,,,,,,,,
Papillon Res Ltd,PIR,0.185,0.145,0.15,,,,,,,,
  opt dec12,PIROA,0.062,0.049,0.057,,,,,,,,
Reckon Ltd,RKN,2.29,2.18,2.15,,,,,,,,
Regis Res opt jan14,RRLO,0.7,0.68,0.66,,,,,,,,
Seymour Whyte Ltd,SWL,1.25,1.18,1.165,,,,,,,,
Silver Chef Ltd,SIV,3.1,2.9,3.07,,,,,,,,
WAM Capital Ltd,WAM,1.375,1.34,1.315,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
A1 Min Ltd,AAM,0.13,0.15,0.15,,,,,,,,
Aircruising Aust,AIG,0.065,0.11,0.11,,,,,,,,
Apollo Min Ltd opt nov11,AONO,0.01,0.02,0.02,,,,,,,,
Dominion Min,DOM,2.02,2.07,2.15,,,,,,,,
Emerald Oil & Gas,EMR,0.018,0.019,0.02,,,,,,,,
Erongo Energy opt jun13,ERNO,0.02,0.04,0.028,,,,,,,,
Goodman Fielder,GFF,1.27,1.275,1.3,,,,,,,,
iCash Payment Sys def,ICPDA,0.42,-,-,,,,,,,,
Medigard Ltd rts18augd,MGZR,0.021,0.022,-,,,,,,,,
Mirvac Industrial unt,MIX,0.02,0.021,0.03,,,,,,,,
Oklo Uranium Ltd,OKU,0.034,0.036,0.035,,,,,,,,
OM Hldgs Ltd,OMH,1.345,1.385,1.405,,,,,,,,
Shree Min Ltd,SHH,0.082,0.088,0.095,,,,,,,,
Two Way Ltd,TTV,0.029,0.03,0.03,,,,,,,,
West Wits Min Ltd,WWI,0.041,0.045,0.045,,,,,,,,
Xiaoxiao Education,XXL,0.1,0.105,0.14,,,,,,,,
