ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5032.5 at 2015-09-23T16:37:35. Report at Wednesday, September 23, 2015. Processed Thursday at 2015-09-24T01:00:10+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Agrimin,AMN,.25,.235,.23,,
Amalgamated Hldgs,AHD,13.40,13.31,13.39,,
BPS Technology,BPS,.98,.94,.825,,
Carindale Prop unt,CDP,7.00,6.95,6.85,,
CI Res,CII,1.23,1.19,1.15,,
Disruptive Invest,DVI,.035,.031,.026,,
Fiducian Grp,FID,2.07,1.89,1.90,,
HUB24,HUB,2.35,2.14,1.95,,
Isignthis,ISX,.27,.24,.16,,
Knosys,KNO,.26,.23,-,,
Lodestar Min,LSR,.025,.018,.016,,
  opt mar16,LSRO,.008,.003,.003,,
Medical Develop,MVP,3.27,3.03,2.74,,
Mozambi Res,MOZ,.036,.03,.022,,
  opt dec17,MOZO,.021,.015,.011,,
SpeedCast Intl,SDA,4.45,4.21,4.00,,
Strata-X Energy opt jan17,SXAO,.009,.004,-,,
Sydney Airport forus,SYD,6.06,5.90,5.88,,
Tanami Gold,TAM,.065,.05,.045,,
Torian Res,TNR,.28,.255,.27,,
UXC,UXC,1.315,1.245,1.115,,
Vitaco Hldg,VIT,2.94,2.59,-,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
3P Learning,3PL,1.70,1.86,1.84,,
Alumina,AWC,1.17,1.21,1.21,,
ANZ Banking Grp fym3qut,ANZHA,101.16,101.40,101.68,,
  nyr6qut,ANZPE,90.40,90.80,92.20,,
  nyr6qut,ANZPF,91.51,92.101,94.50,,
ANZ ETFS ASX 100,ZOZI,9.33,9.47,9.45,,
Aust Finance Grp,AFG,.95,.97,1.03,,
Austin Explore,AKK,.015,.019,.019,,
Bendigo&Adelaide Bk,BEN,9.85,10.07,9.90,,
BetaShares DivHarv etf unt,HVST,21.45,21.61,21.60,,
Blackgold Int'l,BGG,.03,.032,.05,,
Boart Longyear,BLY,.065,.067,.075,,
Bora Bora Res,BBR,.096,.10,.12,,
Breville Grp,BRG,5.70,5.76,6.03,,
Crown Resorts,CWN,9.96,10.395,11.21,,
Drillsearch Energy,DLS,.475,.485,.60,,
Fletcher Bldg,FBU,6.20,6.45,6.33,,
Genworth Mortg Ins,GMA,2.305,2.41,2.50,,
Godfreys Grp,GFY,2.75,2.97,2.895,,
Goodman Plus Tr hyr3qut,GMPPA,98.20,100.15,99.00,,
Imdex,IMD,.18,.185,.19,,
IMF Bentham,IMF,1.325,1.45,1.46,,
IMX Res,IXR,.006,.011,.011,,
Independence Grp,IGO,2.84,2.86,2.98,,
Kasbah Res,KAS,.016,.018,.018,,
Lend Lease Grp stp,LLC,12.61,12.97,13.40,,
Liquefied Natural,LNG,1.475,1.60,2.22,,
Medusa Min,MML,.36,.37,.45,,
Metallica Min,MLM,.042,.048,.046,,
Mortgage Choice,MOC,1.825,1.91,1.85,,
National Aust Bank hyr3qu,NABHA,69.25,70.25,70.20,,
NRW Hldgs,NWH,.097,.10,.12,,
Panoramic Res,PAN,.28,.305,.31,,
Petrel Energy,PRL,.037,.044,.04,,
Pureprofile,PPL,.365,.42,.42,,
RedHill Education,RDH,1.19,1.25,1.30,,
Regalpoint Res,RGU,.009,.012,.011,,
Retail Food Grp,RFG,4.00,4.12,4.62,,
Shriro Hldgs,SHM,.79,.82,.83,,
Suncorp Grp,SUN,12.14,12.22,12.18,,
Sunvest Corp,SVS,.23,.30,.28,,
Thorn Grp,TGA,1.93,2.06,2.19,,
UBS IQ MSCI Eu Ethical etf unt,UBE,19.63,20.24,19.65,,
Unilife Corp cdi,UNS,.23,.25,.255,,
VMoto,VMT,.285,.335,.34,,
Wealth Defender,WDE,.89,.92,.92,,
Western Areas,WSA,2.245,2.46,2.39,,
WorleyParsons,WOR,6.03,6.13,7.11,,
Yellow Brick Road,YBR,.37,.395,.39,,
Zeta Res,ZER,.28,.32,.355,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
