Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4342.4 at 16:37 20/5/2010  Report at 19:05 Thursday 20/5/2010. Processed 19:29 Thursday 20/5/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ammtec Ltd,AEC,3.27,2.74,2.94,,,,,,,,
Cochlear Ltd,COH,77.66,77.15,77.12,,,,,,,,
ETFS Metals etfs gold,GOLD,140.4,135.64,124.52,,,,,,,,
Halcyon Sec hlcnte10,HLCHA,99,98.75,98.75,,,,,,,,
Impress Energy,ITC,0.068,0.063,0.061,,,,,,,,
Intermin Res opt may12,IRCO,0.04,0.025,-,,,,,,,,
iShares S&P 500,IVV,134.51,131.8,131.8,,,,,,,,
iShares S&P MCap 400,IJH,91.98,90.59,89.58,,,,,,,,
Scandinavian Res opt oct11,SCRO,0.039,0.03,0.03,,,,,,,,
Siburan Res Ltd,SBU,0.245,-,-,,,,,,,,
Silver Mines Ltd,SVL,0.145,0.12,0.125,,,,,,,,
Waterco Ltd,WAT,1.06,1.05,1.05,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
A'asian Resour,ARH,0.26,0.32,0.425,,,,,,,,
Adcorp Aust,AAU,0.17,0.185,0.18,,,,,,,,
Aii200finxareit etf unt,FIX,5.09,5.83,5.83,,,,,,,,
Aii200res etf unt,RSR,4.74,4.84,5.28,,,,,,,,
Arafura Resource,ARU,0.42,0.49,0.58,,,,,,,,
Ardent Leisure stp,AAD,1.095,1.125,1.33,,,,,,,,
Ausenco Ltd,AAX,3.31,3.94,4.3,,,,,,,,
Austal Ltd,ASB,2.06,2.08,2.33,,,,,,,,
AWE Ltd,AWE,2.05,2.28,2.42,,,,,,,,
Becton Prop Grp stp,BEC,0.049,0.06,0.071,,,,,,,,
Biota Hldgs,BTA,1.11,1.185,1.33,,,,,,,,
Biotron Ltd,BIT,0.068,0.07,0.085,,,,,,,,
Boart Longyear def,BLYDA,2.71,3.35,-,,,,,,,,
