Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4980.5 at 16:35 21/4/2010  Report at 19:05 Wednesday 21/4/2010. Processed 19:09 Wednesday 21/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,29.5,28.5,25.5,,,,,,,,
Amcor Ltd,AMC,6.63,6.5,6.42,,,,,,,,
Andean Res Ltd,AND,3.45,3.12,2.9,,,,,,,,
APA Grp stp,APA,3.79,3.78,3.61,,,,,,,,
Apollo Min Ltd opt nov11,AONO,0.02,0.015,0.012,,,,,,,,
ASG Grp Ltd,ASZ,1.43,1.41,1.38,,,,,,,,
Aspire Min Ltd,AKM,0.18,0.145,0.115,,,,,,,,
Atlantic Ltd,ATI,0.061,0.049,0.033,,,,,,,,
  opt dec11,ATIO,0.05,0.038,0.023,,,,,,,,
Audax Res,ADX,0.195,0.17,0.175,,,,,,,,
Australand Prop stp  d,ALZDA,2.8,-,-,,,,,,,,
Auto Tech Ltd opt jun11,ATJO,0.011,0.01,0.01,,,,,,,,
Avoca Res,AVO,2.27,2.23,2.05,,,,,,,,
Black Fire Min,BFE,0.215,0.175,0.165,,,,,,,,
  opt jun10,BFEO,0.045,0.03,0.02,,,,,,,,
Brockman Res,BRM,4.05,3.9,3.95,,,,,,,,
Brumby Res opt sep11,BMYOA,0.145,0.125,0.12,,,,,,,,
Bunnings Warehouse unt,BWP,2.05,2,1.975,,,,,,,,
Burleson Energy opt aug10,BURO,0.02,0.018,0.015,,,,,,,,
Buru Energy,BRU,0.35,0.295,0.28,,,,,,,,
Capitol Health opt apr12,CAJO,0.013,0.012,0.012,,,,,,,,
Carnavale Res,CAV,0.32,0.3,0.3,,,,,,,,
  opt feb13,CAVO,0.14,0.11,0.11,,,,,,,,
Carpentaria Exp,CAP,0.63,0.2,0.165,,,,,,,,
  opt jun10,CAPO,0.215,0.004,0.014,,,,,,,,
Centennial Coal,CEY,4.72,4.65,4.48,,,,,,,,
Chesser Res,CHZ,0.35,0.3,0.21,,,,,,,,
Clean Teq Hldgs,CLQ,0.375,0.37,0.36,,,,,,,,
Coalspur Mines,CPL,0.9,0.655,0.54,,,,,,,,
  opt jun11,CPLO,0.76,0.55,0.45,,,,,,,,
Cochlear Ltd,COH,77.12,75.9,73.9,,,,,,,,
Codan Ltd,CDA,1.585,1.41,1.43,,,,,,,,
C'wlth Bank  of Aust ,CBA,60,59.83,57.45,,,,,,,,
Constellation Br cdi  10:1,CBR,1.885,1.82,1.75,,,,,,,,
Cortona Res opt jan12,CRCO,0.135,0.13,0.08,,,,,,,,
CPI Grp Ltd,CPI,0.33,0.32,0.32,,,,,,,,
Equatorial Coal,EQX,0.05,0.03,0.03,,,,,,,,
Erongo Energy,ERN,0.135,0.125,0.08,,,,,,,,
ETFS Metals etfs pd,ETPMPD,59.76,55.92,52.56,,,,,,,,
Fleetwood Corp,FWD,9.74,9.72,9.1,,,,,,,,
Giralia Res NL,GIR,2.64,2.45,2.33,,,,,,,,
Gladiator Res,GLA,0.49,0.415,0.48,,,,,,,,
Golden Cross opt mar11,GCRO,0.005,-,-,,,,,,,,
Hemisphere Res,HEM,0.92,0.86,0.81,,,,,,,,
Hunnu Coal Ltd,HUN,1.28,0.95,0.6,,,,,,,,
iShares Russell 2000  1:1,IRU,78.16,77.94,75.86,,,,,,,,
iShares S&P 500  1:1,IVV,131.2,130.6,130.09,,,,,,,,
iShares S&P MCap 400  1:1,IJH,89.05,87.3,86.69,,,,,,,,
iShares S&P SCap 600  1:1,IJR,68.6,66.97,66.77,,,,,,,,
Ishine Int Res,ISH,0.275,0.25,0.22,,,,,,,,
Karmelsonix Ltd opt jul11,KSXO,0.01,0.006,0.005,,,,,,,,
Leyshon Res,LRL,0.245,0.215,0.2,,,,,,,,
Little World Bev,LWB,2.91,2.76,2.72,,,,,,,,
Medusa Min Ltd,MML,4.52,4.5,4.05,,,,,,,,
Midas Res,MDS,0.135,0.12,0.08,,,,,,,,
  opt may11,MDSOB,0.038,0.03,0.015,,,,,,,,
  opt nov12,MDSOC,0.1,0.074,0.044,,,,,,,,
Mineral Res,MIN,8.8,8.55,7.47,,,,,,,,
