Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4575.8 at 16:46 11/2/2010  Report at 19:05 Thursday 11/2/2010. Processed 19:23 Thursday 11/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Aurora Min Ltd,ARM,1.135,1.07,1.12,,,,,,,,
Ausgold Ltd opt mar13,AUCO,0.05,0.039,-,,,,,,,,
Australand Assets assets,AAZPB,86.52,83.6,85.3,,,,,,,,
Brockman Res,BRM,3.02,2.82,2.97,,,,,,,,
CBH Res Ltd 7.25%cn12,CBHGA,780,756,760,,,,,,,,
Desert Energy,DSN,0.25,0.22,0.18,,,,,,,,
Global Iron Ltd,GFE,0.52,0.39,0.38,,,,,,,,
Healthlinx Ltd,HTX,0.15,0.083,0.093,,,,,,,,
Macq Harbour opt aug12,MHMO,0.25,0.16,0.2,,,,,,,,
Mooter Media Ltd,MMZ,0.018,0.013,0.011,,,,,,,,
OceanaGold Corp cdi,OGC,2.22,2.14,2.19,,,,,,,,
Platina Res opt feb11,PGMO,0.05,0.02,-,,,,,,,,
Seven Network   ,SEV,7.24,6.82,7.09,,,,,,,,
SMS Management,SMX,6.4,6.15,6.29,,,,,,,,
Virax Hldgs cn dec11,VHLG,0.18,0.17,0.14,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Agri Energy Ltd,AAE,0.009,0.01,-,,,,,,,,
Coonawarra Aust unt,CNR,0.1,0.2,0.2,,,,,,,,
Energia Min Ltd,EMX,0.13,0.14,0.155,,,,,,,,
Flat Glass Ind,FGI,0.25,0.29,0.26,,,,,,,,
Geodynamics Ltd,GDY,0.745,0.75,0.8,,,,,,,,
Goldminex Res,GMX,0.32,0.365,0.43,,,,,,,,
India Equities Fund opt aug10,INEO,0.075,0.09,0.1,,,,,,,,
Magnetic Res ctg,MAUCA,0.19,0.22,0.27,,,,,,,,
Marion Energy,MAE,0.077,0.099,0.11,,,,,,,,
Medical Aus Ltd,MLA,0.025,0.03,0.035,,,,,,,,
Minerals Corp def,MSCDC,0.105,0.145,-,,,,,,,,
Torrens Energy opt mar10,TEYO,0.004,0.01,0.025,,,,,,,,
Triton Gold Ltd,TON,0.175,0.185,0.2,,,,,,,,
