Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4733.1 at 16:47 1/12/2009  Report at 19:05 Tuesday 1/12/2009. Processed 19:12 Tuesday 1/12/2009.,,,,,,,,,,,,


,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
A1 Min Ltd,AAM,0.365,0.325,0.34,,,,,,,,
Adultshop Com opt dec11,ASCO,0.004,0.003,0.003,,,,,,,,
Alchemia Ltd rts16decd,ACLR,0.08,-,0.07,,,,,,,,
Automotive Hldgs,AHE,2.44,2.28,2.35,,,,,,,,
BSA Ltd,BSA,0.325,0.305,0.31,,,,,,,,
Carsales Com Ltd,CRZ,4.68,4.64,4.65,,,,,,,,
CGA Min Ltd,CGX,2.25,2.23,2.23,,,,,,,,
Chalice Gold Mines,CHN,0.645,0.59,0.595,,,,,,,,
Coca-Cola Amatil,CCL,11.02,10.76,10.76,,,,,,,,
Commstrat Ltd,COJ,0.01,0.006,0.006
Ezenet Ltd,EZE,0.036,0.035,0.035
Frontier Res opt dec10,FNTO,0.016,0.014,0.014
Headline Grp Ltd,HLD,0.215,0.15,0.16
Healthscope Ltd,HSP,4.98,4.9,4.93
Indophil Res,IRN,1.22,1.14,1.14
IOOF Hldgs Ltd,IFL,5.97,5.7,5.88
Lend Lease Primelife stpld,LLP,0.345,0.305,0.305
Malagasy Min,MGY,0.1,0.085,0.085
Mark Sensing,MPI,0.035,0.034,0.034
Matrix C & E Ltd,MCE,1.59,1.5,1.53
Morning Star Gold,MCO,0.4,0.35,0.36
  opt mar10,MCOOB,0.28,0.24,0.25
Nkwe Platinum opt aug11,NKPO,0.25,0.2,0.24
Premier Invest,PMV,8.84,8.78,8.78
Resolute Min 12% cn12,RSGG,1.165,1.16,1.16
Resource And Invest,RNI,0.09,0.055,0.06
Sabre Res,SBR,0.65,0.6,0.61
  opt jan10,SBRO,0.2,0.18,0.18
Tasmania Mines,TMM,1.11,1.1,1.1
Tiaro Coal Ltd,TCM,0.3,0.185,0.23
Western Uranium,WTN,0.39,0.36,0.38
  opt jun10,WTNO,0.175,0.155,0.17
New Yearly Lows,,,,
Acuvax Ltd,ACU,0.014,0.018,0.017
Alcyone Res Ltd,AYN,0.041,0.044,0.044
Babcock & Br Infr stp d,BBIDA,3.84,4.04,3.9
Cityview Corp,CVI,0.003,0.004,0.004
Cypress Lakes Grp,CLK,0.005,0.007,0.006
Engin Ltd,ENG,0.62,0.85,0.85
Enterprise Metals opt jun12,ENTO,0.1,0.16,0.15
Kathmandu Hldgs,KMD,1.665,1.67,1.67
Ord River Res rts 08dec,ORDR,0.003,-,0.004
Somnomed Ltd def,SOMDA,0.96,1,1
Western Desert Res rts 07dec,WDRR,0.115,0.13,0.13
