ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4135.5 at 2012-06-29T16:42:06. Report at Friday, June 29, 2012. Processed Saturday at 2012-06-30T01:00:08+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
1300 Smiles,ONT,6.10,5.74,5.29,,
Aust Infrastructure Fd unt,AIX,2.57,2.39,2.35,,
Coalworks,CWK,1.01,.997,1.004,,
C'wlth Bank  of Aust,CBA,53.80,52.37,53.09,,
Finbar Grp,FRI,1.075,1.025,.95,,
McMillan Shakespeare,MMS,11.82,11.75,11.19,,
Newfield Res,NWF,.265,.25,-,,
Quest Invest,QST,.15,.087,.081,,
Ramsay Health Care,RHC,22.76,22.20,21.79,,
Resource And Invest opt may13,RNIO,.15,.061,.09,,
SPDR Prop Fund etf unt,SLF,8.14,8.04,8.09,,
Yancoal Aust def,YALN,2.51,-,-,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
3D Res,DDD,.025,.03,.029,,
A'asian Resources,ARH,.105,.12,.135,,
Adelaide Res,ADN,.049,.052,.059,,
All 200 Energy etf unt,ENY,11.83,12.71,12.34,,
Alacer Gold cdi,AQG,4.66,5.53,4.95,,
Alkane Res,ALK,.735,.805,.88,,
APN News & Media,APN,.62,.695,.73,,
Aquarius Platinum,AQP,.655,.732,1.05,,
Ark Mines,AHK,.08,.09,.11,,
Artemis Res,ARV,.01,.012,.016,,
AusQuest,AQD,.028,.032,.044,,
Aust Ethical,AEF,17.58,18.00,18.80,,
Austal,ASB,1.52,1.60,1.73,,
Azure Minerals,AZS,.015,.016,.021,,
Bannerman Res,BMN,.11,.13,.13,,
BetaShares Crude Oil etf unt,OOO,42.54,42.65,47.79,,
Bionomics,BNO,.25,.26,.305,,
Biota Hldgs,BTA,.685,.71,.74,,
Blue Energy,BUL,.055,.058,.06,,
Breakaway Res,BRW,.014,.016,.025,,
Bulletin Res,BNR,.075,.08,.086,,
Cadence Capital opt sep12,CDMO,.01,.031,.039,,
Carbon Energy,CNX,.066,.069,.069,,
Cardia Bioplastics,CNN,.003,.004,.004,,
Carnegie Wave Energy,CWE,.025,.028,.035,,
Cellnet Grp,CLT,.15,.205,.156,,
Centrex Metals,CXM,.18,.185,.225,,
Clancy Explore,CLY,.018,.022,.032,,
Coppermoly,COY,.026,.032,.038,,
County Coal,CCJ,.33,.38,.37,,
Cuesta Coal,CQC,.09,.115,.12,,
Cullen Res,CUL,.018,.023,.025,,
Delecta,DLC,.005,.006,.007,,
Digga Aust Mining Fd etf unt,DGA,2.48,2.59,2.57,,
Dyesol,DYE,.105,.125,.12,,
Dynasty Metals,DMA,.086,.105,.115,,
East Africa Res,EAF,.044,.054,.065,,
Eastern Iron,EFE,.04,.043,.056,,
Endocoal,EOC,.255,.27,.27,,
Energy Ventures,EVE,.017,.023,.021,,
eServGlobal,ESV,.175,.215,.215,,
ETFS Physical Silver,ETPMAG,25.51,26.20,27.19,,
Fairstar Res,FAS,.013,.017,.023,,
Falcon Minerals,FCN,.027,.035,.05,,
Ferrowest,FWL,.036,.05,.078,,
Fiducian Portfolio,FPS,.97,.985,.99,,
Firestrike Res,FIE,.07,.10,.14,,
Firstfolio,FFF,.014,.015,.022,,
FKP Prop Grp stp,FKP,.367,.39,.475,,
GBM Rsources opt jun13,GBZOA,.006,.008,.011,,
Grandbridge,GBA,.05,.06,.06,,
Great Western Expl,GTE,.155,.175,.18,,
Greenearth Energy,GER,.038,.043,.045,,
GRG Int'l,GRG,.07,.075,.09,,
Hodges Res,HDG,.135,.14,.15,,
Hyperion Flagship,HIP,1.06,1.07,1.10,,
Impact Minerals,IPT,.023,.03,.026,,
Imugene,IMU,.007,.011,.009,,
Kathmandu Hldgs,KMD,.965,1.07,1.105,,
Kingsgate Cons,KCN,4.54,5.06,4.92,,
Leyshon Res,LRL,.165,.17,.17,,
Magnetic Res,MAU,.073,.077,.09,,
Marmota Energy,MEU,.032,.033,.036,,
MEC Res,MMR,.085,.094,.105,,
Merricks Capital,MEF,.45,.53,.61,,
