Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4972.9 at 16:33 9/4/2010  Report at 19:05 Friday 9/4/2010. Processed 19:16 Friday 9/4/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Alpha Financial Prod ser1frn12,AFPHA,28,25.5,25.5,,,,,,,,
Altera Res Ltd,AEA,0.31,0.26,0.26,,,,,,,,
Ampella Min,AMX,1.535,1.33,1.39,,,,,,,,
ANZ Banking Grp pref,ANZPA,103.15,102,101.75,,,,,,,,
Aspire Min Ltd,AKM,0.13,0.1,0.115,,,,,,,,
Augustus Min,AUJ,0.41,0.39,0.37,,,,,,,,
Aurox Res 7%cnjun10,AXOG,0.955,0.95,0.95,,,,,,,,
Ausdrill Ltd,ASL,2.34,2.256,2.256,,,,,,,,
Azumah Res,AZM,0.5,0.39,0.39,,,,,,,,
BC Iron Ltd,BCI,1.93,1.69,1.65,,,,,,,,
Blackmores Ltd,BKL,23.25,22.45,22.35,,,,,,,,
Bunnings Warehouse unt,BWP,1.98,1.975,1.975,,,,,,,,
Carbine Res,CRB,0.37,0.3,0.32,,,,,,,,
  opt jul11,CRBO,0.2,0.17,0.18,,,,,,,,
Castle Min,CDT,0.475,0.42,0.43,,,,,,,,
Catalyst Metals,CYL,0.13,0.125,0.125,,,,,,,,
Centennial Coal,CEY,4.66,4.48,4.48,,,,,,,,
Coal & Allied Ind   7% cum pf,CNAPA,1.23,1.023,1.023,,,,,,,,
Coalspur Mines,CPL,0.585,0.54,0.54,,,,,,,,
  opt jun11,CPLO,0.48,0.45,0.45,,,,,,,,
Cochlear Ltd,COH,74.36,73.89,73.9,,,,,,,,
C'wlth Bank  of Aust  perls v,CBAPA,209.9,209.5,209.5,,,,,,,,
  perls iv,CBAPB,196,194.1,194,,,,,,,,
Cooper Energy Ltd,COE,0.575,0.57,0.57,,,,,,,,
Dyesol Ltd,DYE,1.18,1,1.07,,,,,,,,
Early Learning Serv,ELY,0.685,0.55,0.51,,,,,,,,
Falcon Min Ltd,FCN,0.305,0.255,0.255,,,,,,,,
Ferrum Crescent,FCR,0.23,0.17,0.195,,,,,,,,
Gindalbie Metals,GBG,1.39,1.28,1.28,,,,,,,,
Gloucester Coal,GCL,12.36,10.2,10.35,,,,,,,,
Gryphon Min Ltd,GRY,0.76,0.585,0.585,,,,,,,,
Iluka Res,ILU,4.94,4.55,4.52,,,,,,,,
IOOF Hldgs Ltd,IFL,7.16,6.9,7.11,,,,,,,,
Kathmandu Hldgs,KMD,1.945,1.9,1.925,,,,,,,,
Little World Bev,LWB,2.76,2.72,2.72,,,,,,,,
Macarthur Coal,MCC,16.03,14.92,14.5,,,,,,,,
Midas Res,MDS,0.088,0.06,0.08,,,,,,,,
  opt may11,MDSOB,0.02,0.011,0.015,,,,,,,,
  opt nov12,MDSOC,0.05,0.03,0.044,,,,,,,,
New Age Exploration rts 16apr,NAER,0.002,0.001,0.001,,,,,,,,
Newport Min Ltd,NMN,0.6,0.51,0.48,,,,,,,,
Northern Energy,NEC,1.6,1.345,1.33,,,,,,,,
NT Res Ltd,NTR,0.25,0.23,0.23,,,,,,,,
Nucoal Res NL,NCR,0.325,0.26,0.27,,,,,,,,
Oohmedia Grp Ltd,OOH,0.13,0.12,0.115,,,,,,,,
Overseas & Gen cdi,OGL,0.135,0.1,0.11,,,,,,,,
Papillon Res Ltd,PIR,0.14,0.095,0.12,,,,,,,,
  opt dec12,PIROA,0.043,0.033,0.033,,,,,,,,
PharmAust Ltd,PAA,0.085,0.059,0.053,,,,,,,,
Phileo Aust,PHI,1.35,1.23,1.3,,,,,,,,
Platina Res opt feb11,PGMO,0.06,0.035,0.035,,,,,,,,
Rawson Res,RAW,0.14,0.125,0.125,,,,,,,,
Rialto Energy,RIA,0.38,0.18,0.18,,,,,,,,
  opt jun11,RIAO,0.07,0.05,0.05,,,,,,,,
Ridley Corp,RIC,1.25,1.15,1.15,,,,,,,,
Riversdale Min,RIV,10.1,9.43,9.43,,,,,,,,
Royal Res opt oct11,ROYO,0.18,0.135,0.16,,,,,,,,
Rubianna Res Ltd,RRE,0.325,0.275,0.275,,,,,,,,
Saunders Intl Ltd,SND,0.47,0.39,0.39,,,,,,,,
Sthn Uranium,SNU,0.23,0.175,0.16,,,,,,,,
Texon Pet Ltd,TXN,0.545,0.445,0.445,,,,,,,,
Tishman Speyer unt,TSO,0.48,0.435,0.435,,,,,,,,
Victorian Gold Mines opt mar14,VGMO,0.04,-,-,,,,,,,,
Westside Corp,WCL,0.85,0.555,0.585,,,,,,,,
Whitehaven Coal,WHC,5.83,5.35,5.33,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Azure Min,AZS,0.034,0.035,0.035,,,,,,,,
Bluglass Ltd,BLG,0.11,0.125,0.125,,,,,,,,
Eldore Min opt dec12,EDMOA,0.007,-,-,,,,,,,,
Gateway Min,GML,0.04,0.045,0.045,,,,,,,,
Greenpower Enrgy,GPP,0.064,0.08,0.08,,,,,,,,
Medic Vision Ltd,MVH,0.017,0.018,0.018,,,,,,,,
Mintails Ltd,MLI,0.025,0.029,0.029,,,,,,,,
Reverse Corp Ltd,REF,0.15,0.16,0.16,,,,,,,,
Viridis Clean stp,VIR,0.055,0.081,0.086,,,,,,,,
