ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 5730.0 at 2015-05-15T16:43:06. Report at Friday, May 15, 2015. Processed Saturday at 2015-05-16T01:00:12+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Acuvax,ACU,.215,.025,.025,,
Adacel Tech,ADA,.615,.40,.43,,
Allegra Orthopaedics,AMT,.175,.14,.15,,
Amalgamated Hldgs,AHD,13.00,12.85,12.60,,
AMP Capital China unt,AGF,1.66,1.54,1.565,,
AP Eagers,APE,9.33,9.12,9.00,,
ARB Corp,ARB,13.95,12.92,13.00,,
Aurizon Hldgs,AZJ,5.19,5.04,5.04,,
AusQuest opt apr18,AQDOA,.01,.007,-,,
Automotive Hldgs,AHG,4.59,4.37,4.33,,
Blackmores,BKL,70.00,69.55,63.80,,
CAQ Holdings,CAQ,.25,.097,.097,,
Catapult Grp Intl,CAT,1.07,.91,.91,,
CML Grp 9% cn,CGRG,1.025,1.01,1.01,,
Cover-More Grp,CVO,2.47,2.32,2.255,,
Drake Res opt aug17,DRKOB,.002,.001,.001,,
ENV Clean Tech opt jul17,ESIOA,.009,.007,.008,,
  opt jul17,ESIOB,.008,.006,.007,,
Eureka Gold Hldgs,EGH,.505,.46,.49,,
Fortunis Recources,FOT,.37,.35,.35,,
GUD Hldgs,GUD,9.05,8.16,8.86,,
Hansen Tech,HSN,2.55,2.28,2.44,,
iShares S&P 500 etf unt,IHVV,265.60,264.20,264.65,,
JB Hi-Fi,JBH,21.56,20.19,19.69,,
Lonestar Res def,LNRDA,9.75,-,-,,
Lovisa Hldgs,LOV,3.30,3.20,3.20,,
Newhaven Hotels,NHH,1.045,.92,.92,,
Premier Invest,PMV,13.93,13.69,13.39,,
Pro Medicus,PME,2.05,1.94,1.762,,
QBE Insurance Grp,QBE,14.66,14.13,14.28,,
RCG Corp,RCG,1.21,1.105,1.17,,
Rhinomed,RNO,.055,.026,.031,,
  opt apr17,RNOOA,.022,.009,.013,,
Site Grp Int'l,SIT,.35,.30,.32,,
SpeedCast Intl,SDA,2.95,2.73,2.80,,
Straits Resources,SRQ,.01,.008,.007,,
Super Retail Grp,SUL,10.66,10.20,10.47,,
Theta Asset Mgt acbcllc20,YTMLL1,110.45,-,-,,
  acbcwes20,YTMWE1,109.20,-,-,,
Western Mining,WMN,.51,.405,.38,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
A-Cap Res,ACB,.035,.039,.038,,
Adcorp Aust,AAU,.035,.04,.043,,
Anchor Res,AHR,.043,.047,.08,,
ANZ Banking Grp cap note2,ANZPE,96.66,96.75,97.361,,
Applabs Tech,ALA,.125,.14,.14,,
Aust Pacific Coal,AQC,.003,.004,.004,,
Calibre Grp,CGH,.20,.225,.215,,
Cape Lambert Res,CFE,.033,.035,.034,,
Challenger cap note,CGFPA,96.75,97.50,98.00,,
Circadian Tech,CIR,.135,.155,.15,,
eBet,EBT,3.25,3.59,3.60,,
Energy Action,EAX,1.11,1.98,1.78,,
Estrella Res,ESR,.003,.005,.005,,
Fonterra S/H Fund ord unt,FSF,4.56,4.82,4.95,,
Inventis,IVT,.004,.011,.011,,
KIM Diamonds,KDL,.059,.065,.068,,
Macquarie Bank inc sec,MBLHB,76.751,77.25,77.80,,
MMA Offshore,MRM,.55,.635,.605,,
NAOS Absolute Opp,NAC,.925,.955,.98,,
New Hope Corp,NHC,1.995,2.14,2.14,,
Royalco Res,RCO,.14,.18,.18,,
Sheffield Res,SFX,.59,.72,.70,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
