ROLLING YEAR RECORDS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"XAO 4996.6 at 2013-08-07T16:58:06. Report at Wednesday, August 7, 2013. Processed Friday at 2013-08-09T11:05:51+10:00.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
CompanyName,ASXCode,NewHigh,LastWk[1],LastMth[2],,
,
Academies A'asia,AKG,.885,.84,.84,,
Aristocrat Leisure,ALL,4.63,4.485,4.48,,
Asian Masters Fund,AUF,1.12,1.10,1.09,,
Aust Foundation,AFI,6.07,5.85,5.77,,
Aust Infrastructure Fd,AIX,.015,.013,.014,,
Calliden Grp,CIX,.39,.365,.365,,
Cedar Woods Prop,CWP,6.04,5.90,5.70,,
eBet,EBT,1.90,1.84,1.84,,
E-Pay Asia,EPY,.25,.215,.20,,
Global Res Masters Fd,GRF,1.65,1.60,1.61,,
Guinness Peat cdi,GPG,.51,.495,.485,,
iShares Glb Telecom cdi,IXP,69.33,68.63,68.63,,
Magellan Flagship opt oct17,MFFO,.48,.435,.42,,
NAOS Emerging Opp opt feb15,NCCO,.12,.11,.10,,
Saunders Int'l,SND,.93,.86,.87,,
Steadfast Group def,SDF,1.47,1.452,-,,
Swala Energy,SWE,.255,.23,.195,,
21st Century Fox b voting,FOX,35.50,34.585,33.85,,
United Overseas Aust,UOS,.59,.54,.54,,
Villa World Grp,VLW,1.42,1.40,1.30,,
Wolf Minerals,WLF,.355,.34,.34,,
,
CompanyName,ASXCode,NewLow,LastWk[1],LastMth[2],,
,
A,AQOO,.005,.01,.01,,
Aphrodite Gold,AQQ,.022,.024,.024,,
Artemis Res rts16augd,ARVR,.001,.002,-,,
AGB Jun14,GSBK14,104.264,-,-,,
AGIB Sep30,GSIQ30,121.66,-,-,,
BetaShares Agriculture etf unt,QAG,10.65,10.94,10.99,,
CuDECO,CDU,1.48,1.57,1.57,,
ENV Clean Tech,ESI,.006,.007,.007,,
Metallica Min,MLM,.08,.088,.086,,
MetroCoal,MTE,.04,.049,.048,,
Nexus Energy,NXS,.073,.081,.075,,
Nyota Minerals,NYO,.007,.009,.009,,
Orecorp,ORR,.062,.08,.08,,
Paladin Energy,PDN,.66,.915,.86,,
Potash West opt mar15,PWNO,.022,.025,.025,,
Red Fork Energy,RFE,.39,.42,.40,,
Red Gum Res,RGX,.022,.025,.027,,
Solimar Energy,SGY,.01,.012,.012,,
Stratum Metals,SXT,.09,.10,.099,,
Triple Energy,TNP,.009,.011,.01,,
Water Res Grp,WRG,.004,.005,.005,,
Watpac,WTP,.485,.515,.525,,
Zeta Pet cdi,ZTA,.008,.009,.009,,
,
[1] high/low in the previous calendar week [2] high/low in the previous calendar month,
