Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4771.9 at 16:36 22/1/2010  Report at 19:05 Friday 22/1/2010. Processed 19:34 Friday 22/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
ANZ Banking Grp pref,ANZPA,100.05,100,99.98,,,,,,,,
Artemis Res opt jun11,ARVOB,0.045,0.036,0.04,,,,,,,,
Batavia Min opt jun12,BTVO,0.095,0.08,0.075,,,,,,,,
Biotron Ltd optdec11d,BITO,0.035,-,-,,,,,,,,
Carbine Res,CRB,0.15,0.135,0.13,,,,,,,,
CBH Res Ltd 7.25%cn12,CBHGA,760,755,570,,,,,,,,
Compumedics Ltd,CMP,0.265,0.19,0.19,,,,,,,,
Coventry Grp,CYG,2.5,2.45,2.3,,,,,,,,
Dourado Res Ltd,DUO,0.26,0.205,0.235,,,,,,,,
Embelton Ltd,EMB,4.75,4.6,4.6,,,,,,,,
Gale Pacific Ltd,GAP,0.205,0.14,0.15,,,,,,,,
Generator Income gennote2,GINHA,60,57.25,53,,,,,,,,
Indo Mines Ltd,IDO,0.37,0.36,0.2,,,,,,,,
Ironclad Min,IFE,1.4,1.135,0.8,,,,,,,,
Lodestar Min,LSR,0.115,0.1,0.095,,,,,,,,
Magnetic Res,MAU,0.59,0.44,0.2,,,,,,,,
OBJ Ltd,OBJ,0.054,0.037,0.032,,,,,,,,
  opt dec10,OBJO,0.043,0.026,0.02,,,,,,,,
Orocobre Ltd,ORE,2.15,1.45,1.3,,,,,,,,
PaperlinX Sps Tr pref,PXUPA,61.001,57.653,58.75,,,,,,,,
Paragon Care Ltd,PGC,0.033,0.029,0.025,,,,,,,,
PPK Grp Ltd,PPK,0.475,0.46,0.415,,,,,,,,
Stirling Products opt jun10,STIOA,0.005,0.001,0.002,,,,,,,,
Tiger Res,TGS,0.305,0.275,0.205,,,,,,,,
Webjet Ltd,WEB,2.38,2.24,2,,,,,,,,
Wilson Htm Invest,WIG,2,1.9,1.9,,,,,,,,
Zimplats Hldgs,ZIM,12.55,12.2,11.6,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Biotron Ltd optdec11d,BITO,0.025,-,-,,,,,,,,
Coretrack Ltd opt feb10,CKKO,0.02,0.07,0.06,,,,,,,,
Energia Min Ltd,EMX,0.155,0.19,0.2,,,,,,,,
Forest Enterprises,FEA,0.065,0.07,0.066,,,,,,,,
ITL Ltd,ITD,0.06,0.062,0.072,,,,,,,,
Media Grp Int Ltd,MUI,0.011,0.017,0.015,,,,,,,,
Mithril Res opt sep11,MTHO,0.065,0.075,0.093,,,,,,,,
Myer Hldgs Ltd,MYR,3.43,3.54,3.63,,,,,,,,
Rubianna Res Ltd,RRE,0.21,0.23,0.225,,,,,,,,
Westoz Inv Ltd opt jun12,WICO,0.1,0.15,0.155,,,,,,,,
