Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4889.8 at 16:35 4/1/2010  Report at 19:05 Monday 4/1/2010. Processed 20:56 Monday 4/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
Gloucester Coal,GCL,9.2,9.18,9.18,,,,,,,,
Healthscope Ltd,HSP,5.17,5.14,5.14,,,,,,,,
Hillgrove Res Ltd,HGO,0.45,0.44,0.44,,,,,,,,
Horizon Oil Ltd,HZN,0.39,0.37,0.37,,,,,,,,
IMX Res Ltd,IXR,0.46,0.425,0.425,,,,,,,,
Inventis Ltd,IVT,0.099,0.071,0.071,,,,,,,,
Ironclad Min,IFE,1.16,0.8,0.8,,,,,,,,
iShares MSCI SKorea cdi 1:1,IKO,54.2,53.62,53.62,,,,,,,,
iShares S&P Asia 50 cdi 1:1,IAA,45.54,44.7,44.92,,,,,,,,
K & S Corp,KSC,3.05,2.97,3,,,,,,,,
Kasbah Res,KAS,0.083,0.074,0.074,,,,,,,,
Leighton Hldgs,LEI,39,38.47,38.47,,,,,,,,
Macarthur Coal,MCC,11.3,11.25,11.25,,,,,,,,
Magellan Fin Grp,MFG,0.93,0.92,0.92,,,,,,,,
Magellan Flagship,MFF,0.65,0.64,0.64,,,,,,,,
MAP Grp forus,MAP,3.08,3.04,3.04,,,,,,,,
Matrix C & E Ltd,MCE,2.25,2.05,2.05,,,,,,,,
Milton Corp,MLT,18.35,18.29,18.29,,,,,,,,
Mirrabooka Invest,MIR,2.19,2.15,2.15,,,,,,,,
Monadelphous Grp,MND,14.92,14.49,14.49,,,,,,,,
Monax Min Ltd opt nov11,MOXO,0.032,0.03,0.03,,,,,,,,
Multiplex Sites sites,MXUPA,86.9,86.2,86.2,,,,,,,,
Murchison Metals,MMX,2.78,2.53,2.53,,,,,,,,
NRW Hldgs Ltd,NWH,2.09,2,2,,,,,,,,
OM Hldgs Ltd,OMH,2.05,1.99,1.99,,,,,,,,
Panax Geothermal opt dec11,PAXO,0.048,0.045,0.045,,,,,,,,
REA Grp,REA,9.78,9.7,9.7,,,,,,,,
Reed Res Ltd,RDR,0.74,0.67,0.67,,,,,,,,
Rivercity Motorway stpld,RCY,0.275,0.25,0.25,,,,,,,,
Rocklands Rich,RCI,0.47,0.45,0.45,,,,,,,,
Seek Ltd,SEK,7.03,6.95,6.96,,,,,,,,
Sirtex Medical,SRX,8,7.75,7.75,,,,,,,,
Skywest Airlines cdi 1:1,SXR,0.3,0.28,0.29,,,,,,,,
Sonic Healthcare,SHL,15.64,15.44,15.44,,,,,,,,
Tandou Ltd,TAN,0.4,0.36,0.36,,,,,,,,
Ten Network Hldgs,TEN,1.67,1.665,1.665,,,,,,,,
The Reject Shop,TRS,14.49,14.2,14.28,,,,,,,,
Tiaro Coal Ltd,TCM,0.39,0.37,0.37,,,,,,,,
Tower Ltd fpo nz,TWR,1.63,1.625,1.625,,,,,,,,
Trafford Res,TRF,1.045,0.8,0.8,,,,,,,,
United Min,UMC,1.285,1.28,1.28,,,,,,,,
Verus Invest,VIL,0.041,0.038,0.04,,,,,,,,
Virgin Blue Hldgs,VBA,0.6,0.59,0.59,,,,,,,,
WAM Active Ltd,WAA,1.06,1.01,1.03,,,,,,,,
Webjet Ltd,WEB,2.08,2,2,,,,,,,,
Wesfarmers Ltd,WES,31.8,31.5,31.5,,,,,,,,
  part prot,WESN,31.82,31.5,31.5,,,,,,,,
Whitehaven Coal,WHC,5.44,5.23,5.23,,,,,,,,
Wotif Com Hldgs,WTF,7.19,7.01,7.01,,,,,,,,
Wridgways Aust,WWA,2.91,2.9,2.9,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Aust Gold Invest,AGV,0.024,0.035,0.03,,,,,,,,
Aviva Corp,AVA,0.056,0.061,0.061,,,,,,,,
Biopharmica Ltd opt may10,BPHO,0.01,0.011,0.011,,,,,,,,
Kathmandu Hldgs,KMD,1.57,1.615,1.6,,,,,,,,
Smarttrans Hldgs,SMA,0.005,0.006,0.006,,,,,,,,
