Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4889.8 at 16:35 4/1/2010  Report at 19:05 Monday 4/1/2010. Processed 20:56 Monday 4/1/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Amcom Telecomm,AMM,0.285,0.28,0.28,,,,,,,,
Amcor Ltd,AMC,6.34,6.25,6.29,,,,,,,,
Apollo Gas Ltd,AZO,0.7,0.675,0.675,,,,,,,,
Aquarius Platinum,AQP,7.47,7.45,7.45,,,,,,,,
Aquila Res,AQA,11.38,11.34,11.34,,,,,,,,
Ardent Leisure Grp stp,AAD,1.77,1.735,1.735,,,,,,,,
Augur Res Ltd,AUK,0.135,0.12,0.12,,,,,,,,
Aurora Min Ltd,ARM,0.82,0.74,0.79,,,,,,,,
Austin Engineer,ANG,3.47,3.21,3.21,,,,,,,,
Batavia Min,BTV,0.19,0.175,0.175,,,,,,,,
  opt jun12,BTVO,0.08,0.075,0.075,,,,,,,,
Buxton Res Ltd,BUX,0.075,0.069,0.07,,,,,,,,
Campbell Brothers,CPB,30.91,30.09,30.09,,,,,,,,
Cochlear Ltd,COH,69.74,69.72,69.72,,,,,,,,
Codan Ltd,CDA,1.05,1.025,1.03,,,,,,,,
Computershare Ltd,CPU,11.57,11.5,11.5,,,,,,,,
Cortona Res opt jan12,CRCO,0.045,0.04,0.04,,,,,,,,
CSG Ltd,CSV,2.26,2.16,2.16,,,,,,,,
Discovery Metals,DML,0.635,0.61,0.62,,,,,,,,
Djerriwarrh Invest,DJW,4.67,4.65,4.65,,,,,,,,
Domino Pizza Enterpr,DMP,5.5,5.49,5.49,,,,,,,,
Elders Ltd def,ELDDA,1.62,1.58,1.58,,,,,,,,
Epsilon Energy,EPS,0.12,0.089,0.095,,,,,,,,
Gindalbie Metals,GBG,1.1,1.08,1.08,,,,,,,,
Globe Intl,GLB,0.525,0.5,0.5,,,,,,,,
