Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4504.1 at 16:37 24/6/2010  Report at 19:05 Thursday 24/6/2010. Processed 21:14 Thursday 24/6/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
ADX Energy Ltd,ADX,0.245,0.195,0.197,,,,,,,,
Dragon Min Ltd 10% cn11,DRAG,1.049,1.045,1.03,,,,,,,,
ETFS Metals etfs ag,ETPMAG,23.21,21.44,22.17,,,,,,,,
Halcyon Sec hlcnte10,HLCHA,99.35,99.25,99,,,,,,,,
Montezuma Min Co,MZM,0.39,0.34,0.36,,,,,,,,
Multiplex Prime Ppty ctg def,MAFDA,0.85,-,-,,,,,,,,
Orion Metals Ltd opt feb11,ORMO,0.013,0.012,0.011,,,,,,,,
Perseus Min Ltd,PRU,2.48,2.35,2.26,,,,,,,,
Riversdale Min,RIV,11.35,10.95,9.56,,,,,,,,
Viagold Capital,VIA,0.395,0.385,0.36,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Allied Brands Ltd,ABQ,0.027,0.032,0.071,,,,,,,,
Astro Res NL,ARO,0.004,0.005,0.005,,,,,,,,
Aust Pharmaceutical,API,0.41,0.445,0.44,,,,,,,,
Austock Grp Ltd,ACK,0.14,0.15,0.195,,,,,,,,
AWE Ltd,AWE,1.815,2.03,1.915,,,,,,,,
AXG Min Ltd,AXC,0.016,0.019,0.019,,,,,,,,
Bannerman Res,BMN,0.275,0.305,0.305,,,,,,,,
Bauxite Resource,BAU,0.225,0.24,0.265,,,,,,,,
Becton Prop Grp stp,BEC,0.042,0.046,0.048,,,,,,,,
Benitec Ltd opt apr14,BLTO,0.006,0.008,0.011,,,,,,,,
Biodiem Ltd,BDM,0.08,0.11,0.11,,,,,,,,
Black Range Min,BLR,0.026,0.03,0.032,,,,,,,,
Blaze Intl,BLZ,0.005,0.007,0.006,,,,,,,,
Byte Power Grp,BPG,0.002,0.003,0.004,,,,,,,,
Cbio Ltd,CBZ,0.265,0.28,0.3,,,,,,,,
CEC Grp Ltd,CEG,0.065,0.084,0.085,,,,,,,,
Challenger Winetr unt,CWT,0.18,0.215,0.255,,,,,,,,
Comet Ridge Ltd,COI,0.155,0.18,0.19,,,,,,,,
Cullen Res,CUL,0.036,0.037,0.037,,,,,,,,
Deep Yellow Ltd,DYL,0.14,0.145,0.145,,,,,,,,
Devine Ltd,DVN,0.23,0.25,0.25,,,,,,,,
Digislide Hldgs,DGI,0.15,0.18,0.22,,,,,,,,
Elders Ltd,ELD,0.33,0.815,0.955,,,,,,,,
Endocoal Ltd,EOC,0.38,0.45,0.4,,,,,,,,
FSA Grp Ltd,FSA,0.28,0.31,0.305,,,,,,,,
Gleneagle Gold,GLN,0.016,0.018,0.019,,,,,,,,
Gulf Res opt jun11,GLFO,0.001,0.005,0.005,,,,,,,,
Helicon Grp,HCG,0.015,0.018,0.023,,,,,,,,
