Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4677.1 at 16:38 20/9/2010  Report at 19:05 Monday 20/9/2010. Processed 19:16 Monday 20/9/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
Exco Res Ltd,EXS,0.575,0.55,0.54,,,,,,,,
Fleetwood Corp,FWD,11.12,10.53,10.13,,,,,,,,
Global Prop,GPB,2.13,1.99,1.5,,,,,,,,
Guildford Coal,GUF,0.425,0.415,0.345,,,,,,,,
Imdex Ltd,IMD,1.05,0.985,0.89,,,,,,,,
iShares MSCI HK,IHK,18.61,18.45,18.23,,,,,,,,
Kingsgate Cons,KCN,12.09,11.75,10.22,,,,,,,,
Linc Energy Ltd,LNC,1.93,1.805,1.889,,,,,,,,
Liontown Res,LTR,0.094,0.083,0.07,,,,,,,,
Lycopodium Ltd,LYL,4.35,4.24,3.8,,,,,,,,
M2 Telecommun,MTU,2.25,2.17,2.05,,,,,,,,
MAC Services (The),MSL,3.25,3.14,2.92,,,,,,,,
Macq Atlas Roads stp,MQA,1.5,1.475,1.335,,,,,,,,
Malagasy Min,MGY,0.275,0.245,0.089,,,,,,,,
Medic Vision Ltd,MVH,0.091,0.083,0.064,,,,,,,,
Mesoblast Ltd,MSB,2.5,2.46,1.99,,,,,,,,
Millennium Min opt feb13,MOYOA,0.012,0.009,0.007,,,,,,,,
Mitchell Comms,MCU,1.26,1.25,1.25,,,,,,,,
Nexus Energy Ltd,NXS,0.43,0.405,0.395,,,,,,,,
Olympus Pacific Min,OYM,0.5,0.46,0.385,,,,,,,,
Pac Niugini Ltd,PNR,0.34,0.3,0.25,,,,,,,,
Papillon Res Ltd opt dec12,PIROA,0.175,0.17,0.135,,,,,,,,
Perseus Min Ltd,PRU,3.28,3.1,2.9,,,,,,,,
Platina Res opt feb11,PGMO,0.09,0.082,0.07,,,,,,,,
Preferred Capital perls iii,PCAPA,189.7,188,182,,,,,,,,
Resolute Min,RSG,1.43,1.345,0.92,,,,,,,,
  12% cn12,RSGG,1.35,1.34,0.9,,,,,,,,
  opt dec11,RSGO,0.82,0.74,0.38,,,,,,,,
Saracen Min,SAR,0.585,0.58,0.485,,,,,,,,
Sihayo Gold Ltd,SIH,0.195,0.19,0.175,,,,,,,,
  opt jan11,SIHO,0.045,0.04,0.028,,,,,,,,
Silver Mines Ltd,SVL,0.2,0.195,0.17,,,,,,,,
  opt may11,SVLO,0.094,0.085,0.07,,,,,,,,
Sunset Energy Ltd opt jun12,SEYO,0.027,0.026,0.025,,,,,,,,
Talga Gold Ltd,TLG,0.27,0.25,0.255,,,,,,,,
Technology One,TNE,1,0.96,0.895,,,,,,,,
The Reject Shop,TRS,17.86,17.8,16.95,,,,,,,,
Troy Res NL,TRY,3.2,3.08,2.69,,,,,,,,
Vocus Comms Ltd,VOC,0.75,0.72,0.7,,,,,,,,
Webfirm Grp Ltd,WFM,0.195,0.19,0.165,,,,,,,,
White Energy Co,WEC,3.91,3.83,3.71,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Allied Brands Ltd,ABQ,0.014,0.016,0.027,,,,,,,,
Aurora Funds Ltd,AFV,1.55,1.6,1.56,,,,,,,,
Carpathian Res,CPN,0.019,0.02,0.025,,,,,,,,
Cauldron Energy,CXU,0.2,0.21,0.215,,,,,,,,
Mayan Iron Corp,MYN,0.155,0.16,0.175,,,,,,,,
Phylogica Ltd,PYC,0.05,0.051,0.056,,,,,,,,
Probiotec Ltd,PBP,1.04,1.06,1.22,,,,,,,,
Pulse Health Ltd,PHG,0.038,0.042,0.045,,,,,,,,
Viridis Clean Energy unt,VIR,0.022,0.025,0.052,,,,,,,,
