Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4757.6 at 16:38 4/3/2010  Report at 19:05 Thursday 4/3/2010. Processed 19:10 Thursday 4/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Ambertech Ltd,AMO,0.6,0.57,0.57,,,,,,,,
Anvil Min cdi,AVM,4.25,3.94,3.94,,,,,,,,
Arafura Resource rts16mard,ARUR,0.013,-,-,,,,,,,,
ARC Explore Ltd,ARX,0.06,0.05,0.056,,,,,,,,
Aust Infra unt,AIX,2.01,1.895,1.895,,,,,,,,
Brockman Res,BRM,3.55,3.29,3.29,,,,,,,,
Burey Gold Ltd,BYR,0.058,0.044,0.048,,,,,,,,
Carlton Invest 7% cum pf,CINPA,2.12,2.11,2.11,,,,,,,,
Codan Ltd,CDA,1.34,1.29,1.3,,,,,,,,
Discovery Metals,DML,0.76,0.73,0.73,,,,,,,,
Domino Pizza Enterpr,DMP,5.55,5.35,5.35,,,,,,,,
GUD Hldgs,GUD,10.29,9.97,9.97,,,,,,,,
Hills Ind Ltd,HIL,2.84,2.6,2.6,,,,,,,,
iShares Russell 2000  1:1,IRU,72.29,70.76,70.76,,,,,,,,
Little World Bev,LWB,2.6,2.35,2.35,,,,,,,,
Mesa Min Ltd,MAS,0.074,0.06,0.06,,,,,,,,
Metminco Ltd opt dec12,MNCO,0.08,0.06,0.065,,,,,,,,
Midas Res,MDS,0.08,0.042,0.042,,,,,,,,
  opt nov12,MDSOC,0.04,0.019,0.019,,,,,,,,
New Standard Energy,NSE,0.165,0.15,0.15,,,,,,,,
OceanaGold Corp cdi,OGC,2.55,2.4,2.46,,,,,,,,
Pro-Pac Packaging,PPG,0.34,0.33,0.33,,,,,,,,
Salmat Ltd,SLM,4.4,4.34,4.34,,,,,,,,
Seek Ltd,SEK,7.56,7.48,7.54,,,,,,,,
Silver Chef Ltd,SIV,2.35,2.06,2.06,,,,,,,,
Spotless Grp Ltd,SPT,3.23,3,3.04,,,,,,,,
Stockland stp,SGP,4.23,4.12,4.12,,,,,,,,
Virgin Blue Hldgs,VBA,0.725,0.655,0.655,,,,,,,,
Wesfarmers Ltd,WES,33.21,32.5,32.5,,,,,,,,
  part prot,WESN,33.23,32.5,32.5,,,,,,,,
ZYL Ltd,ZYL,0.06,0.017,0.017,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Apex Min NL,AXM,0.022,0.025,0.025,,,,,,,,
Energy Res,ERA,17.66,18,18,,,,,,,,
Enerji Ltd opt dec16,ERJO,0.02,0.04,0.04,,,,,,,,
Geodynamics Ltd,GDY,0.67,0.68,0.68,,,,,,,,
Green Invest Ltd,GNV,0.046,0.06,0.05,,,,,,,,
India Equities Fund opt aug10,INEO,0.067,0.07,0.07,,,,,,,,
JV Global Ltd,JVG,0.005,0.006,0.006,,,,,,,,
Marion Energy,MAE,0.059,0.064,0.064,,,,,,,,
Monaro Min NL,MRO,0.06,0.068,0.068,,,,,,,,
Quest Invest,QST,0.061,0.095,0.095,,,,,,,,
Redflex Hldgs,RDF,1.745,1.88,1.88,,,,,,,,
Reverse Corp Ltd,REF,0.18,0.265,0.265,,,,,,,,
Savcor Grp Ltd,SAV,0.09,0.1,0.1,,,,,,,,
Sino Gas Energy,SEH,0.1,0.13,0.13,,,,,,,,
Structural Systems,STS,0.53,0.6,0.6,,,,,,,,
Telecom Corp,TEL,1.68,1.695,1.695,,,,,,,,
Willmott Forests,WFL,0.36,0.43,0.43,,,,,,,,
