Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4586.3 at 16:37 6/8/2010  Report at 19:05 Friday 6/8/2010. Processed 23:05 Friday 6/8/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Actinogen Ltd,ACW,0.11,0.027,0.027,,,,,,,,
Adultshop Com,ASC,0.016,0.014,0.014,,,,,,,,
Aevum Ltd,AVE,1.69,1.115,1.115,,,,,,,,
Ammtec Ltd,AEC,3.72,3.61,3.61,,,,,,,,
Andean Res Ltd,AND,3.98,3.71,3.88,,,,,,,,
Atomic Res,ATQ,0.33,0.27,0.27,,,,,,,,
  opt aug11,ATQO,0.11,0.072,0.072,,,,,,,,
Aurora Oil & Gas,AUT,0.92,0.845,0.87,,,,,,,,
Ausgold Ltd,AUC,0.32,0.235,0.235,,,,,,,,
  opt mar13,AUCO,0.145,0.09,0.09,,,,,,,,
Austral Gold,AGD,0.28,0.18,0.19,,,,,,,,
Burey Gold Ltd opt jun11,BYRO,0.015,0.013,0.013,,,,,,,,
Colorpak Ltd,CKL,0.535,0.45,0.46,,,,,,,,
CVC Ltd,CVC,0.85,0.83,0.84,,,,,,,,
FFI Hldgs,FFI,5.7,5.4,5.4,,,,,,,,
Generator Income gennote2,GINHA,80.5,76.5,78,,,,,,,,
Great Western Exp opt jun12,GTEO,0.07,0.05,0.05,,,,,,,,
Guildford Coal,GUF,0.345,0.245,0.245,,,,,,,,
ITX Grp Ltd,ITX,1.475,1.25,1.25,,,,,,,,
Lodestar Min,LSR,0.19,0.092,0.1,,,,,,,,
Lonrho Min Ltd,LOM,0.036,0.024,0.025,,,,,,,,
  opt nov10,LOMOA,0.023,0.013,0.014,,,,,,,,
Lynas Corp,LYC,0.875,0.82,0.82,,,,,,,,
Macq Atlas Roads stp,MQA,1.335,1.27,1.27,,,,,,,,
Macq Telecom Gp,MAQ,5.65,5.35,5.35,,,,,,,,
McMillan Shakespeare,MMS,5.63,5.48,5.48,,,,,,,,
Medigard Ltd rts18augd,MGZR,0.024,-,-,,,,,,,,
Mitchell Comms,MCU,1.25,1.24,1.24,,,,,,,,
Nusep Ltd opt sep12,NSPO,0.061,0.05,0.05,,,,,,,,
Primeag Aust,PAG,1.24,1.105,1.14,,,,,,,,
Rex Min Ltd,RXM,2.5,2.12,2.12,,,,,,,,
Royal Res opt oct13,ROYOA,0.16,0.12,0.12,,,,,,,,
Sandfire Res,SFR,5.69,5.26,5.26,,,,,,,,
Seymour Whyte Ltd,SWL,1.18,1.165,1.165,,,,,,,,
Sundance Energy,SEA,0.315,0.27,0.3,,,,,,,,
Thundelarra Explor,THX,1.035,0.675,0.675,,,,,,,,
  opt mar13,THXOA,0.82,0.485,0.485,,,,,,,,
Viagold Capital,VIA,1,0.95,0.95,,,,,,,,
Woolworths Ltd perp.frn,WOWHB,98.9,98.5,98.5,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Apex Min NL opt nov12,AXMO,0.004,0.005,0.005,,,,,,,,
Dominion Min,DOM,2.07,2.2,2.15,,,,,,,,
Eneabba Gas Ltd,ENB,0.091,0.099,0.099,,,,,,,,
Fisher & Paykel H,FPH,2.3,2.36,2.36,,,,,,,,
Flat Glass Ind,FGI,0.18,0.2,0.2,,,,,,,,
Golden State Res opt nov10,GDNOA,0.001,0.002,0.002,,,,,,,,
Holista Colltech,HCT,0.08,0.093,0.093,,,,,,,,
Kathmandu Hldgs,KMD,1.305,1.645,1.55,,,,,,,,
Legacy Iron Ore opt dec12,LCYOA,0.017,0.036,0.036,,,,,,,,
Manas Res Ltd opt sep11,MSRO,0.01,0.015,0.013,,,,,,,,
Mirvac Industrial unt,MIX,0.021,0.03,0.03,,,,,,,,
Noble Min Res opt jul11,NMGO,0.031,0.035,0.035,,,,,,,,
Panax Geothermal,PAX,0.035,0.045,0.045,,,,,,,,
Phoslock Water,PHK,0.075,0.093,0.093,,,,,,,,
Port Bouvard Ltd,PBD,0.11,0.115,0.115,,,,,,,,
Redcape Prop Grp stp,RPF,0.155,0.175,0.175,,,,,,,,
Voyager Res opt sep11,VORO,0.003,0.005,0.004,,,,,,,,
Xiaoxiao Education,XXL,0.105,0.195,0.14,,,,,,,,
