Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4538.8 at 16:36 8/2/2010  Report at 19:05 Monday 8/2/2010. Processed 19:18 Monday 8/2/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelphi Energy,ADI,0.205,0.2,0.185,,,,,,,,
Aurora Oil & Gas,AUT,0.41,0.38,0.35,,,,,,,,
BioProspect Ltd,BPO,0.06,0.035,0.041,,,,,,,,
Canberra Invest,CNB,0.76,0.71,0.75,,,,,,,,
DKN Financial Grp,DKN,0.85,0.84,0.79,,,,,,,,
DVM Intl  Ltd,DVM,0.15,0.1,0.1,,,,,,,,
Global Iron Ltd,GFE,0.4,0.39,0.38,,,,,,,,
Indago Res Ltd opt oct14,IDGOA,0.15,0.08,0.09,,,,,,,,
Konekt Ltd,KKT,0.15,0.125,0.13,,,,,,,,
Kresta Hldgs,KRS,0.34,0.335,0.33,,,,,,,,
Olympus Pacific Min cdi 1:1,OYM,0.27,0.23,-,,,,,,,,
Platina Res opt feb11,PGMO,0.034,0.02,-,,,,,,,,
Tusker Gold Ltd,TKA,0.77,0.42,0.46,,,,,,,,
Verus Invest,VIL,0.078,0.056,0.052,,,,,,,,
  opt jun10,VILO,0.013,0.009,0.011,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Allied Gold Ltd,ALD,0.275,0.29,0.28,,,,,,,,
Ausgold Ltd,AUC,0.165,0.17,0.18,,,,,,,,
Citigold Corp Ltd,CTO,0.08,0.1,0.1,,,,,,,,
Elders Ltd,ELD,1.26,1.27,1.425,,,,,,,,
Energia Min Ltd,EMX,0.135,0.14,0.155,,,,,,,,
European Gas,EPG,0.085,0.094,0.135,,,,,,,,
Forest Enterprises,FEA,0.053,0.054,0.064,,,,,,,,
Luiri Gold Ltd cdi 1:1,LGM,0.305,0.315,0.33,,,,,,,,
Melbourne IT Ltd,MLB,1.54,1.56,1.6,,,,,,,,
Minerals Corp def,MSCDC,0.115,0.145,-,,,,,,,,
Mundo Min,MUN,0.135,0.175,0.195,,,,,,,,
Ramelius Res opt jun10,RMSOC,0.025,0.054,0.05,,,,,,,,
Republic Gold Ltd opt jun10,RAUO,0.002,0.003,0.004,,,,,,,,
Sino Gas Energy opt jun10,SEHO,0.002,0.014,0.009,,,,,,,,
Staging Connections rts 08feb,STGRA,0.004,0.005,0.005,,,,,,,,
