Rolling Year Records - Daily Highs,,,,,,,,,,,,
XAO 4926.8 at 16:37 30/3/2010  Report at 19:05 Tuesday 30/3/2010. Processed 19:07 Tuesday 30/3/2010.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Security Description,ASX Code,New High,Last Week,Last Month,,,,,,,,
New Yearly Highs,,,,,,,,,,,,
Adelaide Energy,ADE,0.19,0.16,0.15,,,,,,,,
Aurora Oil & Gas,AUT,0.475,0.45,0.47,,,,,,,,
AUS Gov Index Fund,AQF,1.72,1.7,1.68,,,,,,,,
Austpac Res NL,APG,0.07,0.036,0.045,,,,,,,,
BC Iron Ltd,BCI,1.595,1.405,1.27,,,,,,,,
Brainz Instruments,BZI,0.24,0.12,0.089,,,,,,,,
Bunnings Warehouse unt,BWP,1.975,1.965,1.875,,,,,,,,
Burey Gold Ltd,BYR,0.064,0.06,0.048,,,,,,,,
Carnavale Res opt feb13,CAVO,0.11,0.095,-,,,,,,,,
Chesser Res,CHZ,0.21,0.2,0.15,,,,,,,,
Clever Com Aus,CVA,0.089,0.072,0.07,,,,,,,,
Comet Res,CRL,0.055,0.051,0.048,,,,,,,,
Computershare Ltd,CPU,12.8,12.74,12.42,,,,,,,,
CSL Ltd,CSL,36.82,36.74,35.15,,,,,,,,
Diversified United,DUI,3.37,3.3,3.29,,,,,,,,
Doray Min Ltd,DRM,0.7,0.26,0.2,,,,,,,,
Early Learning Serv,ELY,0.51,0.45,0.385,,,,,,,,
Fairfax Media Ltd pref,FXJPB,92.5,92.1,89.3,,,,,,,,
Generator Income gennote2,GINHA,74.9,66.9,65,,,,,,,,
Giralia Res NL,GIR,2.27,2.06,1.74,,,,,,,,
Heartware Int Inc cdi  35:1,HIN,1.37,1.35,1.27,,,,,,,,
iiNet Ltd,IIN,2.8,2.49,2.29,,,,,,,,
Matrix C & E Ltd,MCE,2.6,2.5,2,,,,,,,,
Medtech Global,MDG,0.056,0.05,0.051,,,,,,,,
Mount Gibson Iron,MGX,1.935,1.845,1.74,,,,,,,,
Nuplex Ind,NPX,2.8,2.73,2.7,,,,,,,,
Olympus Pacific Min  1:1,OYM,0.35,0.285,0.27,,,,,,,,
Paragon Care Ltd opt may12,PGCOA,0.014,0.013,0.01,,,,,,,,
Rand Min NL,RND,0.46,0.44,0.39,,,,,,,,
RTL Corp Ltd,RTL,0.036,0.027,0.023,,,,,,,,
SPDR 200 Fd etf unt,STW,46.66,46.55,44.42,,,,,,,,
Sth Boulder Mines,STB,0.475,0.405,0.32,,,,,,,,
Texon Pet Ltd,TXN,0.42,0.375,0.305,,,,,,,,
Trafalgar Corp stp,TGP,0.87,0.8,0.83,,,,,,,,
Tribune Res NL,TBR,1.04,1.03,0.79,,,,,,,,
Village Roadshow,VRL,2.48,2.45,2.22,,,,,,,,
New Yearly Lows,,,,,,,,,,,,
Amadeus Energy,AMU,0.2,0.205,0.205,,,,,,,,
Antisense Therapeutic,ANP,0.022,0.024,0.049,,,,,,,,
Brookfield Bonds B 8.79%3m12,BZBHA,100,102,102,,,,,,,,
Catalpa Res rts09aprd,CAHR,0.17,0.2,-,,,,,,,,
CathRx Ltd,CXD,0.15,0.165,0.21,,,,,,,,
Dourado Res Ltd opt nov14,DUOO,0.041,0.042,0.048,,,,,,,,
Ethan Min Ltd,ETH,0.14,0.15,0.17,,,,,,,,
Gulf Res,GLF,0.023,0.025,0.024,,,,,,,,
Gunns Ltd,GNS,0.455,0.515,0.505,,,,,,,,
Heemskirk Cons,HSK,0.28,0.325,0.335,,,,,,,,
Imugene Ltd,IMU,0.044,0.046,0.05,,,,,,,,
Innamincka Pet,INP,0.088,0.089,0.12,,,,,,,,
Media Grp Int Ltd,MUI,0.009,0.01,0.01,,,,,,,,
Miclyn Exp Offshr def,MIO,1.78,1.85,-,,,,,,,,
Minemakers Ltd opt may10,MAKO,0.005,0.008,0.016,,,,,,,,
Minerals Corp 10.5%db11,MSCHF,0.64,0.66,0.675,,,,,,,,
Mintails Ltd,MLI,0.029,0.032,0.03,,,,,,,,
Nufarm Ltd,NUF,8.12,8.65,9.32,,,,,,,,
Peninsula Min opt jun10,PENO,0.001,0.002,0.003,,,,,,,,
Pike River Coal opt apr11,PRCO,0.08,0.14,0.13,,,,,,,,
TZ Ltd,TZL,0.75,0.96,0.96,,,,,,,,
Unilife Corp cdi  6:1,UNS,0.915,1.06,1.12,,,,,,,,
